"bf","lr","best.iter","cv.r.squared"
0.5,0.1,119,0.536384120193332
0.5,0.1,144,0.569602609615788
0.5,0.1,130,0.596949754510785
0.5,0.1,319,0.519823047743131
0.5,0.1,168,0.548374183334977
0.5,0.1,110,0.565920329808834
0.5,0.1,202,0.552871876989302
0.5,0.1,77,0.566736182696383
0.5,0.1,156,0.607506020474345
0.5,0.1,174,0.51563872125937
0.6,0.1,53,0.529970447538919
0.6,0.1,372,0.527948183528238
0.6,0.1,76,0.598435942054564
0.6,0.1,59,0.561339769562469
0.6,0.1,227,0.600931529424898
0.6,0.1,116,0.606830979060425
0.6,0.1,96,0.599384390539137
0.6,0.1,139,0.554578874660971
0.6,0.1,176,0.561236849914855
0.6,0.1,90,0.564744809971218
0.7,0.1,69,0.611323092147981
0.7,0.1,112,0.558228569913142
0.7,0.1,64,0.544846771286366
0.7,0.1,61,0.546768706534805
0.7,0.1,149,0.625489378196458
0.7,0.1,90,0.597307012118637
0.7,0.1,62,0.591706912678912
0.7,0.1,113,0.582224597588332
0.7,0.1,112,0.596350057318931
0.7,0.1,110,0.614684182068319
0.5,0.05,170,0.547670856353953
0.5,0.05,603,0.539053720657111
0.5,0.05,677,0.549930649229752
0.5,0.05,312,0.563993156374619
0.5,0.05,1664,0.612674745861261
0.5,0.05,246,0.558824714715151
0.5,0.05,867,0.556187454536684
0.5,0.05,487,0.578934788154467
0.5,0.05,287,0.582178785067253
0.5,0.05,290,0.559761259465908
0.6,0.05,209,0.553882642896943
0.6,0.05,180,0.584898292365862
0.6,0.05,133,0.579999701078883
0.6,0.05,385,0.577333315046657
0.6,0.05,602,0.544859204274319
0.6,0.05,323,0.576166007387082
0.6,0.05,209,0.563894375083365
0.6,0.05,221,0.557707383256898
0.6,0.05,615,0.594736169941456
0.6,0.05,397,0.551456915615448
0.7,0.05,301,0.626309287700845
0.7,0.05,182,0.601050478307215
0.7,0.05,348,0.633615050451779
0.7,0.05,497,0.608290078456519
0.7,0.05,364,0.570571916444678
0.7,0.05,704,0.594458775505124
0.7,0.05,227,0.668514209735689
0.7,0.05,322,0.591280249443537
0.7,0.05,634,0.60411135672183
0.7,0.05,233,0.608123444237448
0.5,0.01,1983,0.603426084749186
0.5,0.01,1175,0.593397527684538
0.5,0.01,1152,0.600648455288351
0.5,0.01,2528,0.611280149675574
0.5,0.01,1255,0.586434257594866
0.5,0.01,10005,0.578988965615629
0.5,0.01,1590,0.557829315899371
0.5,0.01,6148,0.588220106192324
0.5,0.01,1132,0.575509385839904
0.5,0.01,1030,0.558225780073292
0.6,0.01,911,0.61169038119016
0.6,0.01,715,0.592772857610957
0.6,0.01,859,0.618550318632883
0.6,0.01,2042,0.623844350791518
0.6,0.01,1123,0.573196083730728
0.6,0.01,2176,0.619399844464321
0.6,0.01,1499,0.64351690497002
0.6,0.01,1179,0.609301618327369
0.6,0.01,1165,0.614565436368707
0.6,0.01,1154,0.59781580926729
0.7,0.01,953,0.617480501051722
0.7,0.01,1250,0.600140454730191
0.7,0.01,833,0.622346782766189
0.7,0.01,1226,0.613800924344123
0.7,0.01,1373,0.63860614054184
0.7,0.01,1055,0.617262571250981
0.7,0.01,1263,0.593727415321855
0.7,0.01,1742,0.60845850798799
0.7,0.01,994,0.599615224891754
0.7,0.01,1188,0.638852657664948
0.5,0.005,2673,0.608793719234552
0.5,0.005,2879,0.564637492016745
0.5,0.005,1711,0.558892407337275
0.5,0.005,10169,0.627142610411907
0.5,0.005,1953,0.586147667239317
0.5,0.005,2212,0.585110741643949
0.5,0.005,2813,0.574442977239471
0.5,0.005,2832,0.604103544361481
0.5,0.005,2812,0.600562118366768
0.5,0.005,2248,0.581282199474525
0.6,0.005,1668,0.604638788105535
0.6,0.005,2439,0.584560773665689
0.6,0.005,3479,0.658429219197785
0.6,0.005,1689,0.604267640695251
0.6,0.005,3656,0.645164766762462
0.6,0.005,1485,0.607333164179488
0.6,0.005,1910,0.571538635230299
0.6,0.005,2545,0.617592905571625
0.6,0.005,5241,0.614824269057501
0.6,0.005,1506,0.617353928576798
0.7,0.005,1528,0.607445193972431
0.7,0.005,1955,0.641010394120952
0.7,0.005,2927,0.612821473749289
0.7,0.005,1625,0.60047679914009
0.7,0.005,1588,0.587567457916984
0.7,0.005,1680,0.58235023450976
0.7,0.005,1965,0.582380971714184
0.7,0.005,2896,0.589012229325881
0.7,0.005,2114,0.593319274011061
0.7,0.005,2181,0.633312001093788
0.5,0.001,39155,0.602082596626779
0.5,0.001,13747,0.578434836308425
0.5,0.001,14889,0.57658561138301
0.5,0.001,39980,0.549117622564963
0.5,0.001,24455,0.583511074742689
0.5,0.001,12549,0.588307732854415
0.5,0.001,28407,0.599812679724468
0.5,0.001,17570,0.57924539418663
0.5,0.001,26589,0.604149764560599
0.5,0.001,16466,0.614897118066405
0.6,0.001,10378,0.604987397923851
0.6,0.001,10768,0.610556921197458
0.6,0.001,18111,0.550955798669963
0.6,0.001,10482,0.616467900365178
0.6,0.001,20573,0.624792959456621
0.6,0.001,33077,0.597042058491309
0.6,0.001,9816,0.566579480740767
0.6,0.001,11807,0.610286022070166
0.6,0.001,12499,0.64739481358003
0.6,0.001,14412,0.621114537186322
0.7,0.001,20881,0.622591979008794
0.7,0.001,21043,0.666196644037252
0.7,0.001,6135,0.568337965727016
0.7,0.001,12161,0.636877242251502
0.7,0.001,10533,0.581014543500708
0.7,0.001,12384,0.620164735133782
0.7,0.001,11314,0.603377812291405
0.7,0.001,25981,0.624704324600456
0.7,0.001,9714,0.640400876412959
0.7,0.001,12829,0.604647508496327
0.5,5e-04,28229,0.552264844267491
0.5,5e-04,20785,0.577058926677829
0.5,5e-04,35459,0.59966265396017
0.5,5e-04,25864,0.573467307859976
0.5,5e-04,33191,0.623692139451777
0.5,5e-04,39951,0.61359283740079
0.5,5e-04,39978,0.611286554342802
0.5,5e-04,18891,0.565114252394409
0.5,5e-04,26522,0.601471961725555
0.5,5e-04,18436,0.574789719681724
0.6,5e-04,23653,0.60243233820854
0.6,5e-04,17514,0.586809801766574
0.6,5e-04,26046,0.605116780166334
0.6,5e-04,21720,0.59131787700701
0.6,5e-04,32683,0.59770748041846
0.6,5e-04,38047,0.618345386490565
0.6,5e-04,22954,0.620406225638873
0.6,5e-04,34708,0.606614599743627
0.6,5e-04,16781,0.598860919234545
0.6,5e-04,19791,0.600701292242478
0.7,5e-04,35984,0.58459100125073
0.7,5e-04,25163,0.606478966743113
0.7,5e-04,23977,0.637367104745912
0.7,5e-04,37083,0.645638831526152
0.7,5e-04,40000,0.61260178937102
0.7,5e-04,37815,0.632131474709156
0.7,5e-04,39481,0.610760591580671
0.7,5e-04,39759,0.640988986657932
0.7,5e-04,23812,0.644549891000523
0.7,5e-04,17850,0.624881570221157
