"","Ordinal_date","TEMP","Predicted"
"1",129,3.2,1.33685198269728
"2",131.877551020408,3.2,1.33685198269728
"3",134.755102040816,3.2,1.33685198269728
"4",137.632653061224,3.2,1.33685198269728
"5",140.510204081633,3.2,1.33685198269728
"6",143.387755102041,3.2,1.33685198269728
"7",146.265306122449,3.2,1.33685198269728
"8",149.142857142857,3.2,1.33685198269728
"9",152.020408163265,3.2,1.33685198269728
"10",154.897959183673,3.2,1.33685198269728
"11",157.775510204082,3.2,1.33685198269728
"12",160.65306122449,3.2,1.33685198269728
"13",163.530612244898,3.2,1.33685198269728
"14",166.408163265306,3.2,1.33685198269728
"15",169.285714285714,3.2,1.33685198269728
"16",172.163265306122,3.2,1.33685198269728
"17",175.040816326531,3.2,1.34485869414995
"18",177.918367346939,3.2,1.34491509427689
"19",180.795918367347,3.2,1.42881721212504
"20",183.673469387755,3.2,1.45877136211104
"21",186.551020408163,3.2,1.45970356912158
"22",189.428571428571,3.2,1.45998538819382
"23",192.30612244898,3.2,1.45998538819382
"24",195.183673469388,3.2,1.62804011249982
"25",198.061224489796,3.2,1.65951739078149
"26",200.938775510204,3.2,1.66830743186357
"27",203.816326530612,3.2,1.66979326782286
"28",206.69387755102,3.2,1.67489091207983
"29",209.571428571429,3.2,1.76845347564399
"30",212.448979591837,3.2,1.78838742942521
"31",215.326530612245,3.2,1.78814808139606
"32",218.204081632653,3.2,1.82265899007537
"33",221.081632653061,3.2,1.82431578060449
"34",223.959183673469,3.2,1.9974141777346
"35",226.836734693878,3.2,2.03776922483666
"36",229.714285714286,3.2,2.03882793043988
"37",232.591836734694,3.2,2.18309123142764
"38",235.469387755102,3.2,2.18309123142764
"39",238.34693877551,3.2,2.18314002288423
"40",241.224489795918,3.2,2.18314002288423
"41",244.102040816327,3.2,2.18314002288423
"42",246.979591836735,3.2,2.18314002288423
"43",249.857142857143,3.2,2.18314002288423
"44",252.734693877551,3.2,2.18314002288423
"45",255.612244897959,3.2,2.18314002288423
"46",258.489795918367,3.2,2.18314002288423
"47",261.367346938776,3.2,2.18314002288423
"48",264.244897959184,3.2,2.18314002288423
"49",267.122448979592,3.2,2.18314002288423
"50",270,3.2,2.18314002288423
"51",129,3.42857142857143,1.33685198269728
"52",131.877551020408,3.42857142857143,1.33685198269728
"53",134.755102040816,3.42857142857143,1.33685198269728
"54",137.632653061224,3.42857142857143,1.33685198269728
