"bf","lr","best.iter","best.iter.sd","cv.r.squared","cv.r.squared.sd"
0.5,5e-04,27740.1,7168.39269835141,0.565245848805161,0.0198515454822941
0.6,5e-04,24189.4,7916.13459545335,0.596359389054522,0.0191375484471785
0.7,5e-04,27882,8205.59318730557,0.610711658854768,0.0161023297424543
0.5,0.001,12593.3,3134.68159113135,0.573480765286211,0.0188906896138631
0.6,0.001,11496.7,2433.84743655892,0.58786640655899,0.020440253447915
0.7,0.001,16588.3,8941.04582560427,0.612827678870811,0.026830300130488
0.5,0.005,3510.3,1935.10499571585,0.569317792568902,0.0233524776550822
0.6,0.005,2684.4,1044.91309580165,0.594544144676938,0.0184028938080451
0.7,0.005,3226,1203.70003646165,0.62260602815386,0.0142377381586652
0.5,0.01,1885.4,846.942632190765,0.587488951268603,0.0191891382470366
0.6,0.01,1316.4,454.603661323673,0.604834608398306,0.0202124640281533
0.7,0.01,1168.1,395.095333080792,0.60321865528436,0.0242551384862166
0.5,0.05,219.6,82.374753413895,0.560453659622459,0.0103997035216639
0.6,0.05,214.9,83.0788781821228,0.593095583264317,0.0304476413151835
0.7,0.05,274,99.7207211276685,0.599206616807735,0.028532995481888
0.5,0.1,163.2,122.423490846778,0.545852100767033,0.0310361416817975
0.6,0.1,171.7,99.1396882069829,0.547012341931415,0.0353928053007954
0.7,0.1,119.3,54.7723571805259,0.575654509450675,0.0268663245143723
