"","NO3_N","TEMP","Predicted"
"1",0.081,3.2,1.52252349090372
"2",0.0865918367346939,3.2,1.52252349090372
"3",0.0921836734693878,3.2,1.52252349090372
"4",0.0977755102040816,3.2,1.52252349090372
"5",0.103367346938776,3.2,1.52252349090372
"6",0.108959183673469,3.2,1.52252349090372
"7",0.114551020408163,3.2,1.52252349090372
"8",0.120142857142857,3.2,1.52252349090372
"9",0.125734693877551,3.2,1.52252349090372
"10",0.131326530612245,3.2,1.52252349090372
"11",0.136918367346939,3.2,1.55979801066213
"12",0.142510204081633,3.2,1.55584748738897
"13",0.148102040816327,3.2,1.55535381709201
"14",0.15369387755102,3.2,1.55484938386736
"15",0.159285714285714,3.2,1.5953955044953
"16",0.164877551020408,3.2,1.5983983461462
"17",0.170469387755102,3.2,1.61917029253492
"18",0.176061224489796,3.2,1.62251111252584
"19",0.18165306122449,3.2,1.64401899847796
"20",0.187244897959184,3.2,1.63830330600704
"21",0.192836734693878,3.2,1.63712479782649
"22",0.198428571428571,3.2,1.64636602656622
"23",0.204020408163265,3.2,1.65426364090739
"24",0.209612244897959,3.2,1.65483667278429
"25",0.215204081632653,3.2,1.6572212481428
"26",0.220795918367347,3.2,1.67329406990718
"27",0.226387755102041,3.2,1.67329406990718
"28",0.231979591836735,3.2,1.69626439819096
"29",0.237571428571429,3.2,1.71583368333517
"30",0.243163265306122,3.2,1.74103326518493
"31",0.248755102040816,3.2,1.86129503874105
"32",0.25434693877551,3.2,1.88631990535198
"33",0.259938775510204,3.2,1.88631990535198
"34",0.265530612244898,3.2,1.88768602781735
"35",0.271122448979592,3.2,1.88768602781735
"36",0.276714285714286,3.2,1.88768602781735
"37",0.28230612244898,3.2,1.88768602781735
"38",0.287897959183673,3.2,1.88768602781735
"39",0.293489795918367,3.2,1.88768602781735
"40",0.299081632653061,3.2,1.88768602781735
"41",0.304673469387755,3.2,1.88768602781735
"42",0.310265306122449,3.2,1.88768602781735
"43",0.315857142857143,3.2,1.88768602781735
"44",0.321448979591837,3.2,1.88768602781735
"45",0.327040816326531,3.2,1.88768602781735
"46",0.332632653061224,3.2,1.88768602781735
"47",0.338224489795918,3.2,1.88768602781735
"48",0.343816326530612,3.2,1.88768602781735
"49",0.349408163265306,3.2,1.88768602781735
"50",0.355,3.2,1.88768602781735
"51",0.081,3.42857142857143,1.52252349090372
"52",0.0865918367346939,3.42857142857143,1.52252349090372
"53",0.0921836734693878,3.42857142857143,1.52252349090372
"54",0.0977755102040816,3.42857142857143,1.52252349090372
"55",0.103367346938776,3.42857142857143,1.52252349090372
"56",0.108959183673469,3.42857142857143,1.52252349090372
"57",0.114551020408163,3.42857142857143,1.52252349090372
"58",0.120142857142857,3.42857142857143,1.52252349090372
"59",0.125734693877551,3.42857142857143,1.52252349090372
"60",0.131326530612245,3.42857142857143,1.52252349090372
"61",0.136918367346939,3.42857142857143,1.55979801066213
"62",0.142510204081633,3.42857142857143,1.55584748738897
"63",0.148102040816327,3.42857142857143,1.55535381709201
"64",0.15369387755102,3.42857142857143,1.55484938386736
"65",0.159285714285714,3.42857142857143,1.5953955044953
"66",0.164877551020408,3.42857142857143,1.5983983461462
"67",0.170469387755102,3.42857142857143,1.61917029253492
"68",0.176061224489796,3.42857142857143,1.62251111252584
"69",0.18165306122449,3.42857142857143,1.64401899847796
"70",0.187244897959184,3.42857142857143,1.63830330600704
"71",0.192836734693878,3.42857142857143,1.63712479782649
"72",0.198428571428571,3.42857142857143,1.64636602656622
"73",0.204020408163265,3.42857142857143,1.65426364090739
"74",0.209612244897959,3.42857142857143,1.65483667278429
"75",0.215204081632653,3.42857142857143,1.6572212481428
"76",0.220795918367347,3.42857142857143,1.67329406990718
"77",0.226387755102041,3.42857142857143,1.67329406990718
"78",0.231979591836735,3.42857142857143,1.69626439819096
"79",0.237571428571429,3.42857142857143,1.71583368333517
"80",0.243163265306122,3.42857142857143,1.74103326518493
"81",0.248755102040816,3.42857142857143,1.86129503874105
"82",0.25434693877551,3.42857142857143,1.88631990535198
"83",0.259938775510204,3.42857142857143,1.88631990535198
"84",0.265530612244898,3.42857142857143,1.88768602781735
"85",0.271122448979592,3.42857142857143,1.88768602781735
"86",0.276714285714286,3.42857142857143,1.88768602781735
"87",0.28230612244898,3.42857142857143,1.88768602781735
"88",0.287897959183673,3.42857142857143,1.88768602781735
"89",0.293489795918367,3.42857142857143,1.88768602781735
"90",0.299081632653061,3.42857142857143,1.88768602781735
"91",0.304673469387755,3.42857142857143,1.88768602781735
"92",0.310265306122449,3.42857142857143,1.88768602781735
"93",0.315857142857143,3.42857142857143,1.88768602781735
"94",0.321448979591837,3.42857142857143,1.88768602781735
"95",0.327040816326531,3.42857142857143,1.88768602781735
"96",0.332632653061224,3.42857142857143,1.88768602781735
"97",0.338224489795918,3.42857142857143,1.88768602781735
"98",0.343816326530612,3.42857142857143,1.88768602781735
"99",0.349408163265306,3.42857142857143,1.88768602781735
"100",0.355,3.42857142857143,1.88768602781735
"101",0.081,3.65714285714286,1.52252349090372
"102",0.0865918367346939,3.65714285714286,1.52252349090372
"103",0.0921836734693878,3.65714285714286,1.52252349090372
"104",0.0977755102040816,3.65714285714286,1.52252349090372
"105",0.103367346938776,3.65714285714286,1.52252349090372
"106",0.108959183673469,3.65714285714286,1.52252349090372
"107",0.114551020408163,3.65714285714286,1.52252349090372
"108",0.120142857142857,3.65714285714286,1.52252349090372
"109",0.125734693877551,3.65714285714286,1.52252349090372
"110",0.131326530612245,3.65714285714286,1.52252349090372
"111",0.136918367346939,3.65714285714286,1.55979801066213
"112",0.142510204081633,3.65714285714286,1.55584748738897
"113",0.148102040816327,3.65714285714286,1.55535381709201
"114",0.15369387755102,3.65714285714286,1.55484938386736
"115",0.159285714285714,3.65714285714286,1.5953955044953
"116",0.164877551020408,3.65714285714286,1.5983983461462
"117",0.170469387755102,3.65714285714286,1.61917029253492
"118",0.176061224489796,3.65714285714286,1.62251111252584
"119",0.18165306122449,3.65714285714286,1.64401899847796
"120",0.187244897959184,3.65714285714286,1.63830330600704
"121",0.192836734693878,3.65714285714286,1.63712479782649
"122",0.198428571428571,3.65714285714286,1.64636602656622
"123",0.204020408163265,3.65714285714286,1.65426364090739
"124",0.209612244897959,3.65714285714286,1.65483667278429
"125",0.215204081632653,3.65714285714286,1.6572212481428
"126",0.220795918367347,3.65714285714286,1.67329406990718
"127",0.226387755102041,3.65714285714286,1.67329406990718
"128",0.231979591836735,3.65714285714286,1.69626439819096
"129",0.237571428571429,3.65714285714286,1.71583368333517
"130",0.243163265306122,3.65714285714286,1.74103326518493
"131",0.248755102040816,3.65714285714286,1.86129503874105
"132",0.25434693877551,3.65714285714286,1.88631990535198
"133",0.259938775510204,3.65714285714286,1.88631990535198
"134",0.265530612244898,3.65714285714286,1.88768602781735
"135",0.271122448979592,3.65714285714286,1.88768602781735
"136",0.276714285714286,3.65714285714286,1.88768602781735
"137",0.28230612244898,3.65714285714286,1.88768602781735
"138",0.287897959183673,3.65714285714286,1.88768602781735
"139",0.293489795918367,3.65714285714286,1.88768602781735
"140",0.299081632653061,3.65714285714286,1.88768602781735
"141",0.304673469387755,3.65714285714286,1.88768602781735
"142",0.310265306122449,3.65714285714286,1.88768602781735
"143",0.315857142857143,3.65714285714286,1.88768602781735
"144",0.321448979591837,3.65714285714286,1.88768602781735
"145",0.327040816326531,3.65714285714286,1.88768602781735
"146",0.332632653061224,3.65714285714286,1.88768602781735
"147",0.338224489795918,3.65714285714286,1.88768602781735
"148",0.343816326530612,3.65714285714286,1.88768602781735
"149",0.349408163265306,3.65714285714286,1.88768602781735
"150",0.355,3.65714285714286,1.88768602781735
"151",0.081,3.88571428571429,1.52252349090372
"152",0.0865918367346939,3.88571428571429,1.52252349090372
"153",0.0921836734693878,3.88571428571429,1.52252349090372
"154",0.0977755102040816,3.88571428571429,1.52252349090372
"155",0.103367346938776,3.88571428571429,1.52252349090372
"156",0.108959183673469,3.88571428571429,1.52252349090372
"157",0.114551020408163,3.88571428571429,1.52252349090372
"158",0.120142857142857,3.88571428571429,1.52252349090372
"159",0.125734693877551,3.88571428571429,1.52252349090372
"160",0.131326530612245,3.88571428571429,1.52252349090372
"161",0.136918367346939,3.88571428571429,1.55979801066213
"162",0.142510204081633,3.88571428571429,1.55584748738897
"163",0.148102040816327,3.88571428571429,1.55535381709201
"164",0.15369387755102,3.88571428571429,1.55484938386736
"165",0.159285714285714,3.88571428571429,1.5953955044953
"166",0.164877551020408,3.88571428571429,1.5983983461462
"167",0.170469387755102,3.88571428571429,1.61917029253492
"168",0.176061224489796,3.88571428571429,1.62251111252584
"169",0.18165306122449,3.88571428571429,1.64401899847796
"170",0.187244897959184,3.88571428571429,1.63830330600704
"171",0.192836734693878,3.88571428571429,1.63712479782649
"172",0.198428571428571,3.88571428571429,1.64636602656622
"173",0.204020408163265,3.88571428571429,1.65426364090739
"174",0.209612244897959,3.88571428571429,1.65483667278429
"175",0.215204081632653,3.88571428571429,1.6572212481428
"176",0.220795918367347,3.88571428571429,1.67329406990718
"177",0.226387755102041,3.88571428571429,1.67329406990718
"178",0.231979591836735,3.88571428571429,1.69626439819096
"179",0.237571428571429,3.88571428571429,1.71583368333517
"180",0.243163265306122,3.88571428571429,1.74103326518493
"181",0.248755102040816,3.88571428571429,1.86129503874105
"182",0.25434693877551,3.88571428571429,1.88631990535198
"183",0.259938775510204,3.88571428571429,1.88631990535198
"184",0.265530612244898,3.88571428571429,1.88768602781735
"185",0.271122448979592,3.88571428571429,1.88768602781735
"186",0.276714285714286,3.88571428571429,1.88768602781735
"187",0.28230612244898,3.88571428571429,1.88768602781735
"188",0.287897959183673,3.88571428571429,1.88768602781735
"189",0.293489795918367,3.88571428571429,1.88768602781735
"190",0.299081632653061,3.88571428571429,1.88768602781735
"191",0.304673469387755,3.88571428571429,1.88768602781735
"192",0.310265306122449,3.88571428571429,1.88768602781735
