"n.trees","cv.r.squared"
3196,0.62187560034213
1619,0.635564525509196
2632,0.584653239311253
3226,0.601547159047754
1802,0.623475047913667
3165,0.628109820396753
2141,0.587534727426179
1979,0.639995223715926
3073,0.580758259709476
2650,0.576563562567912
2099,0.623482443869424
3021,0.629858211794114
1731,0.600502505499803
2211,0.624694965973208
1758,0.588240709554502
1709,0.596527462811679
1764,0.607052438368246
1722,0.611140472249835
1933,0.636677624682764
2710,0.609964338062816
1936,0.60201268921943
1320,0.603703931234288
3082,0.655974498651391
1526,0.594425977017354
3226,0.633277733139838
1368,0.598144514513822
2537,0.616402209704959
3078,0.637580955588533
3044,0.642203055477127
1246,0.582337036508981
2754,0.633227389075457
1956,0.64253400454639
1798,0.6122983589316
1556,0.587259966058269
1867,0.578568179058374
1978,0.611123588668026
2703,0.574953931996474
3224,0.640265150932063
1924,0.5776412297929
2269,0.575037321979863
2816,0.613908873334402
2610,0.591640654757667
1950,0.632093563787468
1441,0.590173754464367
1821,0.594001171563086
3018,0.613459563597208
2403,0.627223540536155
3226,0.596821376156365
3023,0.633080735950136
3216,0.603939961343348
3226,0.643012685362803
1729,0.636763169855829
1274,0.588349082544248
3129,0.608906550041726
2104,0.629650180956538
3035,0.668796622982315
1861,0.594242160906332
2063,0.608746448598207
2719,0.627953456479037
2006,0.574663515687867
2410,0.645529268488635
1759,0.58926031436627
2918,0.602972231112711
2143,0.520348571308683
2755,0.56717890388793
2876,0.616278180353234
1697,0.615873533660883
2961,0.637538342056146
1581,0.618782434859781
1314,0.577193905652208
3017,0.613342655313866
1798,0.585992224725666
1437,0.602430441737879
2660,0.64109190809982
3063,0.643342409569116
2976,0.590099522954427
2389,0.627175387485586
3203,0.619100391723627
3047,0.619449415025429
2813,0.61837816559789
3149,0.590392080992819
3123,0.635495313332339
2926,0.625966638106769
1771,0.60907314570814
2300,0.595834052340464
2776,0.593476881435638
1737,0.59645855584451
3222,0.645478472847505
3156,0.587156723372509
2196,0.548878200704633
2104,0.635247827896299
2459,0.636340420458583
3078,0.66184114957717
1873,0.620680465655472
2026,0.621955555399917
1730,0.608729677320984
1845,0.611660406367961
1963,0.60589840312556
3113,0.615165306185595
2804,0.64822579560378
