"","tmean_week","TEMP","Predicted"
"1",3.37128589834486,3.2,1.1817414413054
"2",3.59818386266948,3.2,1.1817414413054
"3",3.82508182699409,3.2,1.1817414413054
"4",4.05197979131871,3.2,1.1817414413054
"5",4.27887775564333,3.2,1.1817414413054
"6",4.50577571996795,3.2,1.1817414413054
"7",4.73267368429256,3.2,1.1817414413054
"8",4.95957164861718,3.2,1.1817414413054
"9",5.1864696129418,3.2,1.1817414413054
"10",5.41336757726641,3.2,1.1817414413054
"11",5.64026554159103,3.2,1.1817414413054
"12",5.86716350591565,3.2,1.1817414413054
"13",6.09406147024027,3.2,1.1817414413054
"14",6.32095943456488,3.2,1.1817414413054
"15",6.5478573988895,3.2,1.1817414413054
"16",6.77475536321412,3.2,1.1817414413054
"17",7.00165332753873,3.2,1.1817414413054
"18",7.22855129186335,3.2,1.1817414413054
"19",7.45544925618797,3.2,1.20461108040622
"20",7.68234722051259,3.2,1.21554102325697
"21",7.9092451848372,3.2,1.29629921308315
"22",8.13614314916182,3.2,1.29629921308315
"23",8.36304111348644,3.2,1.29629921308315
"24",8.58993907781105,3.2,1.29629921308315
"25",8.81683704213567,3.2,1.3006303062716
"26",9.04373500646029,3.2,1.34316531461217
"27",9.27063297078491,3.2,1.35064644445243
"28",9.49753093510952,3.2,1.35257509348038
"29",9.72442889943414,3.2,1.35257509348038
"30",9.95132686375876,3.2,1.35257509348038
"31",10.1782248280834,3.2,1.38166217757916
"32",10.405122792408,3.2,1.38928416017912
"33",10.6320207567326,3.2,1.60694494067866
"34",10.8589187210572,3.2,1.63712479782649
"35",11.0858166853818,3.2,1.63974095284508
"36",11.3127146497065,3.2,1.60581112458356
"37",11.5396126140311,3.2,1.59443813558453
"38",11.7665105783557,3.2,1.58065936518907
"39",11.9934085426803,3.2,1.58105104839177
"40",12.2203065070049,3.2,1.56859259575107
"41",12.4472044713295,3.2,1.57134912617868
"42",12.6741024356542,3.2,1.56726822024252
"43",12.9010003999788,3.2,1.5440866287964
"44",13.1278983643034,3.2,1.54365796315205
"45",13.354796328628,3.2,1.53966901376426
"46",13.5816942929526,3.2,1.53843873105412
"47",13.8085922572772,3.2,1.53843873105412
"48",14.0354902216019,3.2,1.53843873105412
"49",14.2623881859265,3.2,1.53843873105412
"50",14.4892861502511,3.2,1.53843873105412
"51",3.37128589834486,3.42857142857143,1.1817414413054
"52",3.59818386266948,3.42857142857143,1.1817414413054
"53",3.82508182699409,3.42857142857143,1.1817414413054
"54",4.05197979131871,3.42857142857143,1.1817414413054
"55",4.27887775564333,3.42857142857143,1.1817414413054
"56",4.50577571996795,3.42857142857143,1.1817414413054
"57",4.73267368429256,3.42857142857143,1.1817414413054
"58",4.95957164861718,3.42857142857143,1.1817414413054
"59",5.1864696129418,3.42857142857143,1.1817414413054
"60",5.41336757726641,3.42857142857143,1.1817414413054
"61",5.64026554159103,3.42857142857143,1.1817414413054
"62",5.86716350591565,3.42857142857143,1.1817414413054
"63",6.09406147024027,3.42857142857143,1.1817414413054
"64",6.32095943456488,3.42857142857143,1.1817414413054
"65",6.5478573988895,3.42857142857143,1.1817414413054
"66",6.77475536321412,3.42857142857143,1.1817414413054
"67",7.00165332753873,3.42857142857143,1.1817414413054
"68",7.22855129186335,3.42857142857143,1.1817414413054
"69",7.45544925618797,3.42857142857143,1.20461108040622
"70",7.68234722051259,3.42857142857143,1.21554102325697
