"n.trees","cv.r.squared"
3121,0.689880610927206
2251,0.722338961168027
3057,0.719627902701003
3446,0.70695450805955
2464,0.718003773616586
4127,0.740237776591198
3597,0.670768793995951
2477,0.704251465482606
2034,0.66967574356411
2118,0.692961778301329
2921,0.689611648393032
1733,0.653247773045551
3278,0.748305999732988
2390,0.723644244901173
2403,0.673759909265463
3964,0.721930563329141
2661,0.692649279153889
4246,0.735622344355913
1841,0.705075430127466
3963,0.725216961753068
2264,0.72393013863363
3252,0.704372973401827
2553,0.692412267817145
3815,0.68344548214526
3660,0.674127095087188
3872,0.737346218584788
2807,0.692833705944039
2985,0.676536002611698
1959,0.688279244957588
4383,0.727507339633897
2347,0.718370301304018
2772,0.677245562843268
3207,0.708395404238555
3140,0.73205593024557
4060,0.715407835700549
2478,0.705702285663915
2335,0.683966397143903
3080,0.698346897963067
4017,0.72798551691638
1941,0.74095016824987
4333,0.734388950310878
2462,0.693912788222137
2547,0.671088400185589
3707,0.717847895352833
2905,0.714165147563891
3275,0.729817811007421
3460,0.724254937916184
2244,0.694802354061278
2879,0.711735524082048
4460,0.705426694300442
4257,0.726861788180602
4165,0.726212909149568
2738,0.694344726349764
4471,0.694780369727577
3015,0.727168310501591
2080,0.691167673828958
3820,0.724298515561356
2873,0.706522887096838
2750,0.712029175008757
1892,0.716777695191942
2861,0.711708405774379
4357,0.726182827979026
3119,0.699062657876436
3576,0.730576474327332
2020,0.68913187402351
3383,0.735394155269267
2670,0.695847082266564
3756,0.729522862113935
2982,0.720272872560928
2012,0.692098656974971
3505,0.726479449652918
4395,0.753821659499046
1265,0.623169029893317
1728,0.695661860895746
2511,0.689472203505844
2470,0.727320593870125
2222,0.632988171207405
2635,0.692092524452785
1855,0.694419234241875
4378,0.719698414175867
3421,0.743073223367408
3669,0.712380396709844
4132,0.738333670434611
3233,0.704569483307901
3677,0.725923477675216
4444,0.722487521393834
3889,0.641205114288537
2750,0.684340460802614
4368,0.725891079837421
2750,0.728909669858562
2528,0.700981607835774
3380,0.687329596239563
4459,0.699701686593273
2648,0.680629380241271
2542,0.715316668729693
2639,0.704372254781524
3633,0.72214711820839
2332,0.727956757550361
3880,0.712810353838682
2625,0.700540077740502
