"","NO3_N","Max_SWE","Predicted"
"1",0.001,17.6,-0.361959406280257
"2",0.00551020408163265,17.6,-0.361959406280257
"3",0.0100204081632653,17.6,-0.361959406280257
"4",0.014530612244898,17.6,-0.361959406280257
"5",0.0190408163265306,17.6,-0.361959406280257
"6",0.0235510204081633,17.6,-0.361959406280257
"7",0.0280612244897959,17.6,-0.357392228796056
"8",0.0325714285714286,17.6,-0.344306039619338
"9",0.0370816326530612,17.6,0.226133221476053
"10",0.0415918367346939,17.6,0.399415815426032
"11",0.0461020408163265,17.6,0.414944213529841
"12",0.0506122448979592,17.6,0.409785602979619
"13",0.0551224489795918,17.6,0.686329748339706
"14",0.0596326530612245,17.6,0.712465676733336
"15",0.0641428571428571,17.6,0.723418191763823
"16",0.0686530612244898,17.6,0.82659406888435
"17",0.0731632653061225,17.6,0.872326840096871
"18",0.0776734693877551,17.6,0.932994069361285
"19",0.0821836734693878,17.6,1.01739342836419
"20",0.0866938775510204,17.6,1.05943510576828
"21",0.0912040816326531,17.6,1.07540555568804
"22",0.0957142857142857,17.6,1.06604532326469
"23",0.100224489795918,17.6,1.04973144435492
"24",0.104734693877551,17.6,1.04813634038683
"25",0.109244897959184,17.6,1.03754449021991
"26",0.113755102040816,17.6,1.04021799519953
"27",0.118265306122449,17.6,1.04429204614673
"28",0.122775510204082,17.6,1.05402307792425
"29",0.127285714285714,17.6,1.04780224458806
"30",0.131795918367347,17.6,1.04780224458806
"31",0.13630612244898,17.6,1.03522351463211
"32",0.140816326530612,17.6,1.04104367711442
"33",0.145326530612245,17.6,1.01616617837865
"34",0.149836734693878,17.6,0.831741268353104
"35",0.15434693877551,17.6,0.429625583634517
"36",0.158857142857143,17.6,0.429625583634517
"37",0.163367346938776,17.6,0.429625583634517
"38",0.167877551020408,17.6,0.429625583634517
"39",0.172387755102041,17.6,0.429625583634517
"40",0.176897959183673,17.6,0.429625583634517
"41",0.181408163265306,17.6,0.429625583634517
"42",0.185918367346939,17.6,0.429625583634517
"43",0.190428571428571,17.6,0.429625583634517
"44",0.194938775510204,17.6,0.429625583634517
"45",0.199448979591837,17.6,0.429625583634517
"46",0.203959183673469,17.6,0.429625583634517
"47",0.208469387755102,17.6,0.429625583634517
"48",0.212979591836735,17.6,0.429625583634517
"49",0.217489795918367,17.6,0.429625583634517
"50",0.222,17.6,0.429625583634517
"51",0.001,17.8408163265306,-0.361959406280257
"52",0.00551020408163265,17.8408163265306,-0.361959406280257
"53",0.0100204081632653,17.8408163265306,-0.361959406280257
"54",0.014530612244898,17.8408163265306,-0.361959406280257
"55",0.0190408163265306,17.8408163265306,-0.361959406280257
"56",0.0235510204081633,17.8408163265306,-0.361959406280257
"57",0.0280612244897959,17.8408163265306,-0.357392228796056
"58",0.0325714285714286,17.8408163265306,-0.344306039619338
"59",0.0370816326530612,17.8408163265306,0.226133221476053
"60",0.0415918367346939,17.8408163265306,0.399415815426032
"61",0.0461020408163265,17.8408163265306,0.414944213529841
"62",0.0506122448979592,17.8408163265306,0.409785602979619
"63",0.0551224489795918,17.8408163265306,0.686329748339706
"64",0.0596326530612245,17.8408163265306,0.712465676733336
"65",0.0641428571428571,17.8408163265306,0.723418191763823
"66",0.0686530612244898,17.8408163265306,0.82659406888435
"67",0.0731632653061225,17.8408163265306,0.872326840096871
"68",0.0776734693877551,17.8408163265306,0.932994069361285
"69",0.0821836734693878,17.8408163265306,1.01739342836419
"70",0.0866938775510204,17.8408163265306,1.05943510576828
"71",0.0912040816326531,17.8408163265306,1.07540555568804
"72",0.0957142857142857,17.8408163265306,1.06604532326469
"73",0.100224489795918,17.8408163265306,1.04973144435492
"74",0.104734693877551,17.8408163265306,1.04813634038683
"75",0.109244897959184,17.8408163265306,1.03754449021991
"76",0.113755102040816,17.8408163265306,1.04021799519953
"77",0.118265306122449,17.8408163265306,1.04429204614673
"78",0.122775510204082,17.8408163265306,1.05402307792425
"79",0.127285714285714,17.8408163265306,1.04780224458806
"80",0.131795918367347,17.8408163265306,1.04780224458806
"81",0.13630612244898,17.8408163265306,1.03522351463211
"82",0.140816326530612,17.8408163265306,1.04104367711442
"83",0.145326530612245,17.8408163265306,1.01616617837865
"84",0.149836734693878,17.8408163265306,0.831741268353104
"85",0.15434693877551,17.8408163265306,0.429625583634517
"86",0.158857142857143,17.8408163265306,0.429625583634517
"87",0.163367346938776,17.8408163265306,0.429625583634517
"88",0.167877551020408,17.8408163265306,0.429625583634517
