"","NtoP","Ordinal_date","Predicted"
"1",33.2,189,0.571239335929275
"2",66.9122448979592,189,0.571239335929275
"3",100.624489795918,189,1.39992081962416
"4",134.336734693878,189,1.62350187192444
"5",168.048979591837,189,1.51083318270361
"6",201.761224489796,189,1.34215733471284
"7",235.473469387755,189,1.22850525604661
"8",269.185714285714,189,1.42730062593589
"9",302.897959183673,189,1.35829810995334
"10",336.610204081633,189,1.35276789746237
"11",370.322448979592,189,1.35711758376739
"12",404.034693877551,189,1.51701321630122
"13",437.74693877551,189,1.52390577256509
"14",471.459183673469,189,1.54474625453443
"15",505.171428571429,189,1.4156851913452
"16",538.883673469388,189,1.36296975826487
"17",572.595918367347,189,1.35462189517967
"18",606.308163265306,189,1.35462189517967
"19",640.020408163265,189,1.35462189517967
"20",673.732653061224,189,1.35462189517967
"21",707.444897959184,189,1.35462189517967
"22",741.157142857143,189,1.35462189517967
"23",774.869387755102,189,1.35462189517967
"24",808.581632653061,189,1.35462189517967
"25",842.29387755102,189,1.35462189517967
"26",876.00612244898,189,1.35462189517967
"27",909.718367346939,189,1.35462189517967
"28",943.430612244898,189,1.35462189517967
"29",977.142857142857,189,1.35462189517967
"30",1010.85510204082,189,1.35462189517967
"31",1044.56734693878,189,1.35462189517967
"32",1078.27959183673,189,1.35462189517967
"33",1111.99183673469,189,1.35462189517967
"34",1145.70408163265,189,1.35462189517967
"35",1179.41632653061,189,1.35462189517967
"36",1213.12857142857,189,1.35462189517967
"37",1246.84081632653,189,1.35462189517967
"38",1280.55306122449,189,1.35462189517967
"39",1314.26530612245,189,1.35462189517967
"40",1347.97755102041,189,1.35462189517967
"41",1381.68979591837,189,1.35462189517967
"42",1415.40204081633,189,1.35462189517967
"43",1449.11428571429,189,1.35462189517967
"44",1482.82653061224,189,1.35462189517967
"45",1516.5387755102,189,1.35462189517967
"46",1550.25102040816,189,1.35462189517967
"47",1583.96326530612,189,1.35462189517967
"48",1617.67551020408,189,1.35462189517967
"49",1651.38775510204,189,1.35462189517967
"50",1685.1,189,1.35462189517967
"51",33.2,190.428571428571,0.571239335929275
"52",66.9122448979592,190.428571428571,0.571239335929275
"53",100.624489795918,190.428571428571,1.39992081962416
"54",134.336734693878,190.428571428571,1.62350187192444
"55",168.048979591837,190.428571428571,1.51083318270361
"56",201.761224489796,190.428571428571,1.34215733471284
"57",235.473469387755,190.428571428571,1.22850525604661
"58",269.185714285714,190.428571428571,1.42730062593589
"59",302.897959183673,190.428571428571,1.35829810995334
"60",336.610204081633,190.428571428571,1.35276789746237
"61",370.322448979592,190.428571428571,1.35711758376739
"62",404.034693877551,190.428571428571,1.51701321630122
"63",437.74693877551,190.428571428571,1.52390577256509
"64",471.459183673469,190.428571428571,1.54474625453443
"65",505.171428571429,190.428571428571,1.4156851913452
"66",538.883673469388,190.428571428571,1.36296975826487
