"","TDP_P","tmean_month","Predicted"
"1",0.3,7.482333,1.76949010237615
"2",0.539183673469388,7.482333,1.76949010237615
"3",0.778367346938776,7.482333,1.65993005130733
"4",1.01755102040816,7.482333,1.78179547627208
"5",1.25673469387755,7.482333,1.88864176766441
"6",1.49591836734694,7.482333,1.88395528993158
"7",1.73510204081633,7.482333,1.78786360616788
"8",1.97428571428571,7.482333,1.56164256847742
"9",2.2134693877551,7.482333,1.65567839207634
"10",2.45265306122449,7.482333,1.80277599494573
"11",2.69183673469388,7.482333,1.81359157195313
"12",2.93102040816327,7.482333,1.80674958164384
"13",3.17020408163265,7.482333,1.8234749691039
"14",3.40938775510204,7.482333,1.87202858576868
"15",3.64857142857143,7.482333,1.89050803509649
"16",3.88775510204082,7.482333,2.2827178545841
"17",4.1269387755102,7.482333,2.26794356754104
"18",4.36612244897959,7.482333,2.23603624399697
"19",4.60530612244898,7.482333,2.23296083624159
"20",4.84448979591837,7.482333,2.23296083624159
"21",5.08367346938775,7.482333,2.23296083624159
"22",5.32285714285714,7.482333,2.23296083624159
"23",5.56204081632653,7.482333,2.23296083624159
"24",5.80122448979592,7.482333,2.23296083624159
"25",6.04040816326531,7.482333,2.23296083624159
"26",6.27959183673469,7.482333,2.23296083624159
"27",6.51877551020408,7.482333,2.23296083624159
"28",6.75795918367347,7.482333,2.23296083624159
"29",6.99714285714286,7.482333,2.23296083624159
"30",7.23632653061224,7.482333,2.23296083624159
"31",7.47551020408163,7.482333,2.23296083624159
"32",7.71469387755102,7.482333,2.23296083624159
"33",7.95387755102041,7.482333,2.23296083624159
"34",8.1930612244898,7.482333,2.23296083624159
"35",8.43224489795918,7.482333,2.23296083624159
"36",8.67142857142857,7.482333,2.23296083624159
"37",8.91061224489796,7.482333,2.23296083624159
"38",9.14979591836735,7.482333,2.23296083624159
"39",9.38897959183674,7.482333,2.23296083624159
"40",9.62816326530612,7.482333,2.23296083624159
"41",9.86734693877551,7.482333,2.23296083624159
"42",10.1065306122449,7.482333,2.23296083624159
"43",10.3457142857143,7.482333,2.23296083624159
"44",10.5848979591837,7.482333,2.23296083624159
"45",10.8240816326531,7.482333,2.23296083624159
"46",11.0632653061224,7.482333,2.23296083624159
"47",11.3024489795918,7.482333,2.23296083624159
"48",11.5416326530612,7.482333,2.23296083624159
"49",11.7808163265306,7.482333,2.23296083624159
"50",12.02,7.482333,2.23296083624159
"51",0.3,7.56980308163265,1.76949010237615
"52",0.539183673469388,7.56980308163265,1.76949010237615
"53",0.778367346938776,7.56980308163265,1.65993005130733
"54",1.01755102040816,7.56980308163265,1.78179547627208
"55",1.25673469387755,7.56980308163265,1.88864176766441
"56",1.49591836734694,7.56980308163265,1.88395528993158
"57",1.73510204081633,7.56980308163265,1.78786360616788
"58",1.97428571428571,7.56980308163265,1.56164256847742
"59",2.2134693877551,7.56980308163265,1.65567839207634
"60",2.45265306122449,7.56980308163265,1.80277599494573
"61",2.69183673469388,7.56980308163265,1.81359157195313
"62",2.93102040816327,7.56980308163265,1.80674958164384
"63",3.17020408163265,7.56980308163265,1.8234749691039
"64",3.40938775510204,7.56980308163265,1.87202858576868
"65",3.64857142857143,7.56980308163265,1.89050803509649
"66",3.88775510204082,7.56980308163265,2.2827178545841
"67",4.1269387755102,7.56980308163265,2.26794356754104
"68",4.36612244897959,7.56980308163265,2.23603624399697
"69",4.60530612244898,7.56980308163265,2.23296083624159
"70",4.84448979591837,7.56980308163265,2.23296083624159
"71",5.08367346938775,7.56980308163265,2.23296083624159
"72",5.32285714285714,7.56980308163265,2.23296083624159
"73",5.56204081632653,7.56980308163265,2.23296083624159
"74",5.80122448979592,7.56980308163265,2.23296083624159
"75",6.04040816326531,7.56980308163265,2.23296083624159
"76",6.27959183673469,7.56980308163265,2.23296083624159
"77",6.51877551020408,7.56980308163265,2.23296083624159
"78",6.75795918367347,7.56980308163265,2.23296083624159
"79",6.99714285714286,7.56980308163265,2.23296083624159
"80",7.23632653061224,7.56980308163265,2.23296083624159
"81",7.47551020408163,7.56980308163265,2.23296083624159
"82",7.71469387755102,7.56980308163265,2.23296083624159
"83",7.95387755102041,7.56980308163265,2.23296083624159
"84",8.1930612244898,7.56980308163265,2.23296083624159
"85",8.43224489795918,7.56980308163265,2.23296083624159
"86",8.67142857142857,7.56980308163265,2.23296083624159
"87",8.91061224489796,7.56980308163265,2.23296083624159
"88",9.14979591836735,7.56980308163265,2.23296083624159
"89",9.38897959183674,7.56980308163265,2.23296083624159
"90",9.62816326530612,7.56980308163265,2.23296083624159
"91",9.86734693877551,7.56980308163265,2.23296083624159
"92",10.1065306122449,7.56980308163265,2.23296083624159
"93",10.3457142857143,7.56980308163265,2.23296083624159
"94",10.5848979591837,7.56980308163265,2.23296083624159
"95",10.8240816326531,7.56980308163265,2.23296083624159
"96",11.0632653061224,7.56980308163265,2.23296083624159
"97",11.3024489795918,7.56980308163265,2.23296083624159
"98",11.5416326530612,7.56980308163265,2.23296083624159
"99",11.7808163265306,7.56980308163265,2.23296083624159
"100",12.02,7.56980308163265,2.23296083624159
"101",0.3,7.65727316326531,1.76949010237615
"102",0.539183673469388,7.65727316326531,1.76949010237615
"103",0.778367346938776,7.65727316326531,1.65993005130733
"104",1.01755102040816,7.65727316326531,1.78179547627208
"105",1.25673469387755,7.65727316326531,1.88864176766441
"106",1.49591836734694,7.65727316326531,1.88395528993158
"107",1.73510204081633,7.65727316326531,1.78786360616788
"108",1.97428571428571,7.65727316326531,1.56164256847742
"109",2.2134693877551,7.65727316326531,1.65567839207634
"110",2.45265306122449,7.65727316326531,1.80277599494573
"111",2.69183673469388,7.65727316326531,1.81359157195313
"112",2.93102040816327,7.65727316326531,1.80674958164384
"113",3.17020408163265,7.65727316326531,1.8234749691039
"114",3.40938775510204,7.65727316326531,1.87202858576868
"115",3.64857142857143,7.65727316326531,1.89050803509649
"116",3.88775510204082,7.65727316326531,2.2827178545841
"117",4.1269387755102,7.65727316326531,2.26794356754104
"118",4.36612244897959,7.65727316326531,2.23603624399697
"119",4.60530612244898,7.65727316326531,2.23296083624159
"120",4.84448979591837,7.65727316326531,2.23296083624159
"121",5.08367346938775,7.65727316326531,2.23296083624159
"122",5.32285714285714,7.65727316326531,2.23296083624159
"123",5.56204081632653,7.65727316326531,2.23296083624159
"124",5.80122448979592,7.65727316326531,2.23296083624159
"125",6.04040816326531,7.65727316326531,2.23296083624159
"126",6.27959183673469,7.65727316326531,2.23296083624159
"127",6.51877551020408,7.65727316326531,2.23296083624159
"128",6.75795918367347,7.65727316326531,2.23296083624159
"129",6.99714285714286,7.65727316326531,2.23296083624159
"130",7.23632653061224,7.65727316326531,2.23296083624159
"131",7.47551020408163,7.65727316326531,2.23296083624159
"132",7.71469387755102,7.65727316326531,2.23296083624159
"133",7.95387755102041,7.65727316326531,2.23296083624159
"134",8.1930612244898,7.65727316326531,2.23296083624159
"135",8.43224489795918,7.65727316326531,2.23296083624159
"136",8.67142857142857,7.65727316326531,2.23296083624159
"137",8.91061224489796,7.65727316326531,2.23296083624159
"138",9.14979591836735,7.65727316326531,2.23296083624159
"139",9.38897959183674,7.65727316326531,2.23296083624159
"140",9.62816326530612,7.65727316326531,2.23296083624159
"141",9.86734693877551,7.65727316326531,2.23296083624159
"142",10.1065306122449,7.65727316326531,2.23296083624159
"143",10.3457142857143,7.65727316326531,2.23296083624159
"144",10.5848979591837,7.65727316326531,2.23296083624159
"145",10.8240816326531,7.65727316326531,2.23296083624159
"146",11.0632653061224,7.65727316326531,2.23296083624159
"147",11.3024489795918,7.65727316326531,2.23296083624159
"148",11.5416326530612,7.65727316326531,2.23296083624159
"149",11.7808163265306,7.65727316326531,2.23296083624159
"150",12.02,7.65727316326531,2.23296083624159
"151",0.3,7.74474324489796,1.76949010237615
"152",0.539183673469388,7.74474324489796,1.76949010237615
"153",0.778367346938776,7.74474324489796,1.65993005130733
"154",1.01755102040816,7.74474324489796,1.78179547627208
"155",1.25673469387755,7.74474324489796,1.88864176766441
"156",1.49591836734694,7.74474324489796,1.88395528993158
"157",1.73510204081633,7.74474324489796,1.78786360616788
"158",1.97428571428571,7.74474324489796,1.56164256847742
"159",2.2134693877551,7.74474324489796,1.65567839207634
"160",2.45265306122449,7.74474324489796,1.80277599494573
"161",2.69183673469388,7.74474324489796,1.81359157195313
"162",2.93102040816327,7.74474324489796,1.80674958164384
"163",3.17020408163265,7.74474324489796,1.8234749691039
"164",3.40938775510204,7.74474324489796,1.87202858576868
"165",3.64857142857143,7.74474324489796,1.89050803509649
"166",3.88775510204082,7.74474324489796,2.2827178545841
"167",4.1269387755102,7.74474324489796,2.26794356754104
"168",4.36612244897959,7.74474324489796,2.23603624399697
"169",4.60530612244898,7.74474324489796,2.23296083624159
"170",4.84448979591837,7.74474324489796,2.23296083624159
"171",5.08367346938775,7.74474324489796,2.23296083624159
"172",5.32285714285714,7.74474324489796,2.23296083624159
"173",5.56204081632653,7.74474324489796,2.23296083624159
"174",5.80122448979592,7.74474324489796,2.23296083624159
"175",6.04040816326531,7.74474324489796,2.23296083624159
"176",6.27959183673469,7.74474324489796,2.23296083624159
"177",6.51877551020408,7.74474324489796,2.23296083624159
"178",6.75795918367347,7.74474324489796,2.23296083624159
