"","TEMP","Max_SWE","Predicted"
"1",5.75,17.6,1.30804557850581
"2",5.90979591836735,17.6,1.30804557850581
"3",6.06959183673469,17.6,1.30804557850581
"4",6.22938775510204,17.6,1.30804557850581
"5",6.38918367346939,17.6,1.30804557850581
"6",6.54897959183673,17.6,1.30804557850581
"7",6.70877551020408,17.6,1.30804557850581
"8",6.86857142857143,17.6,1.30804557850581
"9",7.02836734693878,17.6,1.30804557850581
"10",7.18816326530612,17.6,1.30804557850581
"11",7.34795918367347,17.6,1.30804557850581
"12",7.50775510204082,17.6,1.30804557850581
"13",7.66755102040816,17.6,1.30804557850581
"14",7.82734693877551,17.6,1.30804557850581
"15",7.98714285714286,17.6,1.30962908516051
"16",8.1469387755102,17.6,1.43809553487513
"17",8.30673469387755,17.6,1.43809553487513
"18",8.4665306122449,17.6,1.47013736442653
"19",8.62632653061224,17.6,1.48294501476103
"20",8.78612244897959,17.6,1.50506286911653
"21",8.94591836734694,17.6,1.53066070323529
"22",9.10571428571428,17.6,1.55551043348641
"23",9.26551020408163,17.6,1.51660971494902
"24",9.42530612244898,17.6,1.47440008517001
"25",9.58510204081633,17.6,1.42092987552829
"26",9.74489795918367,17.6,1.15605037785401
"27",9.90469387755102,17.6,1.03832703366269
"28",10.0644897959184,17.6,1.11618748274351
"29",10.2242857142857,17.6,1.09801581699449
"30",10.3840816326531,17.6,1.06671005131613
"31",10.5438775510204,17.6,1.08745545449037
"32",10.7036734693878,17.6,1.09472655955356
"33",10.8634693877551,17.6,0.97155961471368
"34",11.0232653061224,17.6,1.00812914349734
"35",11.1830612244898,17.6,1.00107414036608
"36",11.3428571428571,17.6,0.732432601362615
"37",11.5026530612245,17.6,0.577714961297397
"38",11.6624489795918,17.6,0.568036753615675
"39",11.8222448979592,17.6,0.565376575824142
"40",11.9820408163265,17.6,0.565376575824142
"41",12.1418367346939,17.6,0.565376575824142
"42",12.3016326530612,17.6,0.565376575824142
"43",12.4614285714286,17.6,0.565376575824142
"44",12.6212244897959,17.6,0.565376575824142
"45",12.7810204081633,17.6,0.565376575824142
"46",12.9408163265306,17.6,0.565376575824142
"47",13.100612244898,17.6,0.565376575824142
"48",13.2604081632653,17.6,0.565376575824142
"49",13.4202040816327,17.6,0.565376575824142
"50",13.58,17.6,0.565376575824142
"51",5.75,17.8408163265306,1.30804557850581
"52",5.90979591836735,17.8408163265306,1.30804557850581
"53",6.06959183673469,17.8408163265306,1.30804557850581
"54",6.22938775510204,17.8408163265306,1.30804557850581
"55",6.38918367346939,17.8408163265306,1.30804557850581
"56",6.54897959183673,17.8408163265306,1.30804557850581
"57",6.70877551020408,17.8408163265306,1.30804557850581
"58",6.86857142857143,17.8408163265306,1.30804557850581
"59",7.02836734693878,17.8408163265306,1.30804557850581
"60",7.18816326530612,17.8408163265306,1.30804557850581
"61",7.34795918367347,17.8408163265306,1.30804557850581
"62",7.50775510204082,17.8408163265306,1.30804557850581
"63",7.66755102040816,17.8408163265306,1.30804557850581
"64",7.82734693877551,17.8408163265306,1.30804557850581
"65",7.98714285714286,17.8408163265306,1.30962908516051
"66",8.1469387755102,17.8408163265306,1.43809553487513
"67",8.30673469387755,17.8408163265306,1.43809553487513
"68",8.4665306122449,17.8408163265306,1.47013736442653
"69",8.62632653061224,17.8408163265306,1.48294501476103
