"","site_type_num","NtoP","Predicted"
"1",0,33.2,0.731357173752895
"2",0.0204081632653061,33.2,0.731357173752895
"3",0.0408163265306122,33.2,0.731357173752895
"4",0.0612244897959184,33.2,0.731357173752895
"5",0.0816326530612245,33.2,0.731357173752895
"6",0.102040816326531,33.2,0.731357173752895
"7",0.122448979591837,33.2,0.731357173752895
"8",0.142857142857143,33.2,0.731357173752895
"9",0.163265306122449,33.2,0.731357173752895
"10",0.183673469387755,33.2,0.731357173752895
"11",0.204081632653061,33.2,0.731357173752895
"12",0.224489795918367,33.2,0.731357173752895
"13",0.244897959183673,33.2,0.731357173752895
"14",0.26530612244898,33.2,0.731357173752895
"15",0.285714285714286,33.2,0.731357173752895
"16",0.306122448979592,33.2,0.731357173752895
"17",0.326530612244898,33.2,0.731357173752895
"18",0.346938775510204,33.2,0.731357173752895
"19",0.36734693877551,33.2,0.731357173752895
"20",0.387755102040816,33.2,0.731357173752895
"21",0.408163265306122,33.2,0.731357173752895
"22",0.428571428571429,33.2,0.731357173752895
"23",0.448979591836735,33.2,0.731357173752895
"24",0.469387755102041,33.2,0.731357173752895
"25",0.489795918367347,33.2,0.731357173752895
"26",0.510204081632653,33.2,0.727033475862549
"27",0.530612244897959,33.2,0.727033475862549
"28",0.551020408163265,33.2,0.727033475862549
"29",0.571428571428571,33.2,0.727033475862549
"30",0.591836734693878,33.2,0.727033475862549
"31",0.612244897959184,33.2,0.727033475862549
"32",0.63265306122449,33.2,0.727033475862549
"33",0.653061224489796,33.2,0.727033475862549
"34",0.673469387755102,33.2,0.727033475862549
"35",0.693877551020408,33.2,0.727033475862549
"36",0.714285714285714,33.2,0.727033475862549
"37",0.73469387755102,33.2,0.727033475862549
"38",0.755102040816326,33.2,0.727033475862549
"39",0.775510204081633,33.2,0.727033475862549
"40",0.795918367346939,33.2,0.727033475862549
"41",0.816326530612245,33.2,0.727033475862549
"42",0.836734693877551,33.2,0.727033475862549
"43",0.857142857142857,33.2,0.727033475862549
"44",0.877551020408163,33.2,0.727033475862549
"45",0.897959183673469,33.2,0.727033475862549
"46",0.918367346938775,33.2,0.727033475862549
"47",0.938775510204082,33.2,0.727033475862549
"48",0.959183673469388,33.2,0.727033475862549
"49",0.979591836734694,33.2,0.727033475862549
"50",1,33.2,0.727033475862549
"51",0,66.9122448979592,0.731357173752895
"52",0.0204081632653061,66.9122448979592,0.731357173752895
"53",0.0408163265306122,66.9122448979592,0.731357173752895
"54",0.0612244897959184,66.9122448979592,0.731357173752895
"55",0.0816326530612245,66.9122448979592,0.731357173752895
"56",0.102040816326531,66.9122448979592,0.731357173752895
"57",0.122448979591837,66.9122448979592,0.731357173752895
"58",0.142857142857143,66.9122448979592,0.731357173752895
"59",0.163265306122449,66.9122448979592,0.731357173752895
"60",0.183673469387755,66.9122448979592,0.731357173752895
"61",0.204081632653061,66.9122448979592,0.731357173752895
"62",0.224489795918367,66.9122448979592,0.731357173752895
"63",0.244897959183673,66.9122448979592,0.731357173752895
"64",0.26530612244898,66.9122448979592,0.731357173752895
"65",0.285714285714286,66.9122448979592,0.731357173752895
"66",0.306122448979592,66.9122448979592,0.731357173752895
"67",0.326530612244898,66.9122448979592,0.731357173752895
"68",0.346938775510204,66.9122448979592,0.731357173752895
"69",0.36734693877551,66.9122448979592,0.731357173752895
"70",0.387755102040816,66.9122448979592,0.731357173752895
"71",0.408163265306122,66.9122448979592,0.731357173752895
"72",0.428571428571429,66.9122448979592,0.731357173752895
"73",0.448979591836735,66.9122448979592,0.731357173752895
"74",0.469387755102041,66.9122448979592,0.731357173752895
"75",0.489795918367347,66.9122448979592,0.731357173752895
"76",0.510204081632653,66.9122448979592,0.727033475862549
"77",0.530612244897959,66.9122448979592,0.727033475862549
"78",0.551020408163265,66.9122448979592,0.727033475862549
"79",0.571428571428571,66.9122448979592,0.727033475862549
"80",0.591836734693878,66.9122448979592,0.727033475862549
"81",0.612244897959184,66.9122448979592,0.727033475862549
"82",0.63265306122449,66.9122448979592,0.727033475862549
"83",0.653061224489796,66.9122448979592,0.727033475862549
"84",0.673469387755102,66.9122448979592,0.727033475862549
"85",0.693877551020408,66.9122448979592,0.727033475862549
"86",0.714285714285714,66.9122448979592,0.727033475862549
"87",0.73469387755102,66.9122448979592,0.727033475862549
"88",0.755102040816326,66.9122448979592,0.727033475862549
"89",0.775510204081633,66.9122448979592,0.727033475862549
"90",0.795918367346939,66.9122448979592,0.727033475862549
"91",0.816326530612245,66.9122448979592,0.727033475862549
"92",0.836734693877551,66.9122448979592,0.727033475862549
"93",0.857142857142857,66.9122448979592,0.727033475862549
"94",0.877551020408163,66.9122448979592,0.727033475862549
"95",0.897959183673469,66.9122448979592,0.727033475862549
"96",0.918367346938775,66.9122448979592,0.727033475862549
"97",0.938775510204082,66.9122448979592,0.727033475862549
"98",0.959183673469388,66.9122448979592,0.727033475862549
"99",0.979591836734694,66.9122448979592,0.727033475862549
"100",1,66.9122448979592,0.727033475862549
"101",0,100.624489795918,1.55787656797955
"102",0.0204081632653061,100.624489795918,1.55787656797955
"103",0.0408163265306122,100.624489795918,1.55787656797955
"104",0.0612244897959184,100.624489795918,1.55787656797955
"105",0.0816326530612245,100.624489795918,1.55787656797955
"106",0.102040816326531,100.624489795918,1.55787656797955
"107",0.122448979591837,100.624489795918,1.55787656797955
"108",0.142857142857143,100.624489795918,1.55787656797955
"109",0.163265306122449,100.624489795918,1.55787656797955
"110",0.183673469387755,100.624489795918,1.55787656797955
"111",0.204081632653061,100.624489795918,1.55787656797955
"112",0.224489795918367,100.624489795918,1.55787656797955
"113",0.244897959183673,100.624489795918,1.55787656797955
"114",0.26530612244898,100.624489795918,1.55787656797955
"115",0.285714285714286,100.624489795918,1.55787656797955
"116",0.306122448979592,100.624489795918,1.55787656797955
"117",0.326530612244898,100.624489795918,1.55787656797955
"118",0.346938775510204,100.624489795918,1.55787656797955
"119",0.36734693877551,100.624489795918,1.55787656797955
"120",0.387755102040816,100.624489795918,1.55787656797955
"121",0.408163265306122,100.624489795918,1.55787656797955
"122",0.428571428571429,100.624489795918,1.55787656797955
"123",0.448979591836735,100.624489795918,1.55787656797955
"124",0.469387755102041,100.624489795918,1.55787656797955
"125",0.489795918367347,100.624489795918,1.55787656797955
"126",0.510204081632653,100.624489795918,1.55646105277005
"127",0.530612244897959,100.624489795918,1.55646105277005
"128",0.551020408163265,100.624489795918,1.55646105277005
"129",0.571428571428571,100.624489795918,1.55646105277005
"130",0.591836734693878,100.624489795918,1.55646105277005
"131",0.612244897959184,100.624489795918,1.55646105277005
"132",0.63265306122449,100.624489795918,1.55646105277005
"133",0.653061224489796,100.624489795918,1.55646105277005
"134",0.673469387755102,100.624489795918,1.55646105277005
"135",0.693877551020408,100.624489795918,1.55646105277005
"136",0.714285714285714,100.624489795918,1.55646105277005
"137",0.73469387755102,100.624489795918,1.55646105277005
"138",0.755102040816326,100.624489795918,1.55646105277005
"139",0.775510204081633,100.624489795918,1.55646105277005
"140",0.795918367346939,100.624489795918,1.55646105277005
"141",0.816326530612245,100.624489795918,1.55646105277005
"142",0.836734693877551,100.624489795918,1.55646105277005
"143",0.857142857142857,100.624489795918,1.55646105277005
"144",0.877551020408163,100.624489795918,1.55646105277005
