"","NtoP","tmean_day","Predicted"
"1",33.2,0.905,0.325641712911429
"2",66.9122448979592,0.905,0.325641712911429
"3",100.624489795918,0.905,1.15874142519861
"4",134.336734693878,0.905,1.38095938283661
"5",168.048979591837,0.905,1.3167763110394
"6",201.761224489796,0.905,1.17741545099155
"7",235.473469387755,0.905,1.07671999835639
"8",269.185714285714,0.905,1.40968367106278
"9",302.897959183673,0.905,1.35588744346132
"10",336.610204081633,0.905,1.35233362725969
"11",370.322448979592,0.905,1.36061390915839
"12",404.034693877551,0.905,1.53705032197261
"13",437.74693877551,0.905,1.54678051580346
"14",471.459183673469,0.905,1.57142429119492
"15",505.171428571429,0.905,1.47055720522146
"16",538.883673469388,0.905,1.42361437652663
"17",572.595918367347,0.905,1.41526651344143
"18",606.308163265306,0.905,1.41526651344143
"19",640.020408163265,0.905,1.41526651344143
"20",673.732653061224,0.905,1.41526651344143
"21",707.444897959184,0.905,1.41526651344143
"22",741.157142857143,0.905,1.41526651344143
"23",774.869387755102,0.905,1.41526651344143
"24",808.581632653061,0.905,1.41526651344143
"25",842.29387755102,0.905,1.41526651344143
"26",876.00612244898,0.905,1.41526651344143
"27",909.718367346939,0.905,1.41526651344143
"28",943.430612244898,0.905,1.41526651344143
"29",977.142857142857,0.905,1.41526651344143
"30",1010.85510204082,0.905,1.41526651344143
"31",1044.56734693878,0.905,1.41526651344143
"32",1078.27959183673,0.905,1.41526651344143
"33",1111.99183673469,0.905,1.41526651344143
"34",1145.70408163265,0.905,1.41526651344143
"35",1179.41632653061,0.905,1.41526651344143
"36",1213.12857142857,0.905,1.41526651344143
"37",1246.84081632653,0.905,1.41526651344143
"38",1280.55306122449,0.905,1.41526651344143
"39",1314.26530612245,0.905,1.41526651344143
"40",1347.97755102041,0.905,1.41526651344143
"41",1381.68979591837,0.905,1.41526651344143
"42",1415.40204081633,0.905,1.41526651344143
"43",1449.11428571429,0.905,1.41526651344143
"44",1482.82653061224,0.905,1.41526651344143
"45",1516.5387755102,0.905,1.41526651344143
"46",1550.25102040816,0.905,1.41526651344143
"47",1583.96326530612,0.905,1.41526651344143
"48",1617.67551020408,0.905,1.41526651344143
"49",1651.38775510204,0.905,1.41526651344143
"50",1685.1,0.905,1.41526651344143
"51",33.2,1.15679593877551,0.325641712911429
"52",66.9122448979592,1.15679593877551,0.325641712911429
"53",100.624489795918,1.15679593877551,1.15874142519861
"54",134.336734693878,1.15679593877551,1.38095938283661
"55",168.048979591837,1.15679593877551,1.3167763110394
"56",201.761224489796,1.15679593877551,1.17741545099155
"57",235.473469387755,1.15679593877551,1.07671999835639
"58",269.185714285714,1.15679593877551,1.40968367106278
"59",302.897959183673,1.15679593877551,1.35588744346132
"60",336.610204081633,1.15679593877551,1.35233362725969
"61",370.322448979592,1.15679593877551,1.36061390915839
"62",404.034693877551,1.15679593877551,1.53705032197261
"63",437.74693877551,1.15679593877551,1.54678051580346
"64",471.459183673469,1.15679593877551,1.57142429119492
"65",505.171428571429,1.15679593877551,1.47055720522146
"66",538.883673469388,1.15679593877551,1.42361437652663
"67",572.595918367347,1.15679593877551,1.41526651344143
"68",606.308163265306,1.15679593877551,1.41526651344143
"69",640.020408163265,1.15679593877551,1.41526651344143
"70",673.732653061224,1.15679593877551,1.41526651344143
"71",707.444897959184,1.15679593877551,1.41526651344143
"72",741.157142857143,1.15679593877551,1.41526651344143
"73",774.869387755102,1.15679593877551,1.41526651344143
"74",808.581632653061,1.15679593877551,1.41526651344143
"75",842.29387755102,1.15679593877551,1.41526651344143
"76",876.00612244898,1.15679593877551,1.41526651344143
"77",909.718367346939,1.15679593877551,1.41526651344143
"78",943.430612244898,1.15679593877551,1.41526651344143
"79",977.142857142857,1.15679593877551,1.41526651344143
"80",1010.85510204082,1.15679593877551,1.41526651344143
"81",1044.56734693878,1.15679593877551,1.41526651344143
"82",1078.27959183673,1.15679593877551,1.41526651344143
"83",1111.99183673469,1.15679593877551,1.41526651344143
"84",1145.70408163265,1.15679593877551,1.41526651344143
"85",1179.41632653061,1.15679593877551,1.41526651344143
"86",1213.12857142857,1.15679593877551,1.41526651344143
"87",1246.84081632653,1.15679593877551,1.41526651344143
"88",1280.55306122449,1.15679593877551,1.41526651344143
"89",1314.26530612245,1.15679593877551,1.41526651344143
"90",1347.97755102041,1.15679593877551,1.41526651344143
