"bf","lr","best.iter","best.iter.sd","cv.r.squared","cv.r.squared.sd"
0.5,5e-04,39974.7,28.5308799568312,0.311567360405774,0.0350657639751291
0.6,5e-04,39842.2,345.883667019868,0.300993133982854,0.0392992738040536
0.7,5e-04,39806.3,521.307767915354,0.286624199105967,0.047950058638428
0.5,0.001,33901.7,5881.14019651896,0.325945984974949,0.0573666671497095
0.6,0.001,34596.9,4598.88579380315,0.316661882416613,0.0396070204306617
0.7,0.001,32526.5,6808.86182771312,0.297662815665239,0.0633338217754288
0.5,0.005,7601.4,1366.74277836842,0.338796428775787,0.0465164070973087
0.6,0.005,7036,1494.90460490888,0.325833493057995,0.0271881538638866
0.7,0.005,7885.4,1885.42551636965,0.340342518952458,0.0292412309285819
0.5,0.01,3751.4,687.844006863313,0.339481622384107,0.0319085348145682
0.6,0.01,3712.7,978.903019824856,0.325326698271387,0.0362708816482464
0.7,0.01,4027.2,1228.28324637819,0.335895610890618,0.0441544952949387
0.5,0.05,754.4,285.969384530738,0.313830524587296,0.0501342056495583
0.6,0.05,786.6,194.157553434203,0.332932541739918,0.0353758663066717
0.7,0.05,739.7,165.293711650235,0.317977604767997,0.0460977038007936
0.5,0.1,419.9,97.7882633266613,0.368888474816036,0.0561178710307352
0.6,0.1,375.5,92.4965464820774,0.328506976241346,0.0219207923217246
0.7,0.1,405.1,154.349855127168,0.329176227965663,0.0440685937372104
