"","ppt_percent_normal","tmean_percent_normal","Predicted"
"1",0.23120234,0.855079,0.355002871924868
"2",0.251468498367347,0.855079,0.355002871924868
"3",0.271734656734694,0.855079,0.355002871924868
"4",0.292000815102041,0.855079,0.226616158974807
"5",0.312266973469388,0.855079,0.309796442600623
"6",0.332533131836735,0.855079,0.304964950272248
"7",0.352799290204082,0.855079,0.394352446742935
"8",0.373065448571429,0.855079,0.346028896124268
"9",0.393331606938776,0.855079,0.307465667818657
"10",0.413597765306122,0.855079,0.349266134244657
"11",0.433863923673469,0.855079,0.263399181143005
"12",0.454130082040816,0.855079,0.323930166075214
"13",0.474396240408163,0.855079,0.541475728364791
"14",0.49466239877551,0.855079,0.509272395236536
"15",0.514928557142857,0.855079,0.565276020705075
"16",0.535194715510204,0.855079,0.529362751720975
"17",0.555460873877551,0.855079,0.562898911490977
"18",0.575727032244898,0.855079,0.562898911490977
"19",0.595993190612245,0.855079,0.525348376797292
"20",0.616259348979592,0.855079,0.525348376797292
"21",0.636525507346939,0.855079,0.525348376797292
"22",0.656791665714286,0.855079,0.525348376797292
"23",0.677057824081633,0.855079,0.525348376797292
"24",0.69732398244898,0.855079,0.525348376797292
"25",0.717590140816327,0.855079,0.525348376797292
"26",0.737856299183673,0.855079,0.525348376797292
"27",0.75812245755102,0.855079,0.525348376797292
"28",0.778388615918367,0.855079,0.525348376797292
"29",0.798654774285714,0.855079,0.525348376797292
"30",0.818920932653061,0.855079,0.525348376797292
"31",0.839187091020408,0.855079,0.525348376797292
"32",0.859453249387755,0.855079,0.525348376797292
"33",0.879719407755102,0.855079,0.525348376797292
"34",0.899985566122449,0.855079,0.525348376797292
"35",0.920251724489796,0.855079,0.471730297127079
"36",0.940517882857143,0.855079,0.471730297127079
"37",0.96078404122449,0.855079,0.443404076924998
"38",0.981050199591837,0.855079,0.443404076924998
"39",1.00131635795918,0.855079,0.425693703870588
"40",1.02158251632653,0.855079,-0.00277301463253241
"41",1.04184867469388,0.855079,-0.0946216812524765
"42",1.06211483306122,0.855079,-0.156733444380339
"43",1.08238099142857,0.855079,-0.152563747629187
"44",1.10264714979592,0.855079,-0.0820197468211352
"45",1.12291330816327,0.855079,-0.0501527206964286
"46",1.14317946653061,0.855079,-0.103075169517611
"47",1.16344562489796,0.855079,-0.103075169517611
"48",1.18371178326531,0.855079,-0.103075169517611
"49",1.20397794163265,0.855079,-0.103075169517611
"50",1.2242441,0.855079,-0.103075169517611
"51",0.23120234,0.872565385714286,0.355002871924868
"52",0.251468498367347,0.872565385714286,0.355002871924868
"53",0.271734656734694,0.872565385714286,0.355002871924868
"54",0.292000815102041,0.872565385714286,0.226616158974807
"55",0.312266973469388,0.872565385714286,0.309796442600623
"56",0.332533131836735,0.872565385714286,0.304964950272248
"57",0.352799290204082,0.872565385714286,0.394352446742935
"58",0.373065448571429,0.872565385714286,0.346028896124268
"59",0.393331606938776,0.872565385714286,0.307465667818657
"60",0.413597765306122,0.872565385714286,0.349266134244657
"61",0.433863923673469,0.872565385714286,0.263399181143005
"62",0.454130082040816,0.872565385714286,0.323930166075214
"63",0.474396240408163,0.872565385714286,0.541475728364791
"64",0.49466239877551,0.872565385714286,0.509272395236536
"65",0.514928557142857,0.872565385714286,0.565276020705075
"66",0.535194715510204,0.872565385714286,0.529362751720975
"67",0.555460873877551,0.872565385714286,0.562898911490977
"68",0.575727032244898,0.872565385714286,0.562898911490977
"69",0.595993190612245,0.872565385714286,0.525348376797292
"70",0.616259348979592,0.872565385714286,0.525348376797292
"71",0.636525507346939,0.872565385714286,0.525348376797292
"72",0.656791665714286,0.872565385714286,0.525348376797292
"73",0.677057824081633,0.872565385714286,0.525348376797292
"74",0.69732398244898,0.872565385714286,0.525348376797292
"75",0.717590140816327,0.872565385714286,0.525348376797292
"76",0.737856299183673,0.872565385714286,0.525348376797292
"77",0.75812245755102,0.872565385714286,0.525348376797292
"78",0.778388615918367,0.872565385714286,0.525348376797292
"79",0.798654774285714,0.872565385714286,0.525348376797292
"80",0.818920932653061,0.872565385714286,0.525348376797292
"81",0.839187091020408,0.872565385714286,0.525348376797292
"82",0.859453249387755,0.872565385714286,0.525348376797292
"83",0.879719407755102,0.872565385714286,0.525348376797292
"84",0.899985566122449,0.872565385714286,0.525348376797292
"85",0.920251724489796,0.872565385714286,0.471730297127079
"86",0.940517882857143,0.872565385714286,0.471730297127079
"87",0.96078404122449,0.872565385714286,0.443404076924998
"88",0.981050199591837,0.872565385714286,0.443404076924998
"89",1.00131635795918,0.872565385714286,0.425693703870588
"90",1.02158251632653,0.872565385714286,-0.00277301463253241
"91",1.04184867469388,0.872565385714286,-0.0946216812524765
"92",1.06211483306122,0.872565385714286,-0.156733444380339
"93",1.08238099142857,0.872565385714286,-0.152563747629187
"94",1.10264714979592,0.872565385714286,-0.0820197468211352
"95",1.12291330816327,0.872565385714286,-0.0501527206964286
"96",1.14317946653061,0.872565385714286,-0.103075169517611
