"","Max_SWE","tmean_month","Predicted"
"1",4.5,2.403333,0.202568480499602
"2",4.8530612244898,2.403333,0.202568480499602
"3",5.20612244897959,2.403333,0.202568480499602
"4",5.55918367346939,2.403333,0.202568480499602
"5",5.91224489795918,2.403333,0.202568480499602
"6",6.26530612244898,2.403333,0.202568480499602
"7",6.61836734693878,2.403333,0.202568480499602
"8",6.97142857142857,2.403333,0.202568480499602
"9",7.32448979591837,2.403333,0.202568480499602
"10",7.67755102040816,2.403333,0.202568480499602
"11",8.03061224489796,2.403333,0.202568480499602
"12",8.38367346938776,2.403333,0.202568480499602
"13",8.73673469387755,2.403333,0.202568480499602
"14",9.08979591836735,2.403333,0.202568480499602
"15",9.44285714285714,2.403333,0.202568480499602
"16",9.79591836734694,2.403333,0.447283888048106
"17",10.1489795918367,2.403333,0.447283888048106
"18",10.5020408163265,2.403333,0.447283888048106
"19",10.8551020408163,2.403333,0.447283888048106
"20",11.2081632653061,2.403333,0.447283888048106
"21",11.5612244897959,2.403333,0.447283888048106
"22",11.9142857142857,2.403333,0.447283888048106
"23",12.2673469387755,2.403333,0.447283888048106
"24",12.6204081632653,2.403333,0.447283888048106
"25",12.9734693877551,2.403333,0.447283888048106
"26",13.3265306122449,2.403333,0.447283888048106
"27",13.6795918367347,2.403333,0.447283888048106
"28",14.0326530612245,2.403333,0.447283888048106
"29",14.3857142857143,2.403333,0.447283888048106
"30",14.7387755102041,2.403333,0.447283888048106
"31",15.0918367346939,2.403333,0.447283888048106
"32",15.4448979591837,2.403333,0.447283888048106
"33",15.7979591836735,2.403333,0.447283888048106
"34",16.1510204081633,2.403333,0.446105910524999
"35",16.5040816326531,2.403333,0.446105910524999
"36",16.8571428571429,2.403333,0.446105910524999
"37",17.2102040816327,2.403333,0.446105910524999
"38",17.5632653061224,2.403333,0.446105910524999
"39",17.9163265306122,2.403333,0.238822545011739
"40",18.269387755102,2.403333,0.238822545011739
"41",18.6224489795918,2.403333,0.238822545011739
"42",18.9755102040816,2.403333,0.238822545011739
"43",19.3285714285714,2.403333,0.238822545011739
"44",19.6816326530612,2.403333,0.238822545011739
"45",20.034693877551,2.403333,0.511538305005623
"46",20.3877551020408,2.403333,0.511538305005623
"47",20.7408163265306,2.403333,0.511538305005623
"48",21.0938775510204,2.403333,0.511538305005623
"49",21.4469387755102,2.403333,0.511538305005623
"50",21.8,2.403333,0.511538305005623
"51",4.5,2.64973506122449,0.202568480499602
"52",4.8530612244898,2.64973506122449,0.202568480499602
"53",5.20612244897959,2.64973506122449,0.202568480499602
"54",5.55918367346939,2.64973506122449,0.202568480499602
"55",5.91224489795918,2.64973506122449,0.202568480499602
