"n.trees","cv.r.squared"
250,0.27994770645847
368,0.308704066745424
344,0.353413247537561
408,0.349782605273805
368,0.373723139996129
282,0.279231157265894
406,0.326711109180153
335,0.312680327169987
232,0.127380463763104
400,0.361667599939866
345,0.377533640670737
362,0.250289543482903
325,0.348204328585354
352,0.369926373800356
381,0.336128810852487
357,0.323026483722639
296,0.363194907803127
297,0.298948680195251
407,0.359709075389013
249,0.319638170587476
413,0.302331292555358
354,0.263261038711286
272,0.362903817186336
243,0.370314783159533
414,0.378471142408335
394,0.284939715686096
352,0.339769256405254
412,0.375757213633652
260,0.363585410909664
284,0.33960660907639
345,0.349446751514733
304,0.324753981730906
323,0.353833943197692
418,0.359337361242814
366,0.370323058712659
415,0.324896061040234
327,0.245102419885234
296,0.261030579586969
303,0.365749807478745
365,0.326557367164015
155,0.310071360660328
339,0.278076209292981
395,0.388759930464755
285,0.250147014685368
358,0.35975484329706
390,0.337107899523726
308,0.21226995660768
363,0.260339289012917
250,0.308131221314764
187,0.201938382638035
416,0.331183450102152
302,0.292420475918942
319,0.321654697639034
374,0.391883703089326
419,0.340027861634519
411,0.349870514508908
271,0.222048400814705
408,0.243160876959324
204,0.366693779178818
403,0.254171112590233
415,0.342248582869447
292,0.291110809521519
337,0.345607582887527
288,0.333064350991219
402,0.354374486919282
371,0.313991778396212
410,0.346157331971246
278,0.358165415417418
391,0.331742456867832
393,0.372941940142562
327,0.332760318938852
371,0.355814445446371
313,0.297862685032454
327,0.283829832590946
341,0.337975558230698
341,0.369805572638566
397,0.300398247915684
354,0.347819246523859
378,0.304099847345103
413,0.320938041259177
251,0.2723847768258
380,0.312573823708129
277,0.348682960632412
404,0.369454696299686
418,0.397798340576117
383,0.296562195604425
370,0.250646051328187
370,0.343176700600423
285,0.279424603529115
351,0.361353351156546
371,0.368164972652017
393,0.335575151195003
323,0.327593438609642
235,0.334398805195401
378,0.321587561463088
244,0.283415925620419
341,0.322412005408963
313,0.319359463878002
406,0.315977123231672
336,0.357489219755896
