"","TDN","ppt_week","Predicted"
"1",0.04,0,1.99238009327821
"2",0.0500612244897959,0,1.99238009327821
"3",0.0601224489795918,0,1.99238009327821
"4",0.0701836734693878,0,1.99238009327821
"5",0.0802448979591837,0,1.99238009327821
"6",0.0903061224489796,0,1.99238009327821
"7",0.100367346938776,0,1.99238009327821
"8",0.110428571428571,0,1.99238009327821
"9",0.120489795918367,0,1.97757564482565
"10",0.130551020408163,0,1.83433308626642
"11",0.140612244897959,0,1.78352476385541
"12",0.150673469387755,0,1.78352476385541
"13",0.160734693877551,0,1.78352476385541
"14",0.170795918367347,0,1.78352476385541
"15",0.180857142857143,0,1.67166251299946
"16",0.190918367346939,0,1.67166251299946
"17",0.200979591836735,0,1.67815025560321
"18",0.211040816326531,0,1.69062335872079
"19",0.221102040816327,0,1.69062335872079
"20",0.231163265306122,0,1.69062335872079
"21",0.241224489795918,0,1.69062335872079
"22",0.251285714285714,0,1.69062335872079
"23",0.26134693877551,0,1.66418042397746
"24",0.271408163265306,0,1.66418042397746
"25",0.281469387755102,0,1.66418042397746
"26",0.291530612244898,0,1.66418042397746
"27",0.301591836734694,0,1.63577203113244
"28",0.31165306122449,0,1.63577203113244
"29",0.321714285714286,0,1.63577203113244
"30",0.331775510204082,0,1.63577203113244
"31",0.341836734693878,0,1.63577203113244
"32",0.351897959183674,0,1.63577203113244
"33",0.361959183673469,0,1.63577203113244
"34",0.372020408163265,0,1.63577203113244
"35",0.382081632653061,0,1.63577203113244
"36",0.392142857142857,0,1.63577203113244
"37",0.402204081632653,0,1.63577203113244
"38",0.412265306122449,0,1.63577203113244
"39",0.422326530612245,0,1.63577203113244
"40",0.432387755102041,0,1.63577203113244
"41",0.442448979591837,0,1.63577203113244
"42",0.452510204081633,0,1.63577203113244
"43",0.462571428571429,0,1.63577203113244
"44",0.472632653061225,0,1.63577203113244
"45",0.48269387755102,0,1.63577203113244
"46",0.492755102040816,0,1.63577203113244
"47",0.502816326530612,0,1.63577203113244
"48",0.512877551020408,0,1.63577203113244
"49",0.522938775510204,0,1.63577203113244
"50",0.533,0,1.63577203113244
"51",0.04,0.551857142857143,1.82287369482574
"52",0.0500612244897959,0.551857142857143,1.82287369482574
"53",0.0601224489795918,0.551857142857143,1.82287369482574
"54",0.0701836734693878,0.551857142857143,1.82287369482574
"55",0.0802448979591837,0.551857142857143,1.82287369482574
"56",0.0903061224489796,0.551857142857143,1.82287369482574
"57",0.100367346938776,0.551857142857143,1.82287369482574
"58",0.110428571428571,0.551857142857143,1.82287369482574
"59",0.120489795918367,0.551857142857143,1.80806924637317
"60",0.130551020408163,0.551857142857143,1.66482668781394
"61",0.140612244897959,0.551857142857143,1.61401836540294
"62",0.150673469387755,0.551857142857143,1.61401836540294
"63",0.160734693877551,0.551857142857143,1.61401836540294
"64",0.170795918367347,0.551857142857143,1.61401836540294
"65",0.180857142857143,0.551857142857143,1.50215611454698
"66",0.190918367346939,0.551857142857143,1.50215611454698
"67",0.200979591836735,0.551857142857143,1.50864385715073
"68",0.211040816326531,0.551857142857143,1.52111696026831
"69",0.221102040816327,0.551857142857143,1.52111696026831
"70",0.231163265306122,0.551857142857143,1.52111696026831
"71",0.241224489795918,0.551857142857143,1.52111696026831
"72",0.251285714285714,0.551857142857143,1.52111696026831
"73",0.26134693877551,0.551857142857143,1.49467402552499
"74",0.271408163265306,0.551857142857143,1.49467402552499
"75",0.281469387755102,0.551857142857143,1.49467402552499
