"","TDP_P","TDN","Predicted"
"1",0.31,0.04,1.46347768720192
"2",0.564897959183673,0.04,1.46347768720192
"3",0.819795918367347,0.04,1.46347768720192
"4",1.07469387755102,0.04,1.46347768720192
"5",1.32959183673469,0.04,1.43556423469812
"6",1.58448979591837,0.04,1.39409058731988
"7",1.83938775510204,0.04,1.331162251161
"8",2.09428571428571,0.04,1.35127304284786
"9",2.34918367346939,0.04,1.60487354198758
"10",2.60408163265306,0.04,1.59939963997759
"11",2.85897959183673,0.04,1.60025772507311
"12",3.11387755102041,0.04,1.56913677079386
"13",3.36877551020408,0.04,1.58694410897152
"14",3.62367346938776,0.04,1.62645889101701
"15",3.87857142857143,0.04,1.55197398072885
"16",4.1334693877551,0.04,1.55197398072885
"17",4.38836734693878,0.04,1.55310611801069
"18",4.64326530612245,0.04,1.57731159089646
"19",4.89816326530612,0.04,1.64059015623238
"20",5.1530612244898,0.04,1.64510645995814
"21",5.40795918367347,0.04,1.64510645995814
"22",5.66285714285714,0.04,1.64510645995814
"23",5.91775510204082,0.04,1.64510645995814
"24",6.17265306122449,0.04,1.64510645995814
"25",6.42755102040816,0.04,1.64510645995814
"26",6.68244897959184,0.04,1.64510645995814
"27",6.93734693877551,0.04,1.67027834455098
"28",7.19224489795918,0.04,1.67935237110705
"29",7.44714285714286,0.04,1.71467637872411
"30",7.70204081632653,0.04,1.72741366750995
"31",7.9569387755102,0.04,1.72741366750995
"32",8.21183673469388,0.04,1.72741366750995
"33",8.46673469387755,0.04,1.72741366750995
"34",8.72163265306122,0.04,1.72741366750995
"35",8.9765306122449,0.04,1.72741366750995
"36",9.23142857142857,0.04,1.72741366750995
"37",9.48632653061225,0.04,1.72741366750995
"38",9.74122448979592,0.04,1.72741366750995
"39",9.99612244897959,0.04,1.72741366750995
"40",10.2510204081633,0.04,1.72741366750995
"41",10.5059183673469,0.04,1.72741366750995
"42",10.7608163265306,0.04,1.72741366750995
"43",11.0157142857143,0.04,1.72741366750995
"44",11.270612244898,0.04,1.72741366750995
"45",11.5255102040816,0.04,1.72741366750995
"46",11.7804081632653,0.04,1.72741366750995
"47",12.035306122449,0.04,1.72741366750995
"48",12.2902040816327,0.04,1.72741366750995
"49",12.5451020408163,0.04,1.72741366750995
"50",12.8,0.04,1.72741366750995
"51",0.31,0.0500612244897959,1.46347768720192
"52",0.564897959183673,0.0500612244897959,1.46347768720192
"53",0.819795918367347,0.0500612244897959,1.46347768720192
"54",1.07469387755102,0.0500612244897959,1.46347768720192
"55",1.32959183673469,0.0500612244897959,1.43556423469812
"56",1.58448979591837,0.0500612244897959,1.39409058731988
"57",1.83938775510204,0.0500612244897959,1.331162251161
"58",2.09428571428571,0.0500612244897959,1.35127304284786
"59",2.34918367346939,0.0500612244897959,1.60487354198758
"60",2.60408163265306,0.0500612244897959,1.59939963997759
"61",2.85897959183673,0.0500612244897959,1.60025772507311
"62",3.11387755102041,0.0500612244897959,1.56913677079386
"63",3.36877551020408,0.0500612244897959,1.58694410897152
"64",3.62367346938776,0.0500612244897959,1.62645889101701
"65",3.87857142857143,0.0500612244897959,1.55197398072885
"66",4.1334693877551,0.0500612244897959,1.55197398072885
"67",4.38836734693878,0.0500612244897959,1.55310611801069
"68",4.64326530612245,0.0500612244897959,1.57731159089646
"69",4.89816326530612,0.0500612244897959,1.64059015623238
"70",5.1530612244898,0.0500612244897959,1.64510645995814
"71",5.40795918367347,0.0500612244897959,1.64510645995814
"72",5.66285714285714,0.0500612244897959,1.64510645995814
"73",5.91775510204082,0.0500612244897959,1.64510645995814
"74",6.17265306122449,0.0500612244897959,1.64510645995814
"75",6.42755102040816,0.0500612244897959,1.64510645995814
"76",6.68244897959184,0.0500612244897959,1.64510645995814
"77",6.93734693877551,0.0500612244897959,1.67027834455098
