"","ppt_percent_normal","rglac_km2","Predicted"
"1",0.23120234,0,1.10692863185474
"2",0.251468498367347,0,1.10692863185474
"3",0.271734656734694,0,1.10692863185474
"4",0.292000815102041,0,1.10692863185474
"5",0.312266973469388,0,1.10692863185474
"6",0.332533131836735,0,1.10692863185474
"7",0.352799290204082,0,1.10692863185474
"8",0.373065448571429,0,1.10692863185474
"9",0.393331606938776,0,1.10692863185474
"10",0.413597765306122,0,1.10692863185474
"11",0.433863923673469,0,1.10692863185474
"12",0.454130082040816,0,1.12952081195359
"13",0.474396240408163,0,1.18912927087221
"14",0.49466239877551,0,1.18912927087221
"15",0.514928557142857,0,1.18912927087221
"16",0.535194715510204,0,1.18912927087221
"17",0.555460873877551,0,1.22391653891815
"18",0.575727032244898,0,1.22391653891815
"19",0.595993190612245,0,1.22391653891815
"20",0.616259348979592,0,1.22391653891815
"21",0.636525507346939,0,1.22391653891815
"22",0.656791665714286,0,1.22391653891815
"23",0.677057824081633,0,1.22391653891815
"24",0.69732398244898,0,1.22391653891815
"25",0.717590140816327,0,1.22391653891815
"26",0.737856299183673,0,1.22391653891815
"27",0.75812245755102,0,1.22391653891815
"28",0.778388615918367,0,1.22391653891815
"29",0.798654774285714,0,1.22391653891815
"30",0.818920932653061,0,1.22391653891815
"31",0.839187091020408,0,1.22391653891815
"32",0.859453249387755,0,1.22391653891815
"33",0.879719407755102,0,1.22391653891815
"34",0.899985566122449,0,1.22391653891815
"35",0.920251724489796,0,1.22391653891815
"36",0.940517882857143,0,1.22391653891815
"37",0.96078404122449,0,1.22391653891815
"38",0.981050199591837,0,1.22391653891815
"39",1.00131635795918,0,1.22391653891815
"40",1.02158251632653,0,1.16593315971085
"41",1.04184867469388,0,1.16593315971085
"42",1.06211483306122,0,1.14570030117476
"43",1.08238099142857,0,1.14570030117476
"44",1.10264714979592,0,1.14570030117476
"45",1.12291330816327,0,1.14570030117476
"46",1.14317946653061,0,1.14570030117476
