"","tmean_day","max_depth_m","Predicted"
"1",5.619,1.8,0.934069781413989
"2",5.83942857142857,1.8,0.934069781413989
"3",6.05985714285714,1.8,0.934069781413989
"4",6.28028571428571,1.8,0.934069781413989
"5",6.50071428571429,1.8,0.934069781413989
"6",6.72114285714286,1.8,0.934069781413989
"7",6.94157142857143,1.8,0.934069781413989
"8",7.162,1.8,0.934069781413989
"9",7.38242857142857,1.8,0.934069781413989
"10",7.60285714285714,1.8,0.934069781413989
"11",7.82328571428571,1.8,0.934069781413989
"12",8.04371428571429,1.8,0.934069781413989
"13",8.26414285714286,1.8,0.934069781413989
"14",8.48457142857143,1.8,0.934069781413989
"15",8.705,1.8,0.934069781413989
"16",8.92542857142857,1.8,0.934069781413989
"17",9.14585714285714,1.8,0.934069781413989
"18",9.36628571428571,1.8,0.913328643109369
"19",9.58671428571429,1.8,0.913328643109369
"20",9.80714285714286,1.8,0.913328643109369
"21",10.0275714285714,1.8,0.913328643109369
"22",10.248,1.8,0.913328643109369
"23",10.4684285714286,1.8,0.913328643109369
"24",10.6888571428571,1.8,0.913328643109369
"25",10.9092857142857,1.8,0.913328643109369
"26",11.1297142857143,1.8,0.966481505308482
"27",11.3501428571429,1.8,0.983586132492512
"28",11.5705714285714,1.8,1.03975869596405
"29",11.791,1.8,1.03975869596405
"30",12.0114285714286,1.8,1.09077922682838
"31",12.2318571428571,1.8,1.0614848495336
"32",12.4522857142857,1.8,1.05330467247147
"33",12.6727142857143,1.8,1.12138264259049
"34",12.8931428571429,1.8,1.12138264259049
"35",13.1135714285714,1.8,1.12138264259049
"36",13.334,1.8,1.00512401867549
"37",13.5544285714286,1.8,1.00512401867549
"38",13.7748571428571,1.8,1.00512401867549
"39",13.9952857142857,1.8,1.00512401867549
"40",14.2157142857143,1.8,1.00512401867549
"41",14.4361428571429,1.8,1.00512401867549
"42",14.6565714285714,1.8,1.00512401867549
"43",14.877,1.8,1.00512401867549
"44",15.0974285714286,1.8,1.00512401867549
"45",15.3178571428571,1.8,1.00512401867549
"46",15.5382857142857,1.8,1.00512401867549
"47",15.7587142857143,1.8,1.00512401867549
"48",15.9791428571429,1.8,1.00512401867549
"49",16.1995714285714,1.8,1.00512401867549
"50",16.42,1.8,1.00512401867549
"51",5.619,2.62040816326531,0.934069781413989
"52",5.83942857142857,2.62040816326531,0.934069781413989
"53",6.05985714285714,2.62040816326531,0.934069781413989
"54",6.28028571428571,2.62040816326531,0.934069781413989
