"bf","lr","best.iter","best.iter.sd","cv.r.squared","cv.r.squared.sd"
0.5,5e-04,22508.2,6942.21418088878,0.204965969472705,0.02835626661954
0.6,5e-04,20197.2,6064.43128779974,0.198310346886825,0.0161255002176797
0.7,5e-04,24395,10641.7359277308,0.203996866138416,0.0261305431985563
0.5,0.001,15290.1,11562.6767897596,0.196577989888851,0.0245669862722551
0.6,0.001,12478.2,6609.3737104543,0.201800748267725,0.0273314933538378
0.7,0.001,10312.8,3048.8753409158,0.203171728889589,0.0325407295812659
0.5,0.005,4461.5,4353.40939826349,0.204055568262936,0.0181509467899714
0.6,0.005,2734,1592.85725104989,0.197367431372485,0.0146370581488062
0.7,0.005,2088.2,998.290405309664,0.197136494072878,0.0260318026437906
0.5,0.01,1268.1,693.100353484255,0.208775376476871,0.0310127993976852
0.6,0.01,1056.3,379.582826563877,0.188536208805872,0.0253911797242201
0.7,0.01,930.4,218.191149632101,0.202577288088693,0.0236536910872194
0.5,0.05,431.8,315.143283109269,0.213297096399475,0.0479463831605016
0.6,0.05,189.1,79.1334316202703,0.202240917254153,0.0165900439502449
0.7,0.05,171.4,59.0690744430244,0.176040217841433,0.0271377932512766
0.5,0.1,187.8,172.298707030681,0.187372072265932,0.0353835819165687
0.6,0.1,169.8,100.975024414731,0.205027952755957,0.0318854858237787
0.7,0.1,104.8,62.073075215158,0.186415970324697,0.0342125983084352
