"","TEMP","tmean_month","Predicted"
"1",2.56,2.403333,1.1951970483226
"2",2.89551020408163,2.403333,1.1951970483226
"3",3.23102040816327,2.403333,1.1951970483226
"4",3.5665306122449,2.403333,1.1951970483226
"5",3.90204081632653,2.403333,1.1951970483226
"6",4.23755102040816,2.403333,1.1951970483226
"7",4.5730612244898,2.403333,1.2326015861716
"8",4.90857142857143,2.403333,1.2326015861716
"9",5.24408163265306,2.403333,1.25798545593113
"10",5.57959183673469,2.403333,1.4926770134243
"11",5.91510204081633,2.403333,1.4926770134243
"12",6.25061224489796,2.403333,1.52067433856647
"13",6.58612244897959,2.403333,1.52067433856647
"14",6.92163265306123,2.403333,1.54225689619699
"15",7.25714285714286,2.403333,1.54067269520114
"16",7.59265306122449,2.403333,1.52601096531058
"17",7.92816326530612,2.403333,1.48430983010212
"18",8.26367346938776,2.403333,1.4654659036259
"19",8.59918367346939,2.403333,1.44569494296128
"20",8.93469387755102,2.403333,1.45190088101226
"21",9.27020408163265,2.403333,1.43597324905561
"22",9.60571428571429,2.403333,1.43597324905561
"23",9.94122448979592,2.403333,1.45218683794284
"24",10.2767346938776,2.403333,1.45218683794284
"25",10.6122448979592,2.403333,1.45218683794284
"26",10.9477551020408,2.403333,1.34029716679173
"27",11.2832653061225,2.403333,1.21254175009485
"28",11.6187755102041,2.403333,1.18029392354084
"29",11.9542857142857,2.403333,1.18955488488128
"30",12.2897959183673,2.403333,1.167500640311
"31",12.625306122449,2.403333,1.14647534939939
"32",12.9608163265306,2.403333,1.14647534939939
"33",13.2963265306122,2.403333,1.14647534939939
"34",13.6318367346939,2.403333,1.14647534939939
"35",13.9673469387755,2.403333,1.14647534939939
"36",14.3028571428571,2.403333,1.14647534939939
"37",14.6383673469388,2.403333,1.14647534939939
"38",14.9738775510204,2.403333,1.14647534939939
"39",15.309387755102,2.403333,1.14647534939939
"40",15.6448979591837,2.403333,1.14647534939939
"41",15.9804081632653,2.403333,1.14647534939939
