"","NtoP","tmean_month","Predicted"
"1",18.1,2.403333,1.34995334370751
"2",44.0040816326531,2.403333,1.34995334370751
"3",69.9081632653061,2.403333,1.25227085912434
"4",95.8122448979592,2.403333,1.42555011630245
"5",121.716326530612,2.403333,1.48214112429488
"6",147.620408163265,2.403333,1.42149931210274
"7",173.524489795918,2.403333,1.46224823922916
"8",199.428571428571,2.403333,1.49142725664376
"9",225.332653061225,2.403333,1.5595506163052
"10",251.236734693878,2.403333,1.77542722117185
"11",277.140816326531,2.403333,1.77542722117185
"12",303.044897959184,2.403333,1.77542722117185
"13",328.948979591837,2.403333,1.77542722117185
"14",354.85306122449,2.403333,1.77542722117185
"15",380.757142857143,2.403333,1.77542722117185
"16",406.661224489796,2.403333,1.77542722117185
"17",432.565306122449,2.403333,1.77542722117185
"18",458.469387755102,2.403333,1.77542722117185
"19",484.373469387755,2.403333,1.77542722117185
"20",510.277551020408,2.403333,1.77542722117185
"21",536.181632653061,2.403333,1.77542722117185
"22",562.085714285714,2.403333,1.77542722117185
"23",587.989795918367,2.403333,1.77542722117185
"24",613.893877551021,2.403333,1.77542722117185
"25",639.797959183674,2.403333,1.77542722117185
"26",665.702040816327,2.403333,1.77542722117185
"27",691.60612244898,2.403333,1.77542722117185
"28",717.510204081633,2.403333,1.77542722117185
"29",743.414285714286,2.403333,1.77542722117185
"30",769.318367346939,2.403333,1.77542722117185
"31",795.222448979592,2.403333,1.77542722117185
"32",821.126530612245,2.403333,1.77542722117185
"33",847.030612244898,2.403333,1.77542722117185
"34",872.934693877551,2.403333,1.77542722117185
"35",898.838775510204,2.403333,1.77542722117185
"36",924.742857142857,2.403333,1.77542722117185
"37",950.64693877551,2.403333,1.77542722117185
"38",976.551020408163,2.403333,1.77542722117185
"39",1002.45510204082,2.403333,1.77542722117185
"40",1028.35918367347,2.403333,1.77542722117185
"41",1054.26326530612,2.403333,1.77542722117185
"42",1080.16734693878,2.403333,1.77542722117185
"43",1106.07142857143,2.403333,1.77542722117185
"44",1131.97551020408,2.403333,1.77542722117185
"45",1157.87959183673,2.403333,1.77542722117185
"46",1183.78367346939,2.403333,1.77542722117185
"47",1209.68775510204,2.403333,1.77542722117185
"48",1235.59183673469,2.403333,1.77542722117185
"49",1261.49591836735,2.403333,1.77542722117185
"50",1287.4,2.403333,1.77542722117185
"51",18.1,2.64973506122449,1.34995334370751
"52",44.0040816326531,2.64973506122449,1.34995334370751
"53",69.9081632653061,2.64973506122449,1.25227085912434
"54",95.8122448979592,2.64973506122449,1.42555011630245
"55",121.716326530612,2.64973506122449,1.48214112429488
"56",147.620408163265,2.64973506122449,1.42149931210274
"57",173.524489795918,2.64973506122449,1.46224823922916
"58",199.428571428571,2.64973506122449,1.49142725664376
"59",225.332653061225,2.64973506122449,1.5595506163052
"60",251.236734693878,2.64973506122449,1.77542722117185
