"","TDP_P","NO3_N","Predicted"
"1",0.31,0.002,1.43135609060597
"2",0.564897959183673,0.002,1.43135609060597
"3",0.819795918367347,0.002,1.43135609060597
"4",1.07469387755102,0.002,1.43135609060597
"5",1.32959183673469,0.002,1.40344263810218
"6",1.58448979591837,0.002,1.36196899072394
"7",1.83938775510204,0.002,1.29904065456506
"8",2.09428571428571,0.002,1.31915144625192
"9",2.34918367346939,0.002,1.60478596565249
"10",2.60408163265306,0.002,1.5993120636425
"11",2.85897959183673,0.002,1.60017014873802
"12",3.11387755102041,0.002,1.56220686787332
"13",3.36877551020408,0.002,1.58001420605097
"14",3.62367346938776,0.002,1.61952898809646
"15",3.87857142857143,0.002,1.54504407780831
"16",4.1334693877551,0.002,1.54504407780831
"17",4.38836734693878,0.002,1.56325477876117
"18",4.64326530612245,0.002,1.59710198692566
"19",4.89816326530612,0.002,1.63732209698073
"20",5.1530612244898,0.002,1.64183840070648
"21",5.40795918367347,0.002,1.64183840070648
"22",5.66285714285714,0.002,1.64183840070648
"23",5.91775510204082,0.002,1.64183840070648
"24",6.17265306122449,0.002,1.64183840070648
"25",6.42755102040816,0.002,1.64183840070648
"26",6.68244897959184,0.002,1.64183840070648
"27",6.93734693877551,0.002,1.66701028529933
"28",7.19224489795918,0.002,1.6760843118554
"29",7.44714285714286,0.002,1.71140831947246
"30",7.70204081632653,0.002,1.7241456082583
"31",7.9569387755102,0.002,1.7241456082583
"32",8.21183673469388,0.002,1.7241456082583
"33",8.46673469387755,0.002,1.7241456082583
"34",8.72163265306122,0.002,1.7241456082583
"35",8.9765306122449,0.002,1.7241456082583
"36",9.23142857142857,0.002,1.7241456082583
"37",9.48632653061225,0.002,1.7241456082583
"38",9.74122448979592,0.002,1.7241456082583
"39",9.99612244897959,0.002,1.7241456082583
"40",10.2510204081633,0.002,1.7241456082583
"41",10.5059183673469,0.002,1.7241456082583
"42",10.7608163265306,0.002,1.7241456082583
"43",11.0157142857143,0.002,1.7241456082583
"44",11.270612244898,0.002,1.7241456082583
"45",11.5255102040816,0.002,1.7241456082583
"46",11.7804081632653,0.002,1.7241456082583
"47",12.035306122449,0.002,1.7241456082583
"48",12.2902040816327,0.002,1.7241456082583
"49",12.5451020408163,0.002,1.7241456082583
"50",12.8,0.002,1.7241456082583
"51",0.31,0.0100612244897959,1.43135609060597
"52",0.564897959183673,0.0100612244897959,1.43135609060597
"53",0.819795918367347,0.0100612244897959,1.43135609060597
"54",1.07469387755102,0.0100612244897959,1.43135609060597
"55",1.32959183673469,0.0100612244897959,1.40344263810218
"56",1.58448979591837,0.0100612244897959,1.36196899072394
"57",1.83938775510204,0.0100612244897959,1.29904065456506
"58",2.09428571428571,0.0100612244897959,1.31915144625192
"59",2.34918367346939,0.0100612244897959,1.60478596565249
"60",2.60408163265306,0.0100612244897959,1.5993120636425
"61",2.85897959183673,0.0100612244897959,1.60017014873802
"62",3.11387755102041,0.0100612244897959,1.56220686787332
"63",3.36877551020408,0.0100612244897959,1.58001420605097
"64",3.62367346938776,0.0100612244897959,1.61952898809646
"65",3.87857142857143,0.0100612244897959,1.54504407780831
"66",4.1334693877551,0.0100612244897959,1.54504407780831
"67",4.38836734693878,0.0100612244897959,1.56325477876117
"68",4.64326530612245,0.0100612244897959,1.59710198692566
"69",4.89816326530612,0.0100612244897959,1.63732209698073
"70",5.1530612244898,0.0100612244897959,1.64183840070648
"71",5.40795918367347,0.0100612244897959,1.64183840070648
"72",5.66285714285714,0.0100612244897959,1.64183840070648
"73",5.91775510204082,0.0100612244897959,1.64183840070648
"74",6.17265306122449,0.0100612244897959,1.64183840070648
"75",6.42755102040816,0.0100612244897959,1.64183840070648
"76",6.68244897959184,0.0100612244897959,1.64183840070648
"77",6.93734693877551,0.0100612244897959,1.66701028529933
"78",7.19224489795918,0.0100612244897959,1.6760843118554
