"var","rel.inf"
"NtoTP",25.5145894285924
"TEMP",18.4632397862304
"Ordinal_date",14.656603116018
"ppt_month",8.89508899150794
"tmean_week",6.29386392851027
"ppt_percent_normal",6.28889348105366
"NtoP",5.29682395715481
"ppt_week",4.82951771262441
"NO3_N",3.70370891256066
"tmean_percent_normal",3.10006332221734
"TDN",1.59917101270293
"ppt_day",1.31693043176912
"site_type_num",0.04150591905805
