"","TEMP","ppt_month","Predicted"
"1",3.2,8.84999991394579,1.71903676574466
"2",3.42857142857143,8.84999991394579,1.71903676574466
"3",3.65714285714286,8.84999991394579,1.71903676574466
"4",3.88571428571429,8.84999991394579,1.71903676574466
"5",4.11428571428571,8.84999991394579,1.71903676574466
"6",4.34285714285714,8.84999991394579,1.71903676574466
"7",4.57142857142857,8.84999991394579,1.71903676574466
"8",4.8,8.84999991394579,1.71903676574466
"9",5.02857142857143,8.84999991394579,1.71903676574466
"10",5.25714285714286,8.84999991394579,1.71903676574466
"11",5.48571428571429,8.84999991394579,1.71903676574466
"12",5.71428571428571,8.84999991394579,1.71903676574466
"13",5.94285714285714,8.84999991394579,1.71955234498737
"14",6.17142857142857,8.84999991394579,1.72164898736231
"15",6.4,8.84999991394579,1.71342338714861
"16",6.62857142857143,8.84999991394579,1.7124425420637
"17",6.85714285714286,8.84999991394579,1.70892041827218
"18",7.08571428571429,8.84999991394579,1.70837311148442
"19",7.31428571428571,8.84999991394579,1.69908574351263
"20",7.54285714285714,8.84999991394579,1.69968248123642
"21",7.77142857142857,8.84999991394579,1.69770839603052
"22",8,8.84999991394579,1.69346884057255
"23",8.22857142857143,8.84999991394579,1.68901191145546
"24",8.45714285714286,8.84999991394579,1.66945654461444
"25",8.68571428571429,8.84999991394579,1.684075581982
"26",8.91428571428571,8.84999991394579,1.47705123473862
"27",9.14285714285714,8.84999991394579,1.49498424755827
"28",9.37142857142857,8.84999991394579,1.35742056832322
"29",9.6,8.84999991394579,1.34617942300532
"30",9.82857142857143,8.84999991394579,1.40501091765234
"31",10.0571428571429,8.84999991394579,1.40254701315822
"32",10.2857142857143,8.84999991394579,1.37694606657751
"33",10.5142857142857,8.84999991394579,1.41104873602847
"34",10.7428571428571,8.84999991394579,1.24752278674804
"35",10.9714285714286,8.84999991394579,1.16573768314863
"36",11.2,8.84999991394579,1.03002751545104
"37",11.4285714285714,8.84999991394579,1.02834308333334
"38",11.6571428571429,8.84999991394579,1.02878252737999
"39",11.8857142857143,8.84999991394579,1.02961759393338
"40",12.1142857142857,8.84999991394579,1.02961759393338
"41",12.3428571428571,8.84999991394579,1.02961759393338
"42",12.5714285714286,8.84999991394579,1.02961759393338
