"bf","lr","best.iter","best.iter.sd","cv.r.squared","cv.r.squared.sd"
0.5,5e-04,29558,7520.12381694758,0.571735509298064,0.0292554498404427
0.6,5e-04,31970.2,8720.12497107187,0.600782906927738,0.0230832890765607
0.7,5e-04,28780.9,9346.10433936098,0.629018070587116,0.0300267787343249
0.5,0.001,18372.2,8424.71366872489,0.577432657369882,0.022392408236964
0.6,0.001,16447.4,9489.61714717722,0.596361269023531,0.029305457831375
0.7,0.001,21207,11977.8459295113,0.622787594509771,0.0192225339040445
0.5,0.005,3595.1,1500.89576586784,0.573528497866123,0.0228868535841692
0.6,0.005,4188.6,2792.29249502587,0.611773196049951,0.0245608295924969
0.7,0.005,4453.8,3328.57536425954,0.608288496638101,0.0298954529408908
0.5,0.01,2553.7,2973.09591914631,0.579763344188317,0.0191363850065948
0.6,0.01,5640.1,10033.1950760131,0.596596422788135,0.0250076629700574
0.7,0.01,2456.3,1703.44481370349,0.61096380706165,0.0193559977829204
0.5,0.05,338.5,151.312223197232,0.567723617153756,0.0306186728011737
0.6,0.05,275.9,129.135114425852,0.584255328636272,0.0189187012140399
0.7,0.05,339.3,172.361409705176,0.59586374800105,0.0207236727962255
0.5,0.1,194.9,96.5981941400102,0.537807941693079,0.0337888933089656
0.6,0.1,262.4,264.989391821216,0.589435038428182,0.0131928430677115
0.7,0.1,135.5,81.1805258530504,0.584169252781736,0.0342147483657208
