"","NtoP","Ordinal_date","Predicted"
"1",35.2,129,1.38487106937325
"2",52.7448979591837,129,1.38732621654464
"3",70.2897959183673,129,1.39646446968053
"4",87.834693877551,129,1.40285836568435
"5",105.379591836735,129,1.40298573331601
"6",122.924489795918,129,1.38975191264178
"7",140.469387755102,129,1.39509205927992
"8",158.014285714286,129,1.39124819122122
"9",175.559183673469,129,1.39132883463202
"10",193.104081632653,129,1.43267327387456
"11",210.648979591837,129,1.46533456979445
"12",228.19387755102,129,1.4506692395813
"13",245.738775510204,129,1.49314470234357
"14",263.283673469388,129,1.50600684260871
"15",280.828571428571,129,1.57693538493921
"16",298.373469387755,129,1.58111453631234
"17",315.918367346939,129,1.5807566334686
"18",333.463265306122,129,1.52348112939629
"19",351.008163265306,129,1.51452161120307
"20",368.55306122449,129,1.48932174307952
"21",386.097959183673,129,1.47494738702356
"22",403.642857142857,129,1.4173691559605
"23",421.187755102041,129,1.41715257801564
"24",438.732653061224,129,1.41715257801564
"25",456.277551020408,129,1.41715257801564
"26",473.822448979592,129,1.41715257801564
"27",491.367346938775,129,1.41715257801564
"28",508.912244897959,129,1.41715257801564
"29",526.457142857143,129,1.41715257801564
"30",544.002040816326,129,1.41715257801564
"31",561.54693877551,129,1.41715257801564
"32",579.091836734694,129,1.41715257801564
"33",596.636734693878,129,1.41715257801564
"34",614.181632653061,129,1.41715257801564
"35",631.726530612245,129,1.41715257801564
"36",649.271428571429,129,1.41715257801564
"37",666.816326530612,129,1.41715257801564
"38",684.361224489796,129,1.41715257801564
"39",701.90612244898,129,1.41715257801564
"40",719.451020408163,129,1.41715257801564
"41",736.995918367347,129,1.41715257801564
"42",754.540816326531,129,1.41715257801564
"43",772.085714285714,129,1.41715257801564
"44",789.630612244898,129,1.41715257801564
"45",807.175510204082,129,1.41715257801564
"46",824.720408163265,129,1.41715257801564
"47",842.265306122449,129,1.41715257801564
"48",859.810204081633,129,1.41715257801564
"49",877.355102040816,129,1.41715257801564
"50",894.9,129,1.41715257801564
"51",35.2,131.877551020408,1.38487106937325
"52",52.7448979591837,131.877551020408,1.38732621654464
"53",70.2897959183673,131.877551020408,1.39646446968053
