"","ppt_percent_normal","tmean_month","Predicted"
"1",0.23120234,2.403333,1.17089010166642
"2",0.251468498367347,2.403333,1.17089010166642
"3",0.271734656734694,2.403333,1.17089010166642
"4",0.292000815102041,2.403333,1.17089010166642
"5",0.312266973469388,2.403333,1.17489372034069
"6",0.332533131836735,2.403333,1.17489372034069
"7",0.352799290204082,2.403333,1.17489372034069
"8",0.373065448571429,2.403333,1.06380559447084
"9",0.393331606938776,2.403333,1.06380559447084
"10",0.413597765306122,2.403333,1.06380559447084
"11",0.433863923673469,2.403333,1.10370081707605
"12",0.454130082040816,2.403333,1.22825730998461
"13",0.474396240408163,2.403333,1.4349151703314
"14",0.49466239877551,2.403333,1.4349151703314
"15",0.514928557142857,2.403333,1.4349151703314
"16",0.535194715510204,2.403333,1.40461786000905
"17",0.555460873877551,2.403333,1.40461786000905
"18",0.575727032244898,2.403333,1.40461786000905
"19",0.595993190612245,2.403333,1.40461786000905
"20",0.616259348979592,2.403333,1.40461786000905
"21",0.636525507346939,2.403333,1.40461786000905
"22",0.656791665714286,2.403333,1.40461786000905
"23",0.677057824081633,2.403333,1.40461786000905
"24",0.69732398244898,2.403333,1.40461786000905
"25",0.717590140816327,2.403333,1.40461786000905
"26",0.737856299183673,2.403333,1.40461786000905
"27",0.75812245755102,2.403333,1.40461786000905
"28",0.778388615918367,2.403333,1.40461786000905
"29",0.798654774285714,2.403333,1.40461786000905
"30",0.818920932653061,2.403333,1.40461786000905
"31",0.839187091020408,2.403333,1.40461786000905
"32",0.859453249387755,2.403333,1.40461786000905
"33",0.879719407755102,2.403333,1.40461786000905
"34",0.899985566122449,2.403333,1.40461786000905
"35",0.920251724489796,2.403333,1.40461786000905
"36",0.940517882857143,2.403333,1.40461786000905
"37",0.96078404122449,2.403333,1.43566682220951
"38",0.981050199591837,2.403333,1.43566682220951
"39",1.00131635795918,2.403333,1.3809987416904
"40",1.02158251632653,2.403333,1.29140314329369
"41",1.04184867469388,2.403333,1.19139358121657
"42",1.06211483306122,2.403333,1.19139358121657
"43",1.08238099142857,2.403333,1.19139358121657
"44",1.10264714979592,2.403333,1.19139358121657
"45",1.12291330816327,2.403333,1.15417248092244
"46",1.14317946653061,2.403333,1.15417248092244
"47",1.16344562489796,2.403333,1.15417248092244
"48",1.18371178326531,2.403333,1.15417248092244
"49",1.20397794163265,2.403333,1.15417248092244
"50",1.2242441,2.403333,1.15417248092244
"51",0.23120234,2.64973506122449,1.17089010166642
"52",0.251468498367347,2.64973506122449,1.17089010166642
"53",0.271734656734694,2.64973506122449,1.17089010166642
"54",0.292000815102041,2.64973506122449,1.17089010166642
"55",0.312266973469388,2.64973506122449,1.17489372034069
"56",0.332533131836735,2.64973506122449,1.17489372034069
"57",0.352799290204082,2.64973506122449,1.17489372034069
"58",0.373065448571429,2.64973506122449,1.06380559447084
"59",0.393331606938776,2.64973506122449,1.06380559447084
"60",0.413597765306122,2.64973506122449,1.06380559447084
"61",0.433863923673469,2.64973506122449,1.10370081707605
"62",0.454130082040816,2.64973506122449,1.22825730998461
"63",0.474396240408163,2.64973506122449,1.4349151703314
"64",0.49466239877551,2.64973506122449,1.4349151703314
"65",0.514928557142857,2.64973506122449,1.4349151703314
"66",0.535194715510204,2.64973506122449,1.40461786000905
"67",0.555460873877551,2.64973506122449,1.40461786000905
"68",0.575727032244898,2.64973506122449,1.40461786000905
"69",0.595993190612245,2.64973506122449,1.40461786000905
"70",0.616259348979592,2.64973506122449,1.40461786000905
"71",0.636525507346939,2.64973506122449,1.40461786000905
"72",0.656791665714286,2.64973506122449,1.40461786000905
"73",0.677057824081633,2.64973506122449,1.40461786000905
"74",0.69732398244898,2.64973506122449,1.40461786000905
"75",0.717590140816327,2.64973506122449,1.40461786000905
"76",0.737856299183673,2.64973506122449,1.40461786000905
"77",0.75812245755102,2.64973506122449,1.40461786000905
"78",0.778388615918367,2.64973506122449,1.40461786000905
"79",0.798654774285714,2.64973506122449,1.40461786000905
"80",0.818920932653061,2.64973506122449,1.40461786000905
"81",0.839187091020408,2.64973506122449,1.40461786000905
"82",0.859453249387755,2.64973506122449,1.40461786000905
"83",0.879719407755102,2.64973506122449,1.40461786000905
"84",0.899985566122449,2.64973506122449,1.40461786000905
"85",0.920251724489796,2.64973506122449,1.40461786000905
"86",0.940517882857143,2.64973506122449,1.40461786000905
"87",0.96078404122449,2.64973506122449,1.43566682220951
"88",0.981050199591837,2.64973506122449,1.43566682220951
"89",1.00131635795918,2.64973506122449,1.3809987416904
"90",1.02158251632653,2.64973506122449,1.29140314329369
"91",1.04184867469388,2.64973506122449,1.19139358121657
"92",1.06211483306122,2.64973506122449,1.19139358121657
"93",1.08238099142857,2.64973506122449,1.19139358121657
"94",1.10264714979592,2.64973506122449,1.19139358121657
"95",1.12291330816327,2.64973506122449,1.15417248092244
"96",1.14317946653061,2.64973506122449,1.15417248092244
"97",1.16344562489796,2.64973506122449,1.15417248092244
"98",1.18371178326531,2.64973506122449,1.15417248092244
"99",1.20397794163265,2.64973506122449,1.15417248092244
"100",1.2242441,2.64973506122449,1.15417248092244
"101",0.23120234,2.89613712244898,1.17089010166642
"102",0.251468498367347,2.89613712244898,1.17089010166642
"103",0.271734656734694,2.89613712244898,1.17089010166642
"104",0.292000815102041,2.89613712244898,1.17089010166642
"105",0.312266973469388,2.89613712244898,1.17489372034069
"106",0.332533131836735,2.89613712244898,1.17489372034069
"107",0.352799290204082,2.89613712244898,1.17489372034069
"108",0.373065448571429,2.89613712244898,1.06380559447084
