"","tmean_percent_normal","lake_surface_area_m2","Predicted"
"1",0.855079,3208.6,1.1571912213506
"2",0.872565385714286,3208.6,1.1571912213506
"3",0.890051771428572,3208.6,1.1571912213506
"4",0.907538157142857,3208.6,1.1571912213506
"5",0.925024542857143,3208.6,1.1571912213506
"6",0.942510928571429,3208.6,1.1571912213506
"7",0.959997314285714,3208.6,1.1571912213506
"8",0.9774837,3208.6,1.1571912213506
"9",0.994970085714286,3208.6,1.1571912213506
"10",1.01245647142857,3208.6,1.23938662049343
"11",1.02994285714286,3208.6,1.23938662049343
"12",1.04742924285714,3208.6,1.23938662049343
"13",1.06491562857143,3208.6,1.23938662049343
"14",1.08240201428571,3208.6,1.23938662049343
"15",1.0998884,3208.6,1.23938662049343
"16",1.11737478571429,3208.6,1.23938662049343
"17",1.13486117142857,3208.6,1.23938662049343
"18",1.15234755714286,3208.6,1.26449187869892
"19",1.16983394285714,3208.6,1.28192714324688
"20",1.18732032857143,3208.6,1.28192714324688
"21",1.20480671428571,3208.6,1.28192714324688
"22",1.2222931,3208.6,1.28192714324688
"23",1.23977948571429,3208.6,1.28192714324688
"24",1.25726587142857,3208.6,1.28192714324688
"25",1.27475225714286,3208.6,1.28192714324688
"26",1.29223864285714,3208.6,1.28192714324688
"27",1.30972502857143,3208.6,1.28192714324688
"28",1.32721141428571,3208.6,1.28192714324688
"29",1.3446978,3208.6,1.28192714324688
"30",1.36218418571429,3208.6,1.28192714324688
"31",1.37967057142857,3208.6,1.28192714324688
"32",1.39715695714286,3208.6,1.28192714324688
"33",1.41464334285714,3208.6,1.28192714324688
"34",1.43212972857143,3208.6,1.28192714324688
"35",1.44961611428571,3208.6,1.32043985242503
"36",1.4671025,3208.6,1.36372085779841
"37",1.48458888571429,3208.6,1.40233839569688
"38",1.50207527142857,3208.6,1.40233839569688
"39",1.51956165714286,3208.6,1.33031930740736
"40",1.53704804285714,3208.6,1.33031930740736
"41",1.55453442857143,3208.6,1.33031930740736
"42",1.57202081428571,3208.6,1.33031930740736
"43",1.5895072,3208.6,1.33031930740736
"44",1.60699358571429,3208.6,1.33031930740736
"45",1.62447997142857,3208.6,1.33031930740736
"46",1.64196635714286,3208.6,1.33031930740736
"47",1.65945274285714,3208.6,1.33031930740736
"48",1.67693912857143,3208.6,1.33031930740736
"49",1.69442551428571,3208.6,1.33031930740736
"50",1.7119119,3208.6,1.33031930740736
"51",0.855079,6485.99591836735,1.1571912213506
