"","tmean_month","elevation_m","Predicted"
"1",2.403333,2987,1.4979750130604
"2",2.64973506122449,2987,1.4979750130604
"3",2.89613712244898,2987,1.4979750130604
"4",3.14253918367347,2987,1.4979750130604
"5",3.38894124489796,2987,1.4979750130604
"6",3.63534330612245,2987,1.4979750130604
"7",3.88174536734694,2987,1.4979750130604
"8",4.12814742857143,2987,1.4979750130604
"9",4.37454948979592,2987,1.4979750130604
"10",4.62095155102041,2987,1.4979750130604
"11",4.8673536122449,2987,1.4979750130604
"12",5.11375567346939,2987,1.4979750130604
"13",5.36015773469388,2987,1.4979750130604
"14",5.60655979591837,2987,1.4979750130604
"15",5.85296185714286,2987,1.4979750130604
"16",6.09936391836735,2987,1.4979750130604
"17",6.34576597959184,2987,1.4979750130604
"18",6.59216804081633,2987,1.4979750130604
"19",6.83857010204082,2987,1.4979750130604
"20",7.08497216326531,2987,1.4979750130604
"21",7.3313742244898,2987,1.4979750130604
"22",7.57777628571429,2987,1.4979750130604
"23",7.82417834693878,2987,1.4979750130604
"24",8.07058040816327,2987,1.4979750130604
"25",8.31698246938775,2987,1.4979750130604
"26",8.56338453061224,2987,1.4979750130604
"27",8.80978659183673,2987,1.4979750130604
"28",9.05618865306122,2987,1.53523601338391
"29",9.30259071428571,2987,1.64603468328285
"30",9.5489927755102,2987,1.64603468328285
"31",9.79539483673469,2987,1.64099577427363
"32",10.0417968979592,2987,1.33065918986419
"33",10.2881989591837,2987,1.33065918986419
"34",10.5346010204082,2987,1.32729542604306
"35",10.7810030816327,2987,1.21803598397862
"36",11.0274051428571,2987,1.37749029434031
"37",11.2738072040816,2987,1.34613655725892
"38",11.5202092653061,2987,1.36345025883757
"39",11.7666113265306,2987,1.43148954385086
"40",12.0130133877551,2987,1.47898698543191
"41",12.2594154489796,2987,1.47898698543191
"42",12.5058175102041,2987,1.42010839000375
"43",12.7522195714286,2987,1.42010839000375
"44",12.9986216326531,2987,1.42010839000375
"45",13.2450236938776,2987,1.42010839000375
"46",13.491425755102,2987,1.42010839000375
"47",13.7378278163265,2987,1.42010839000375
"48",13.984229877551,2987,1.42010839000375
"49",14.2306319387755,2987,1.42010839000375
"50",14.477034,2987,1.42010839000375
"51",2.403333,2998.48979591837,1.4979750130604
"52",2.64973506122449,2998.48979591837,1.4979750130604
"53",2.89613712244898,2998.48979591837,1.4979750130604
"54",3.14253918367347,2998.48979591837,1.4979750130604
"55",3.38894124489796,2998.48979591837,1.4979750130604
"56",3.63534330612245,2998.48979591837,1.4979750130604
"57",3.88174536734694,2998.48979591837,1.4979750130604
"58",4.12814742857143,2998.48979591837,1.4979750130604
"59",4.37454948979592,2998.48979591837,1.4979750130604
"60",4.62095155102041,2998.48979591837,1.4979750130604
"61",4.8673536122449,2998.48979591837,1.4979750130604
"62",5.11375567346939,2998.48979591837,1.4979750130604
"63",5.36015773469388,2998.48979591837,1.4979750130604
"64",5.60655979591837,2998.48979591837,1.4979750130604
"65",5.85296185714286,2998.48979591837,1.4979750130604
"66",6.09936391836735,2998.48979591837,1.4979750130604
"67",6.34576597959184,2998.48979591837,1.4979750130604
"68",6.59216804081633,2998.48979591837,1.4979750130604
"69",6.83857010204082,2998.48979591837,1.4979750130604
"70",7.08497216326531,2998.48979591837,1.4979750130604
"71",7.3313742244898,2998.48979591837,1.4979750130604
"72",7.57777628571429,2998.48979591837,1.4979750130604
"73",7.82417834693878,2998.48979591837,1.4979750130604
"74",8.07058040816327,2998.48979591837,1.4979750130604
"75",8.31698246938775,2998.48979591837,1.4979750130604
"76",8.56338453061224,2998.48979591837,1.4979750130604
"77",8.80978659183673,2998.48979591837,1.4979750130604
"78",9.05618865306122,2998.48979591837,1.53523601338391
"79",9.30259071428571,2998.48979591837,1.64603468328285
"80",9.5489927755102,2998.48979591837,1.64603468328285
"81",9.79539483673469,2998.48979591837,1.64099577427363
"82",10.0417968979592,2998.48979591837,1.33065918986419
"83",10.2881989591837,2998.48979591837,1.33065918986419
"84",10.5346010204082,2998.48979591837,1.32729542604306
"85",10.7810030816327,2998.48979591837,1.21803598397862
"86",11.0274051428571,2998.48979591837,1.37749029434031
"87",11.2738072040816,2998.48979591837,1.34613655725892
"88",11.5202092653061,2998.48979591837,1.36345025883757
"89",11.7666113265306,2998.48979591837,1.43148954385086
"90",12.0130133877551,2998.48979591837,1.47898698543191
"91",12.2594154489796,2998.48979591837,1.47898698543191
"92",12.5058175102041,2998.48979591837,1.42010839000375
"93",12.7522195714286,2998.48979591837,1.42010839000375
"94",12.9986216326531,2998.48979591837,1.42010839000375
"95",13.2450236938776,2998.48979591837,1.42010839000375
"96",13.491425755102,2998.48979591837,1.42010839000375
"97",13.7378278163265,2998.48979591837,1.42010839000375
"98",13.984229877551,2998.48979591837,1.42010839000375
"99",14.2306319387755,2998.48979591837,1.42010839000375
"100",14.477034,2998.48979591837,1.42010839000375
"101",2.403333,3009.97959183673,1.4979750130604
"102",2.64973506122449,3009.97959183673,1.4979750130604
"103",2.89613712244898,3009.97959183673,1.4979750130604
"104",3.14253918367347,3009.97959183673,1.4979750130604
"105",3.38894124489796,3009.97959183673,1.4979750130604
"106",3.63534330612245,3009.97959183673,1.4979750130604
"107",3.88174536734694,3009.97959183673,1.4979750130604
"108",4.12814742857143,3009.97959183673,1.4979750130604
"109",4.37454948979592,3009.97959183673,1.4979750130604
"110",4.62095155102041,3009.97959183673,1.4979750130604
"111",4.8673536122449,3009.97959183673,1.4979750130604
"112",5.11375567346939,3009.97959183673,1.4979750130604
