"","radSUM","Ordinal_date","Predicted"
"1",171494.0177,152,0.803162758454511
"2",172632.792804082,152,0.803162758454511
"3",173771.567908163,152,0.803162758454511
"4",174910.343012245,152,0.803162758454511
"5",176049.118116327,152,0.803162758454511
"6",177187.893220408,152,0.803162758454511
"7",178326.66832449,152,0.803162758454511
"8",179465.443428571,152,0.803162758454511
"9",180604.218532653,152,0.745604100842547
"10",181742.993636735,152,0.745604100842547
"11",182881.768740816,152,0.745604100842547
"12",184020.543844898,152,0.745604100842547
"13",185159.31894898,152,0.745604100842547
"14",186298.094053061,152,0.745604100842547
"15",187436.869157143,152,0.745604100842547
"16",188575.644261224,152,0.745604100842547
"17",189714.419365306,152,0.767393191664543
"18",190853.194469388,152,0.767393191664543
"19",191991.969573469,152,0.767393191664543
"20",193130.744677551,152,0.767393191664543
"21",194269.519781633,152,0.767393191664543
"22",195408.294885714,152,0.767393191664543
"23",196547.069989796,152,0.767393191664543
"24",197685.845093878,152,0.767393191664543
"25",198824.620197959,152,0.767393191664543
"26",199963.395302041,152,0.767393191664543
"27",201102.170406122,152,0.767393191664543
"28",202240.945510204,152,0.767393191664543
"29",203379.720614286,152,0.767393191664543
"30",204518.495718367,152,0.780714592943056
"31",205657.270822449,152,0.839307058577297
"32",206796.045926531,152,0.839307058577297
"33",207934.821030612,152,0.875919451432541
"34",209073.596134694,152,0.875919451432541
"35",210212.371238776,152,0.875919451432541
"36",211351.146342857,152,0.816056223201283
"37",212489.921446939,152,0.786600206333886
"38",213628.69655102,152,0.837132643118072
"39",214767.471655102,152,0.850195340252281
"40",215906.246759184,152,0.790352717605155
"41",217045.021863265,152,0.790352717605155
"42",218183.796967347,152,0.790352717605155
"43",219322.572071429,152,0.790352717605155
"44",220461.34717551,152,0.790352717605155
"45",221600.122279592,152,0.790352717605155
"46",222738.897383673,152,0.790352717605155
"47",223877.672487755,152,0.790352717605155
"48",225016.447591837,152,0.790352717605155
"49",226155.222695918,152,0.790352717605155
"50",227293.9978,152,0.790352717605155
"51",171494.0177,154.326530612245,0.803162758454511
"52",172632.792804082,154.326530612245,0.803162758454511
"53",173771.567908163,154.326530612245,0.803162758454511
"54",174910.343012245,154.326530612245,0.803162758454511
"55",176049.118116327,154.326530612245,0.803162758454511
"56",177187.893220408,154.326530612245,0.803162758454511
"57",178326.66832449,154.326530612245,0.803162758454511
"58",179465.443428571,154.326530612245,0.803162758454511
"59",180604.218532653,154.326530612245,0.745604100842547
"60",181742.993636735,154.326530612245,0.745604100842547
"61",182881.768740816,154.326530612245,0.745604100842547
"62",184020.543844898,154.326530612245,0.745604100842547
"63",185159.31894898,154.326530612245,0.745604100842547
"64",186298.094053061,154.326530612245,0.745604100842547
"65",187436.869157143,154.326530612245,0.745604100842547
"66",188575.644261224,154.326530612245,0.745604100842547
"67",189714.419365306,154.326530612245,0.767393191664543
"68",190853.194469388,154.326530612245,0.767393191664543
"69",191991.969573469,154.326530612245,0.767393191664543
"70",193130.744677551,154.326530612245,0.767393191664543
"71",194269.519781633,154.326530612245,0.767393191664543
"72",195408.294885714,154.326530612245,0.767393191664543
"73",196547.069989796,154.326530612245,0.767393191664543
"74",197685.845093878,154.326530612245,0.767393191664543
"75",198824.620197959,154.326530612245,0.767393191664543
"76",199963.395302041,154.326530612245,0.767393191664543
"77",201102.170406122,154.326530612245,0.767393191664543
"78",202240.945510204,154.326530612245,0.767393191664543
"79",203379.720614286,154.326530612245,0.767393191664543
"80",204518.495718367,154.326530612245,0.780714592943056
"81",205657.270822449,154.326530612245,0.839307058577297
"82",206796.045926531,154.326530612245,0.839307058577297
"83",207934.821030612,154.326530612245,0.875919451432541
"84",209073.596134694,154.326530612245,0.875919451432541
"85",210212.371238776,154.326530612245,0.875919451432541
"86",211351.146342857,154.326530612245,0.816056223201283
"87",212489.921446939,154.326530612245,0.786600206333886
"88",213628.69655102,154.326530612245,0.837132643118072
"89",214767.471655102,154.326530612245,0.850195340252281
"90",215906.246759184,154.326530612245,0.790352717605155
"91",217045.021863265,154.326530612245,0.790352717605155
"92",218183.796967347,154.326530612245,0.790352717605155
"93",219322.572071429,154.326530612245,0.790352717605155
"94",220461.34717551,154.326530612245,0.790352717605155
"95",221600.122279592,154.326530612245,0.790352717605155
"96",222738.897383673,154.326530612245,0.790352717605155
"97",223877.672487755,154.326530612245,0.790352717605155
"98",225016.447591837,154.326530612245,0.790352717605155
"99",226155.222695918,154.326530612245,0.790352717605155
"100",227293.9978,154.326530612245,0.790352717605155
"101",171494.0177,156.65306122449,0.803162758454511
"102",172632.792804082,156.65306122449,0.803162758454511
"103",173771.567908163,156.65306122449,0.803162758454511
"104",174910.343012245,156.65306122449,0.803162758454511
"105",176049.118116327,156.65306122449,0.803162758454511
"106",177187.893220408,156.65306122449,0.803162758454511
"107",178326.66832449,156.65306122449,0.803162758454511
"108",179465.443428571,156.65306122449,0.803162758454511
"109",180604.218532653,156.65306122449,0.745604100842547
"110",181742.993636735,156.65306122449,0.745604100842547
"111",182881.768740816,156.65306122449,0.745604100842547
"112",184020.543844898,156.65306122449,0.745604100842547
"113",185159.31894898,156.65306122449,0.745604100842547
"114",186298.094053061,156.65306122449,0.745604100842547
"115",187436.869157143,156.65306122449,0.745604100842547
"116",188575.644261224,156.65306122449,0.745604100842547
"117",189714.419365306,156.65306122449,0.767393191664543
"118",190853.194469388,156.65306122449,0.767393191664543
"119",191991.969573469,156.65306122449,0.767393191664543
"120",193130.744677551,156.65306122449,0.767393191664543
"121",194269.519781633,156.65306122449,0.767393191664543
"122",195408.294885714,156.65306122449,0.767393191664543
"123",196547.069989796,156.65306122449,0.767393191664543
"124",197685.845093878,156.65306122449,0.767393191664543
"125",198824.620197959,156.65306122449,0.767393191664543
"126",199963.395302041,156.65306122449,0.767393191664543
