"","snow2011","max_depth_m","Predicted"
"1",0,1.8,1.14356264613471
"2",0.015694466755102,1.8,1.14356264613471
"3",0.0313889335102041,1.8,1.14356264613471
"4",0.0470834002653061,1.8,1.14356264613471
"5",0.0627778670204082,1.8,1.14356264613471
"6",0.0784723337755102,1.8,1.14356264613471
"7",0.0941668005306122,1.8,1.14356264613471
"8",0.109861267285714,1.8,1.14356264613471
"9",0.125555734040816,1.8,1.14356264613471
"10",0.141250200795918,1.8,1.14356264613471
"11",0.15694466755102,1.8,1.14356264613471
"12",0.172639134306122,1.8,1.10082639697539
"13",0.188333601061224,1.8,1.11559797836449
"14",0.204028067816327,1.8,1.11559797836449
"15",0.219722534571429,1.8,1.12712907453867
"16",0.235417001326531,1.8,1.12712907453867
"17",0.251111468081633,1.8,1.12712907453867
"18",0.266805934836735,1.8,1.12712907453867
"19",0.282500401591837,1.8,1.10363539776543
"20",0.298194868346939,1.8,1.10363539776543
"21",0.313889335102041,1.8,1.10363539776543
"22",0.329583801857143,1.8,1.10363539776543
"23",0.345278268612245,1.8,1.07108548455454
"24",0.360972735367347,1.8,1.01942919148307
"25",0.376667202122449,1.8,1.01942919148307
"26",0.392361668877551,1.8,1.01942919148307
"27",0.408056135632653,1.8,0.895070512192275
"28",0.423750602387755,1.8,0.830563517444461
"29",0.439445069142857,1.8,0.830563517444461
"30",0.455139535897959,1.8,0.830563517444461
"31",0.470834002653061,1.8,0.830563517444461
"32",0.486528469408163,1.8,0.830563517444461
"33",0.502222936163265,1.8,0.627175123738949
"34",0.517917402918367,1.8,0.627175123738949
"35",0.533611869673469,1.8,0.627175123738949
"36",0.549306336428571,1.8,0.627175123738949
"37",0.565000803183674,1.8,0.627175123738949
"38",0.580695269938776,1.8,0.627175123738949
"39",0.596389736693878,1.8,0.627175123738949
"40",0.61208420344898,1.8,0.627175123738949
"41",0.627778670204082,1.8,0.627175123738949
"42",0.643473136959184,1.8,0.627175123738949
"43",0.659167603714286,1.8,0.627175123738949
"44",0.674862070469388,1.8,0.627175123738949
"45",0.69055653722449,1.8,0.627175123738949
"46",0.706251003979592,1.8,0.627175123738949
"47",0.721945470734694,1.8,0.627175123738949
"48",0.737639937489796,1.8,0.627175123738949
"49",0.753334404244898,1.8,0.627175123738949
"50",0.769028871,1.8,0.627175123738949
