"","ppt_percent_normal","max_depth_m","Predicted"
"1",0.23120234,1.8,0.740783608443859
"2",0.251468498367347,1.8,0.740783608443859
"3",0.271734656734694,1.8,0.740783608443859
"4",0.292000815102041,1.8,0.740783608443859
"5",0.312266973469388,1.8,0.738230332154223
"6",0.332533131836735,1.8,0.738230332154223
"7",0.352799290204082,1.8,0.738230332154223
"8",0.373065448571429,1.8,0.76282313222722
"9",0.393331606938776,1.8,0.76282313222722
"10",0.413597765306122,1.8,0.76282313222722
"11",0.433863923673469,1.8,0.802718354832428
"12",0.454130082040816,1.8,0.927274847740989
"13",0.474396240408163,1.8,1.13393270808778
"14",0.49466239877551,1.8,1.13393270808778
"15",0.514928557142857,1.8,1.13393270808778
"16",0.535194715510204,1.8,1.10363539776543
"17",0.555460873877551,1.8,1.10363539776543
"18",0.575727032244898,1.8,1.10363539776543
"19",0.595993190612245,1.8,1.10363539776543
"20",0.616259348979592,1.8,1.10363539776543
"21",0.636525507346939,1.8,1.10363539776543
"22",0.656791665714286,1.8,1.10363539776543
"23",0.677057824081633,1.8,1.10363539776543
"24",0.69732398244898,1.8,1.10363539776543
"25",0.717590140816327,1.8,1.10363539776543
"26",0.737856299183673,1.8,1.10363539776543
"27",0.75812245755102,1.8,1.10363539776543
"28",0.778388615918367,1.8,1.10363539776543
"29",0.798654774285714,1.8,1.10363539776543
"30",0.818920932653061,1.8,1.10363539776543
"31",0.839187091020408,1.8,1.10363539776543
"32",0.859453249387755,1.8,1.10363539776543
"33",0.879719407755102,1.8,1.10363539776543
"34",0.899985566122449,1.8,1.10363539776543
"35",0.920251724489796,1.8,1.10363539776543
"36",0.940517882857143,1.8,1.10363539776543
"37",0.96078404122449,1.8,1.13468435996589
"38",0.981050199591837,1.8,1.13468435996589
"39",1.00131635795918,1.8,1.08001627944678
"40",1.02158251632653,1.8,0.99042068105007
"41",1.04184867469388,1.8,0.890411118972949
"42",1.06211483306122,1.8,0.890411118972949
"43",1.08238099142857,1.8,0.890411118972949
"44",1.10264714979592,1.8,0.890411118972949
"45",1.12291330816327,1.8,0.853190018678816
"46",1.14317946653061,1.8,0.853190018678816
"47",1.16344562489796,1.8,0.853190018678816
"48",1.18371178326531,1.8,0.853190018678816
"49",1.20397794163265,1.8,0.853190018678816
"50",1.2242441,1.8,0.853190018678816
"51",0.23120234,2.62040816326531,0.740783608443859
"52",0.251468498367347,2.62040816326531,0.740783608443859
"53",0.271734656734694,2.62040816326531,0.740783608443859
"54",0.292000815102041,2.62040816326531,0.740783608443859
"55",0.312266973469388,2.62040816326531,0.738230332154223
"56",0.332533131836735,2.62040816326531,0.738230332154223
"57",0.352799290204082,2.62040816326531,0.738230332154223
"58",0.373065448571429,2.62040816326531,0.76282313222722
"59",0.393331606938776,2.62040816326531,0.76282313222722
"60",0.413597765306122,2.62040816326531,0.76282313222722
"61",0.433863923673469,2.62040816326531,0.802718354832428
"62",0.454130082040816,2.62040816326531,0.927274847740989
"63",0.474396240408163,2.62040816326531,1.13393270808778
"64",0.49466239877551,2.62040816326531,1.13393270808778
"65",0.514928557142857,2.62040816326531,1.13393270808778
"66",0.535194715510204,2.62040816326531,1.10363539776543
"67",0.555460873877551,2.62040816326531,1.10363539776543
"68",0.575727032244898,2.62040816326531,1.10363539776543
"69",0.595993190612245,2.62040816326531,1.10363539776543
"70",0.616259348979592,2.62040816326531,1.10363539776543
"71",0.636525507346939,2.62040816326531,1.10363539776543
"72",0.656791665714286,2.62040816326531,1.10363539776543
"73",0.677057824081633,2.62040816326531,1.10363539776543
"74",0.69732398244898,2.62040816326531,1.10363539776543
"75",0.717590140816327,2.62040816326531,1.10363539776543
"76",0.737856299183673,2.62040816326531,1.10363539776543
"77",0.75812245755102,2.62040816326531,1.10363539776543
"78",0.778388615918367,2.62040816326531,1.10363539776543
"79",0.798654774285714,2.62040816326531,1.10363539776543
"80",0.818920932653061,2.62040816326531,1.10363539776543
"81",0.839187091020408,2.62040816326531,1.10363539776543
"82",0.859453249387755,2.62040816326531,1.10363539776543
"83",0.879719407755102,2.62040816326531,1.10363539776543
"84",0.899985566122449,2.62040816326531,1.10363539776543
"85",0.920251724489796,2.62040816326531,1.10363539776543
"86",0.940517882857143,2.62040816326531,1.10363539776543
"87",0.96078404122449,2.62040816326531,1.13468435996589
"88",0.981050199591837,2.62040816326531,1.13468435996589
"89",1.00131635795918,2.62040816326531,1.08001627944678
"90",1.02158251632653,2.62040816326531,0.99042068105007
"91",1.04184867469388,2.62040816326531,0.890411118972949
"92",1.06211483306122,2.62040816326531,0.890411118972949
"93",1.08238099142857,2.62040816326531,0.890411118972949
"94",1.10264714979592,2.62040816326531,0.890411118972949
"95",1.12291330816327,2.62040816326531,0.853190018678816
"96",1.14317946653061,2.62040816326531,0.853190018678816
"97",1.16344562489796,2.62040816326531,0.853190018678816
"98",1.18371178326531,2.62040816326531,0.853190018678816
"99",1.20397794163265,2.62040816326531,0.853190018678816
"100",1.2242441,2.62040816326531,0.853190018678816
"101",0.23120234,3.44081632653061,0.740783608443859
"102",0.251468498367347,3.44081632653061,0.740783608443859
"103",0.271734656734694,3.44081632653061,0.740783608443859
"104",0.292000815102041,3.44081632653061,0.740783608443859
"105",0.312266973469388,3.44081632653061,0.738230332154223
"106",0.332533131836735,3.44081632653061,0.738230332154223
"107",0.352799290204082,3.44081632653061,0.738230332154223
"108",0.373065448571429,3.44081632653061,0.76282313222722
"109",0.393331606938776,3.44081632653061,0.76282313222722
"110",0.413597765306122,3.44081632653061,0.76282313222722
