"","TDP_P","NtoP","Predicted"
"1",0.31,18.1,1.24578515658017
"2",0.564897959183673,18.1,1.24578515658017
"3",0.819795918367347,18.1,1.24578515658017
"4",1.07469387755102,18.1,1.24578515658017
"5",1.32959183673469,18.1,1.1639037301355
"6",1.58448979591837,18.1,1.01616104506702
"7",1.83938775510204,18.1,1.00539313325413
"8",2.09428571428571,18.1,1.04663116157586
"9",2.34918367346939,18.1,1.17217155150146
"10",2.60408163265306,18.1,1.19317174245662
"11",2.85897959183673,18.1,1.19317174245662
"12",3.11387755102041,18.1,1.19317174245662
"13",3.36877551020408,18.1,1.20460102960773
"14",3.62367346938776,18.1,1.20601927250462
"15",3.87857142857143,18.1,1.14949302775886
"16",4.1334693877551,18.1,1.14949302775886
"17",4.38836734693878,18.1,1.19681622356953
"18",4.64326530612245,18.1,1.19681622356953
"19",4.89816326530612,18.1,1.19681622356953
"20",5.1530612244898,18.1,1.19681622356953
"21",5.40795918367347,18.1,1.19681622356953
"22",5.66285714285714,18.1,1.19681622356953
"23",5.91775510204082,18.1,1.19681622356953
"24",6.17265306122449,18.1,1.21119418341589
"25",6.42755102040816,18.1,1.21119418341589
"26",6.68244897959184,18.1,1.21119418341589
"27",6.93734693877551,18.1,1.22609189996742
"28",7.19224489795918,18.1,1.22609189996742
"29",7.44714285714286,18.1,1.22609189996742
"30",7.70204081632653,18.1,1.22609189996742
"31",7.9569387755102,18.1,1.22609189996742
"32",8.21183673469388,18.1,1.22609189996742
"33",8.46673469387755,18.1,1.22609189996742
"34",8.72163265306122,18.1,1.22609189996742
"35",8.9765306122449,18.1,1.22609189996742
"36",9.23142857142857,18.1,1.22609189996742
"37",9.48632653061225,18.1,1.22609189996742
"38",9.74122448979592,18.1,1.22609189996742
"39",9.99612244897959,18.1,1.22609189996742
"40",10.2510204081633,18.1,1.22609189996742
"41",10.5059183673469,18.1,1.22609189996742
"42",10.7608163265306,18.1,1.22609189996742
"43",11.0157142857143,18.1,1.22609189996742
"44",11.270612244898,18.1,1.22609189996742
"45",11.5255102040816,18.1,1.22609189996742
"46",11.7804081632653,18.1,1.22609189996742
"47",12.035306122449,18.1,1.22609189996742
"48",12.2902040816327,18.1,1.22609189996742
"49",12.5451020408163,18.1,1.22609189996742
"50",12.8,18.1,1.22609189996742
"51",0.31,44.0040816326531,1.24578515658017
"52",0.564897959183673,44.0040816326531,1.24578515658017
"53",0.819795918367347,44.0040816326531,1.24578515658017
"54",1.07469387755102,44.0040816326531,1.24578515658017
"55",1.32959183673469,44.0040816326531,1.1639037301355
"56",1.58448979591837,44.0040816326531,1.01616104506702
"57",1.83938775510204,44.0040816326531,1.00539313325413
"58",2.09428571428571,44.0040816326531,1.04663116157586
"59",2.34918367346939,44.0040816326531,1.17217155150146
"60",2.60408163265306,44.0040816326531,1.19317174245662
"61",2.85897959183673,44.0040816326531,1.19317174245662
"62",3.11387755102041,44.0040816326531,1.19317174245662
"63",3.36877551020408,44.0040816326531,1.20460102960773
"64",3.62367346938776,44.0040816326531,1.20601927250462
"65",3.87857142857143,44.0040816326531,1.14949302775886
"66",4.1334693877551,44.0040816326531,1.14949302775886
"67",4.38836734693878,44.0040816326531,1.19681622356953
"68",4.64326530612245,44.0040816326531,1.19681622356953
"69",4.89816326530612,44.0040816326531,1.19681622356953
"70",5.1530612244898,44.0040816326531,1.19681622356953
"71",5.40795918367347,44.0040816326531,1.19681622356953
"72",5.66285714285714,44.0040816326531,1.19681622356953
"73",5.91775510204082,44.0040816326531,1.19681622356953
"74",6.17265306122449,44.0040816326531,1.21119418341589
"75",6.42755102040816,44.0040816326531,1.21119418341589
"76",6.68244897959184,44.0040816326531,1.21119418341589
"77",6.93734693877551,44.0040816326531,1.22609189996742
"78",7.19224489795918,44.0040816326531,1.22609189996742
"79",7.44714285714286,44.0040816326531,1.22609189996742
"80",7.70204081632653,44.0040816326531,1.22609189996742
"81",7.9569387755102,44.0040816326531,1.22609189996742
"82",8.21183673469388,44.0040816326531,1.22609189996742
"83",8.46673469387755,44.0040816326531,1.22609189996742
"84",8.72163265306122,44.0040816326531,1.22609189996742
"85",8.9765306122449,44.0040816326531,1.22609189996742
"86",9.23142857142857,44.0040816326531,1.22609189996742
"87",9.48632653061225,44.0040816326531,1.22609189996742
"88",9.74122448979592,44.0040816326531,1.22609189996742
"89",9.99612244897959,44.0040816326531,1.22609189996742
"90",10.2510204081633,44.0040816326531,1.22609189996742
"91",10.5059183673469,44.0040816326531,1.22609189996742
"92",10.7608163265306,44.0040816326531,1.22609189996742
