"","Difference_SnowFree","max_depth_m","Predicted"
"1",-8,1.8,1.18084595531938
"2",-7.61224489795918,1.8,1.18084595531938
"3",-7.22448979591837,1.8,1.18084595531938
"4",-6.83673469387755,1.8,1.18084595531938
"5",-6.44897959183673,1.8,1.18084595531938
"6",-6.06122448979592,1.8,1.18084595531938
"7",-5.6734693877551,1.8,1.18084595531938
"8",-5.28571428571429,1.8,1.18084595531938
"9",-4.89795918367347,1.8,1.18084595531938
"10",-4.51020408163265,1.8,1.18084595531938
"11",-4.12244897959184,1.8,1.18084595531938
"12",-3.73469387755102,1.8,1.03680446437355
"13",-3.3469387755102,1.8,1.03680446437355
"14",-2.95918367346939,1.8,1.03680446437355
"15",-2.57142857142857,1.8,1.03680446437355
"16",-2.18367346938776,1.8,1.03680446437355
"17",-1.79591836734694,1.8,1.03680446437355
"18",-1.40816326530612,1.8,1.00937520449596
"19",-1.02040816326531,1.8,1.00937520449596
"20",-0.63265306122449,1.8,1.00937520449596
"21",-0.244897959183674,1.8,1.00937520449596
"22",0.142857142857142,1.8,1.00937520449596
"23",0.530612244897959,1.8,1.00937520449596
"24",0.918367346938775,1.8,1.00937520449596
"25",1.30612244897959,1.8,0.993486026883673
"26",1.69387755102041,1.8,0.993486026883673
"27",2.08163265306122,1.8,0.993486026883673
"28",2.46938775510204,1.8,0.993486026883673
"29",2.85714285714286,1.8,0.993486026883673
"30",3.24489795918367,1.8,0.993486026883673
"31",3.63265306122449,1.8,0.993486026883673
"32",4.02040816326531,1.8,0.993486026883673
"33",4.40816326530612,1.8,0.993486026883673
"34",4.79591836734694,1.8,0.993486026883673
"35",5.18367346938775,1.8,0.993486026883673
"36",5.57142857142857,1.8,0.993486026883673
"37",5.95918367346939,1.8,0.993486026883673
"38",6.3469387755102,1.8,0.993486026883673
"39",6.73469387755102,1.8,0.993486026883673
"40",7.12244897959184,1.8,0.972104811369727
"41",7.51020408163265,1.8,0.972104811369727
"42",7.89795918367347,1.8,0.972104811369727
"43",8.28571428571428,1.8,0.972104811369727
"44",8.6734693877551,1.8,0.972104811369727
"45",9.06122448979592,1.8,0.972104811369727
"46",9.44897959183674,1.8,0.972104811369727
"47",9.83673469387755,1.8,0.972104811369727
"48",10.2244897959184,1.8,0.972104811369727
"49",10.6122448979592,1.8,0.972104811369727
"50",11,1.8,0.972104811369727
"51",-8,2.62040816326531,1.18084595531938
"52",-7.61224489795918,2.62040816326531,1.18084595531938
"53",-7.22448979591837,2.62040816326531,1.18084595531938
"54",-6.83673469387755,2.62040816326531,1.18084595531938
"55",-6.44897959183673,2.62040816326531,1.18084595531938
"56",-6.06122448979592,2.62040816326531,1.18084595531938
"57",-5.6734693877551,2.62040816326531,1.18084595531938
"58",-5.28571428571429,2.62040816326531,1.18084595531938
"59",-4.89795918367347,2.62040816326531,1.18084595531938
"60",-4.51020408163265,2.62040816326531,1.18084595531938
"61",-4.12244897959184,2.62040816326531,1.18084595531938
"62",-3.73469387755102,2.62040816326531,1.03680446437355
"63",-3.3469387755102,2.62040816326531,1.03680446437355
"64",-2.95918367346939,2.62040816326531,1.03680446437355
"65",-2.57142857142857,2.62040816326531,1.03680446437355
"66",-2.18367346938776,2.62040816326531,1.03680446437355
"67",-1.79591836734694,2.62040816326531,1.03680446437355
"68",-1.40816326530612,2.62040816326531,1.00937520449596
"69",-1.02040816326531,2.62040816326531,1.00937520449596
"70",-0.63265306122449,2.62040816326531,1.00937520449596
"71",-0.244897959183674,2.62040816326531,1.00937520449596
"72",0.142857142857142,2.62040816326531,1.00937520449596
"73",0.530612244897959,2.62040816326531,1.00937520449596
"74",0.918367346938775,2.62040816326531,1.00937520449596
"75",1.30612244897959,2.62040816326531,0.993486026883673
"76",1.69387755102041,2.62040816326531,0.993486026883673
"77",2.08163265306122,2.62040816326531,0.993486026883673
"78",2.46938775510204,2.62040816326531,0.993486026883673
"79",2.85714285714286,2.62040816326531,0.993486026883673
"80",3.24489795918367,2.62040816326531,0.993486026883673
"81",3.63265306122449,2.62040816326531,0.993486026883673
"82",4.02040816326531,2.62040816326531,0.993486026883673
"83",4.40816326530612,2.62040816326531,0.993486026883673
"84",4.79591836734694,2.62040816326531,0.993486026883673
"85",5.18367346938775,2.62040816326531,0.993486026883673
"86",5.57142857142857,2.62040816326531,0.993486026883673
"87",5.95918367346939,2.62040816326531,0.993486026883673
"88",6.3469387755102,2.62040816326531,0.993486026883673
"89",6.73469387755102,2.62040816326531,0.993486026883673
"90",7.12244897959184,2.62040816326531,0.972104811369727
"91",7.51020408163265,2.62040816326531,0.972104811369727
"92",7.89795918367347,2.62040816326531,0.972104811369727
"93",8.28571428571428,2.62040816326531,0.972104811369727
"94",8.6734693877551,2.62040816326531,0.972104811369727
"95",9.06122448979592,2.62040816326531,0.972104811369727
"96",9.44897959183674,2.62040816326531,0.972104811369727
"97",9.83673469387755,2.62040816326531,0.972104811369727
"98",10.2244897959184,2.62040816326531,0.972104811369727
"99",10.6122448979592,2.62040816326531,0.972104811369727
"100",11,2.62040816326531,0.972104811369727
"101",-8,3.44081632653061,1.18084595531938
"102",-7.61224489795918,3.44081632653061,1.18084595531938
"103",-7.22448979591837,3.44081632653061,1.18084595531938
"104",-6.83673469387755,3.44081632653061,1.18084595531938
"105",-6.44897959183673,3.44081632653061,1.18084595531938
"106",-6.06122448979592,3.44081632653061,1.18084595531938
"107",-5.6734693877551,3.44081632653061,1.18084595531938
"108",-5.28571428571429,3.44081632653061,1.18084595531938
"109",-4.89795918367347,3.44081632653061,1.18084595531938
"110",-4.51020408163265,3.44081632653061,1.18084595531938
"111",-4.12244897959184,3.44081632653061,1.18084595531938
"112",-3.73469387755102,3.44081632653061,1.03680446437355
"113",-3.3469387755102,3.44081632653061,1.03680446437355
"114",-2.95918367346939,3.44081632653061,1.03680446437355
"115",-2.57142857142857,3.44081632653061,1.03680446437355
"116",-2.18367346938776,3.44081632653061,1.03680446437355
"117",-1.79591836734694,3.44081632653061,1.03680446437355
"118",-1.40816326530612,3.44081632653061,1.00937520449596
"119",-1.02040816326531,3.44081632653061,1.00937520449596
"120",-0.63265306122449,3.44081632653061,1.00937520449596
"121",-0.244897959183674,3.44081632653061,1.00937520449596
"122",0.142857142857142,3.44081632653061,1.00937520449596
"123",0.530612244897959,3.44081632653061,1.00937520449596
"124",0.918367346938775,3.44081632653061,1.00937520449596
"125",1.30612244897959,3.44081632653061,0.993486026883673
"126",1.69387755102041,3.44081632653061,0.993486026883673
"127",2.08163265306122,3.44081632653061,0.993486026883673
"128",2.46938775510204,3.44081632653061,0.993486026883673
"129",2.85714285714286,3.44081632653061,0.993486026883673
"130",3.24489795918367,3.44081632653061,0.993486026883673
"131",3.63265306122449,3.44081632653061,0.993486026883673
"132",4.02040816326531,3.44081632653061,0.993486026883673
"133",4.40816326530612,3.44081632653061,0.993486026883673
"134",4.79591836734694,3.44081632653061,0.993486026883673
"135",5.18367346938775,3.44081632653061,0.993486026883673
"136",5.57142857142857,3.44081632653061,0.993486026883673
"137",5.95918367346939,3.44081632653061,0.993486026883673
"138",6.3469387755102,3.44081632653061,0.993486026883673
"139",6.73469387755102,3.44081632653061,0.993486026883673
"140",7.12244897959184,3.44081632653061,0.972104811369727
"141",7.51020408163265,3.44081632653061,0.972104811369727
"142",7.89795918367347,3.44081632653061,0.972104811369727
"143",8.28571428571428,3.44081632653061,0.972104811369727
"144",8.6734693877551,3.44081632653061,0.972104811369727
"145",9.06122448979592,3.44081632653061,0.972104811369727
"146",9.44897959183674,3.44081632653061,0.972104811369727
"147",9.83673469387755,3.44081632653061,0.972104811369727
"148",10.2244897959184,3.44081632653061,0.972104811369727
"149",10.6122448979592,3.44081632653061,0.972104811369727
"150",11,3.44081632653061,0.972104811369727
"151",-8,4.26122448979592,1.1913613362453
"152",-7.61224489795918,4.26122448979592,1.1913613362453
"153",-7.22448979591837,4.26122448979592,1.1913613362453
"154",-6.83673469387755,4.26122448979592,1.1913613362453
"155",-6.44897959183673,4.26122448979592,1.1913613362453
"156",-6.06122448979592,4.26122448979592,1.1913613362453
"157",-5.6734693877551,4.26122448979592,1.1913613362453
"158",-5.28571428571429,4.26122448979592,1.1913613362453
"159",-4.89795918367347,4.26122448979592,1.1913613362453
"160",-4.51020408163265,4.26122448979592,1.1913613362453
"161",-4.12244897959184,4.26122448979592,1.1913613362453
"162",-3.73469387755102,4.26122448979592,1.04731984529947
"163",-3.3469387755102,4.26122448979592,1.04731984529947
"164",-2.95918367346939,4.26122448979592,1.04731984529947
"165",-2.57142857142857,4.26122448979592,1.04731984529947
"166",-2.18367346938776,4.26122448979592,1.04731984529947
"167",-1.79591836734694,4.26122448979592,1.04731984529947
"168",-1.40816326530612,4.26122448979592,1.01989058542188
"169",-1.02040816326531,4.26122448979592,1.01989058542188
"170",-0.63265306122449,4.26122448979592,1.01989058542188
"171",-0.244897959183674,4.26122448979592,1.01989058542188
"172",0.142857142857142,4.26122448979592,1.01989058542188
"173",0.530612244897959,4.26122448979592,1.01989058542188
"174",0.918367346938775,4.26122448979592,1.01989058542188
"175",1.30612244897959,4.26122448979592,1.0040014078096
"176",1.69387755102041,4.26122448979592,1.0040014078096
"177",2.08163265306122,4.26122448979592,1.0040014078096
"178",2.46938775510204,4.26122448979592,1.0040014078096
"179",2.85714285714286,4.26122448979592,1.0040014078096
"180",3.24489795918367,4.26122448979592,1.0040014078096
"181",3.63265306122449,4.26122448979592,1.0040014078096
"182",4.02040816326531,4.26122448979592,1.0040014078096
"183",4.40816326530612,4.26122448979592,1.0040014078096
"184",4.79591836734694,4.26122448979592,1.0040014078096
"185",5.18367346938775,4.26122448979592,1.0040014078096
"186",5.57142857142857,4.26122448979592,1.0040014078096
"187",5.95918367346939,4.26122448979592,1.0040014078096
"188",6.3469387755102,4.26122448979592,1.0040014078096
"189",6.73469387755102,4.26122448979592,1.0040014078096
"190",7.12244897959184,4.26122448979592,0.98262019229565
"191",7.51020408163265,4.26122448979592,0.98262019229565
"192",7.89795918367347,4.26122448979592,0.98262019229565
"193",8.28571428571428,4.26122448979592,0.98262019229565
"194",8.6734693877551,4.26122448979592,0.98262019229565
"195",9.06122448979592,4.26122448979592,0.98262019229565
"196",9.44897959183674,4.26122448979592,0.98262019229565
"197",9.83673469387755,4.26122448979592,0.98262019229565
"198",10.2244897959184,4.26122448979592,0.98262019229565
"199",10.6122448979592,4.26122448979592,0.98262019229565
"200",11,4.26122448979592,0.98262019229565
"201",-8,5.08163265306122,1.1913613362453
"202",-7.61224489795918,5.08163265306122,1.1913613362453
"203",-7.22448979591837,5.08163265306122,1.1913613362453
"204",-6.83673469387755,5.08163265306122,1.1913613362453
"205",-6.44897959183673,5.08163265306122,1.1913613362453
"206",-6.06122448979592,5.08163265306122,1.1913613362453
"207",-5.6734693877551,5.08163265306122,1.1913613362453
"208",-5.28571428571429,5.08163265306122,1.1913613362453
"209",-4.89795918367347,5.08163265306122,1.1913613362453
"210",-4.51020408163265,5.08163265306122,1.1913613362453
"211",-4.12244897959184,5.08163265306122,1.1913613362453
"212",-3.73469387755102,5.08163265306122,1.04731984529947
"213",-3.3469387755102,5.08163265306122,1.04731984529947
"214",-2.95918367346939,5.08163265306122,1.04731984529947
"215",-2.57142857142857,5.08163265306122,1.04731984529947
"216",-2.18367346938776,5.08163265306122,1.04731984529947
"217",-1.79591836734694,5.08163265306122,1.04731984529947
"218",-1.40816326530612,5.08163265306122,1.01989058542188
"219",-1.02040816326531,5.08163265306122,1.01989058542188
"220",-0.63265306122449,5.08163265306122,1.01989058542188
"221",-0.244897959183674,5.08163265306122,1.01989058542188
"222",0.142857142857142,5.08163265306122,1.01989058542188
"223",0.530612244897959,5.08163265306122,1.01989058542188
"224",0.918367346938775,5.08163265306122,1.01989058542188
"225",1.30612244897959,5.08163265306122,1.0040014078096
"226",1.69387755102041,5.08163265306122,1.0040014078096
"227",2.08163265306122,5.08163265306122,1.0040014078096
"228",2.46938775510204,5.08163265306122,1.0040014078096
"229",2.85714285714286,5.08163265306122,1.0040014078096
