"","NO3_N","ppt_week","Predicted"
"1",0.002,0,1.88166196962885
"2",0.0100612244897959,0,1.88166196962885
"3",0.0181224489795918,0,1.88166196962885
"4",0.0261836734693878,0,1.81529789817929
"5",0.0342448979591837,0,1.90703445927656
"6",0.0423061224489796,0,1.92801244882027
"7",0.0503673469387755,0,1.92801244882027
"8",0.0584285714285714,0,1.91421937400859
"9",0.0664897959183673,0,1.91421937400859
"10",0.0745510204081633,0,1.90092627892359
"11",0.0826122448979592,0,1.53717711231931
"12",0.0906734693877551,0,1.53012614165796
"13",0.098734693877551,0,1.53012614165796
"14",0.106795918367347,0,1.47722133813602
"15",0.114857142857143,0,1.47722133813602
"16",0.122918367346939,0,1.46368217732251
"17",0.130979591836735,0,1.54622409925777
"18",0.139040816326531,0,1.54622409925777
"19",0.147102040816327,0,1.54622409925777
"20",0.155163265306122,0,1.54622409925777
"21",0.163224489795918,0,1.54622409925777
"22",0.171285714285714,0,1.54622409925777
"23",0.17934693877551,0,1.54622409925777
"24",0.187408163265306,0,1.55676492420766
"25",0.195469387755102,0,1.55676492420766
"26",0.203530612244898,0,1.55676492420766
"27",0.211591836734694,0,1.55676492420766
"28",0.21965306122449,0,1.55676492420766
"29",0.227714285714286,0,1.55676492420766
"30",0.235775510204082,0,1.55676492420766
"31",0.243836734693878,0,1.55676492420766
"32",0.251897959183673,0,1.55676492420766
"33",0.259959183673469,0,1.55676492420766
"34",0.268020408163265,0,1.55676492420766
"35",0.276081632653061,0,1.55676492420766
"36",0.284142857142857,0,1.55676492420766
"37",0.292204081632653,0,1.55676492420766
"38",0.300265306122449,0,1.55676492420766
"39",0.308326530612245,0,1.55676492420766
"40",0.316387755102041,0,1.55676492420766
"41",0.324448979591837,0,1.55676492420766
"42",0.332510204081633,0,1.55676492420766
"43",0.340571428571429,0,1.55676492420766
"44",0.348632653061224,0,1.55676492420766
"45",0.35669387755102,0,1.55676492420766
"46",0.364755102040816,0,1.55676492420766
"47",0.372816326530612,0,1.55676492420766
"48",0.380877551020408,0,1.55676492420766
"49",0.388938775510204,0,1.55676492420766
"50",0.397,0,1.55676492420766
"51",0.002,0.551857142857143,1.76597923888935
"52",0.0100612244897959,0.551857142857143,1.76597923888935
"53",0.0181224489795918,0.551857142857143,1.76597923888935
"54",0.0261836734693878,0.551857142857143,1.69961516743978
"55",0.0342448979591837,0.551857142857143,1.79135172853705
"56",0.0423061224489796,0.551857142857143,1.81232971808076
"57",0.0503673469387755,0.551857142857143,1.81232971808076
"58",0.0584285714285714,0.551857142857143,1.79853664326908
"59",0.0664897959183673,0.551857142857143,1.79853664326908
"60",0.0745510204081633,0.551857142857143,1.78524354818409
"61",0.0826122448979592,0.551857142857143,1.4214943815798
"62",0.0906734693877551,0.551857142857143,1.41444341091845
"63",0.098734693877551,0.551857142857143,1.41444341091845
"64",0.106795918367347,0.551857142857143,1.36153860739651
"65",0.114857142857143,0.551857142857143,1.36153860739651
"66",0.122918367346939,0.551857142857143,1.34799944658301
"67",0.130979591836735,0.551857142857143,1.43054136851827
"68",0.139040816326531,0.551857142857143,1.43054136851827
"69",0.147102040816327,0.551857142857143,1.43054136851827
"70",0.155163265306122,0.551857142857143,1.43054136851827
"71",0.163224489795918,0.551857142857143,1.43054136851827
"72",0.171285714285714,0.551857142857143,1.43054136851827
"73",0.17934693877551,0.551857142857143,1.43054136851827
"74",0.187408163265306,0.551857142857143,1.44108219346815
"75",0.195469387755102,0.551857142857143,1.44108219346815
"76",0.203530612244898,0.551857142857143,1.44108219346815
"77",0.211591836734694,0.551857142857143,1.44108219346815
"78",0.21965306122449,0.551857142857143,1.44108219346815
"79",0.227714285714286,0.551857142857143,1.44108219346815
"80",0.235775510204082,0.551857142857143,1.44108219346815
"81",0.243836734693878,0.551857142857143,1.44108219346815
"82",0.251897959183673,0.551857142857143,1.44108219346815
"83",0.259959183673469,0.551857142857143,1.44108219346815
"84",0.268020408163265,0.551857142857143,1.44108219346815
"85",0.276081632653061,0.551857142857143,1.44108219346815
"86",0.284142857142857,0.551857142857143,1.44108219346815
"87",0.292204081632653,0.551857142857143,1.44108219346815
"88",0.300265306122449,0.551857142857143,1.44108219346815
"89",0.308326530612245,0.551857142857143,1.44108219346815
"90",0.316387755102041,0.551857142857143,1.44108219346815
"91",0.324448979591837,0.551857142857143,1.44108219346815
"92",0.332510204081633,0.551857142857143,1.44108219346815
"93",0.340571428571429,0.551857142857143,1.44108219346815
"94",0.348632653061224,0.551857142857143,1.44108219346815
"95",0.35669387755102,0.551857142857143,1.44108219346815
"96",0.364755102040816,0.551857142857143,1.44108219346815
"97",0.372816326530612,0.551857142857143,1.44108219346815
"98",0.380877551020408,0.551857142857143,1.44108219346815
"99",0.388938775510204,0.551857142857143,1.44108219346815
"100",0.397,0.551857142857143,1.44108219346815
"101",0.002,1.10371428571429,1.76597923888935
"102",0.0100612244897959,1.10371428571429,1.76597923888935
"103",0.0181224489795918,1.10371428571429,1.76597923888935
"104",0.0261836734693878,1.10371428571429,1.69961516743978
"105",0.0342448979591837,1.10371428571429,1.79135172853705
"106",0.0423061224489796,1.10371428571429,1.81232971808076
"107",0.0503673469387755,1.10371428571429,1.81232971808076
"108",0.0584285714285714,1.10371428571429,1.79853664326908
"109",0.0664897959183673,1.10371428571429,1.79853664326908
"110",0.0745510204081633,1.10371428571429,1.78524354818409
"111",0.0826122448979592,1.10371428571429,1.4214943815798
"112",0.0906734693877551,1.10371428571429,1.41444341091845
"113",0.098734693877551,1.10371428571429,1.41444341091845
"114",0.106795918367347,1.10371428571429,1.36153860739651
"115",0.114857142857143,1.10371428571429,1.36153860739651
"116",0.122918367346939,1.10371428571429,1.34799944658301
"117",0.130979591836735,1.10371428571429,1.43054136851827
"118",0.139040816326531,1.10371428571429,1.43054136851827
"119",0.147102040816327,1.10371428571429,1.43054136851827
"120",0.155163265306122,1.10371428571429,1.43054136851827
"121",0.163224489795918,1.10371428571429,1.43054136851827
"122",0.171285714285714,1.10371428571429,1.43054136851827
"123",0.17934693877551,1.10371428571429,1.43054136851827
"124",0.187408163265306,1.10371428571429,1.44108219346815
"125",0.195469387755102,1.10371428571429,1.44108219346815
"126",0.203530612244898,1.10371428571429,1.44108219346815
"127",0.211591836734694,1.10371428571429,1.44108219346815
"128",0.21965306122449,1.10371428571429,1.44108219346815
"129",0.227714285714286,1.10371428571429,1.44108219346815
