"bf","lr","best.iter","best.iter.sd","cv.r.squared","cv.r.squared.sd"
0.5,5e-04,22526.9,6735.61854703123,0.225136228762364,0.0348646608927535
0.6,5e-04,21441.3,7108.73403403635,0.212221264941326,0.0232981580299267
0.7,5e-04,19665.6,5859.2408723315,0.215684154356322,0.021919498838288
0.5,0.001,13188.5,4158.28384072083,0.234279869666247,0.0346873354274347
0.6,0.001,10811.9,5719.83159134369,0.221211018198056,0.0259113833505884
0.7,0.001,10007.1,3278.57480723967,0.211402836836361,0.0183486355866355
0.5,0.005,2342.7,387.881725959516,0.235256842971355,0.0230343200058284
0.6,0.005,2621.5,2439.7576040801,0.226670864291085,0.0267927424815065
0.7,0.005,2599.2,1488.22876079064,0.215067902756004,0.0275121461647501
0.5,0.01,1301,641.556094369169,0.229389932046658,0.0300943176368857
0.6,0.01,854.5,184.915746580256,0.237645653485724,0.0210794883315791
0.7,0.01,884.5,341.421294004929,0.215922547240462,0.0231423100616247
0.5,0.05,270.4,117.956865939301,0.220731932775685,0.0218222597259197
0.6,0.05,177.3,54.2628377027552,0.239581137539948,0.0371379388326308
0.7,0.05,187.7,70.9476332703683,0.221034063504821,0.0206756885587679
0.5,0.1,159.5,121.640864844015,0.220778562888664,0.0325293687593459
0.6,0.1,96.2,52.4802608394602,0.224413822425186,0.0406963579981263
0.7,0.1,120.6,55.4460698937866,0.211238686854962,0.0220487843385994
