"n.trees","cv.r.squared"
151,0.194561019254798
162,0.195290669821903
119,0.170120679212818
174,0.209060851439124
173,0.220891040772402
162,0.168579268521548
93,0.213426231960631
177,0.252614550277139
170,0.235545432572575
161,0.217933930649259
71,0.163757463071903
136,0.217471009948343
168,0.209066965932885
145,0.168560265077324
104,0.193526835539982
137,0.217403440911254
118,0.204837867186394
140,0.257191334736133
177,0.244161760732288
177,0.234950706348418
132,0.237059805634606
90,0.210381050695611
128,0.207367652002267
174,0.214157657670768
156,0.255563710956473
123,0.191873616386409
116,0.237214730651483
156,0.232103738816661
150,0.155339505434092
138,0.218641447113301
107,0.204799759868587
177,0.260100838277893
147,0.251554720749681
155,0.212084171108414
175,0.241525574240226
134,0.202959034173281
113,0.175341407803422
177,0.268525538849348
157,0.231337348282091
119,0.166239657704698
129,0.205769296545888
144,0.168756189623336
36,0.115990531151544
177,0.191374746715917
148,0.218516807797911
154,0.266542060994826
166,0.218562795346261
124,0.215134902994218
163,0.227999036046953
84,0.21391765377155
126,0.179157053819166
111,0.219517405700644
174,0.211842329568538
151,0.261135098455712
141,0.191728847492061
175,0.197043179269296
153,0.212613109493589
41,0.14392940918804
64,0.170382239349432
163,0.218577568606608
171,0.232031693071472
113,0.202225730908624
147,0.199137376281549
177,0.219668754862956
149,0.208815587885731
170,0.229416402386135
166,0.224359897500404
154,0.222689757649869
165,0.245528304893983
177,0.234298248172675
128,0.23955790022621
177,0.217948575821413
65,0.110452583367021
104,0.190992190038716
172,0.242617540400386
158,0.218451079899271
176,0.195138786074196
177,0.170338984310084
147,0.220684241138886
140,0.246071232286857
104,0.16365905219024
162,0.218066776656973
164,0.185396702570796
168,0.211919442068981
131,0.204732094578502
172,0.245700263209983
176,0.207058208961548
139,0.273184210919491
158,0.21487588017128
156,0.234092748605948
124,0.211571782532039
162,0.248713657610563
129,0.181680176498127
172,0.20658928058522
117,0.221327012695467
161,0.218214922263931
173,0.208865384789863
107,0.196728996100841
166,0.175249602349204
176,0.185138111413839
