"","NO3_N","radSUM","Predicted"
"1",0.002,171494.0177,1.54448712002928
"2",0.0100612244897959,171494.0177,1.54448712002928
"3",0.0181224489795918,171494.0177,1.54448712002928
"4",0.0261836734693878,171494.0177,1.47812304857972
"5",0.0342448979591837,171494.0177,1.553614921795
"6",0.0423061224489796,171494.0177,1.57459291133871
"7",0.0503673469387755,171494.0177,1.57459291133871
"8",0.0584285714285714,171494.0177,1.57459291133871
"9",0.0664897959183673,171494.0177,1.57459291133871
"10",0.0745510204081633,171494.0177,1.56129981625372
"11",0.0826122448979592,171494.0177,1.23273781439243
"12",0.0906734693877551,171494.0177,1.22568684373107
"13",0.098734693877551,171494.0177,1.22568684373107
"14",0.106795918367347,171494.0177,1.17278204020913
"15",0.114857142857143,171494.0177,1.17278204020913
"16",0.122918367346939,171494.0177,1.15924287939563
"17",0.130979591836735,171494.0177,1.24178480133089
"18",0.139040816326531,171494.0177,1.24178480133089
"19",0.147102040816327,171494.0177,1.20388430371074
"20",0.155163265306122,171494.0177,1.20388430371074
"21",0.163224489795918,171494.0177,1.20388430371074
"22",0.171285714285714,171494.0177,1.20388430371074
"23",0.17934693877551,171494.0177,1.20388430371074
"24",0.187408163265306,171494.0177,1.21442512866062
"25",0.195469387755102,171494.0177,1.21442512866062
"26",0.203530612244898,171494.0177,1.21442512866062
"27",0.211591836734694,171494.0177,1.21442512866062
"28",0.21965306122449,171494.0177,1.21442512866062
"29",0.227714285714286,171494.0177,1.21442512866062
"30",0.235775510204082,171494.0177,1.21442512866062
"31",0.243836734693878,171494.0177,1.21442512866062
"32",0.251897959183673,171494.0177,1.21442512866062
"33",0.259959183673469,171494.0177,1.21442512866062
"34",0.268020408163265,171494.0177,1.21442512866062
"35",0.276081632653061,171494.0177,1.21442512866062
"36",0.284142857142857,171494.0177,1.21442512866062
"37",0.292204081632653,171494.0177,1.21442512866062
"38",0.300265306122449,171494.0177,1.21442512866062
"39",0.308326530612245,171494.0177,1.21442512866062
"40",0.316387755102041,171494.0177,1.21442512866062
"41",0.324448979591837,171494.0177,1.21442512866062
"42",0.332510204081633,171494.0177,1.21442512866062
"43",0.340571428571429,171494.0177,1.21442512866062
"44",0.348632653061224,171494.0177,1.21442512866062
"45",0.35669387755102,171494.0177,1.21442512866062
"46",0.364755102040816,171494.0177,1.21442512866062
"47",0.372816326530612,171494.0177,1.21442512866062
"48",0.380877551020408,171494.0177,1.21442512866062
"49",0.388938775510204,171494.0177,1.21442512866062
"50",0.397,171494.0177,1.21442512866062
"51",0.002,172632.792804082,1.54448712002928
"52",0.0100612244897959,172632.792804082,1.54448712002928
"53",0.0181224489795918,172632.792804082,1.54448712002928
"54",0.0261836734693878,172632.792804082,1.47812304857972
"55",0.0342448979591837,172632.792804082,1.553614921795
"56",0.0423061224489796,172632.792804082,1.57459291133871
"57",0.0503673469387755,172632.792804082,1.57459291133871
"58",0.0584285714285714,172632.792804082,1.57459291133871
"59",0.0664897959183673,172632.792804082,1.57459291133871
"60",0.0745510204081633,172632.792804082,1.56129981625372
"61",0.0826122448979592,172632.792804082,1.23273781439243
"62",0.0906734693877551,172632.792804082,1.22568684373107
"63",0.098734693877551,172632.792804082,1.22568684373107
"64",0.106795918367347,172632.792804082,1.17278204020913
"65",0.114857142857143,172632.792804082,1.17278204020913
"66",0.122918367346939,172632.792804082,1.15924287939563
"67",0.130979591836735,172632.792804082,1.24178480133089
"68",0.139040816326531,172632.792804082,1.24178480133089
"69",0.147102040816327,172632.792804082,1.20388430371074
"70",0.155163265306122,172632.792804082,1.20388430371074
"71",0.163224489795918,172632.792804082,1.20388430371074
"72",0.171285714285714,172632.792804082,1.20388430371074
"73",0.17934693877551,172632.792804082,1.20388430371074
"74",0.187408163265306,172632.792804082,1.21442512866062
"75",0.195469387755102,172632.792804082,1.21442512866062
"76",0.203530612244898,172632.792804082,1.21442512866062
"77",0.211591836734694,172632.792804082,1.21442512866062
"78",0.21965306122449,172632.792804082,1.21442512866062
"79",0.227714285714286,172632.792804082,1.21442512866062
"80",0.235775510204082,172632.792804082,1.21442512866062
"81",0.243836734693878,172632.792804082,1.21442512866062
"82",0.251897959183673,172632.792804082,1.21442512866062
"83",0.259959183673469,172632.792804082,1.21442512866062
"84",0.268020408163265,172632.792804082,1.21442512866062
"85",0.276081632653061,172632.792804082,1.21442512866062
"86",0.284142857142857,172632.792804082,1.21442512866062
"87",0.292204081632653,172632.792804082,1.21442512866062
"88",0.300265306122449,172632.792804082,1.21442512866062
"89",0.308326530612245,172632.792804082,1.21442512866062
"90",0.316387755102041,172632.792804082,1.21442512866062
"91",0.324448979591837,172632.792804082,1.21442512866062
"92",0.332510204081633,172632.792804082,1.21442512866062
"93",0.340571428571429,172632.792804082,1.21442512866062
"94",0.348632653061224,172632.792804082,1.21442512866062
"95",0.35669387755102,172632.792804082,1.21442512866062
"96",0.364755102040816,172632.792804082,1.21442512866062
"97",0.372816326530612,172632.792804082,1.21442512866062
"98",0.380877551020408,172632.792804082,1.21442512866062
"99",0.388938775510204,172632.792804082,1.21442512866062
"100",0.397,172632.792804082,1.21442512866062
"101",0.002,173771.567908163,1.54448712002928
"102",0.0100612244897959,173771.567908163,1.54448712002928
"103",0.0181224489795918,173771.567908163,1.54448712002928
"104",0.0261836734693878,173771.567908163,1.47812304857972
"105",0.0342448979591837,173771.567908163,1.553614921795
"106",0.0423061224489796,173771.567908163,1.57459291133871
"107",0.0503673469387755,173771.567908163,1.57459291133871
"108",0.0584285714285714,173771.567908163,1.57459291133871
"109",0.0664897959183673,173771.567908163,1.57459291133871
"110",0.0745510204081633,173771.567908163,1.56129981625372
"111",0.0826122448979592,173771.567908163,1.23273781439243
"112",0.0906734693877551,173771.567908163,1.22568684373107
"113",0.098734693877551,173771.567908163,1.22568684373107
"114",0.106795918367347,173771.567908163,1.17278204020913
"115",0.114857142857143,173771.567908163,1.17278204020913
"116",0.122918367346939,173771.567908163,1.15924287939563
"117",0.130979591836735,173771.567908163,1.24178480133089
"118",0.139040816326531,173771.567908163,1.24178480133089
"119",0.147102040816327,173771.567908163,1.20388430371074
"120",0.155163265306122,173771.567908163,1.20388430371074
"121",0.163224489795918,173771.567908163,1.20388430371074
"122",0.171285714285714,173771.567908163,1.20388430371074
"123",0.17934693877551,173771.567908163,1.20388430371074
"124",0.187408163265306,173771.567908163,1.21442512866062
"125",0.195469387755102,173771.567908163,1.21442512866062
"126",0.203530612244898,173771.567908163,1.21442512866062
"127",0.211591836734694,173771.567908163,1.21442512866062
"128",0.21965306122449,173771.567908163,1.21442512866062
"129",0.227714285714286,173771.567908163,1.21442512866062
"130",0.235775510204082,173771.567908163,1.21442512866062
"131",0.243836734693878,173771.567908163,1.21442512866062
"132",0.251897959183673,173771.567908163,1.21442512866062
"133",0.259959183673469,173771.567908163,1.21442512866062
"134",0.268020408163265,173771.567908163,1.21442512866062
"135",0.276081632653061,173771.567908163,1.21442512866062
