"","NO3_N","tmean_month","Predicted"
"1",0.002,2.403333,1.71230905667207
"2",0.0100612244897959,2.403333,1.71230905667207
"3",0.0181224489795918,2.403333,1.71230905667207
"4",0.0261836734693878,2.403333,1.64594498522251
"5",0.0342448979591837,2.403333,1.70404373250533
"6",0.0423061224489796,2.403333,1.72502172204904
"7",0.0503673469387755,2.403333,1.72502172204904
"8",0.0584285714285714,2.403333,1.72502172204904
"9",0.0664897959183673,2.403333,1.72502172204904
"10",0.0745510204081633,2.403333,1.71172862696404
"11",0.0826122448979592,2.403333,1.28889661547355
"12",0.0906734693877551,2.403333,1.25586624106018
"13",0.098734693877551,2.403333,1.25586624106018
"14",0.106795918367347,2.403333,1.20296143753824
"15",0.114857142857143,2.403333,1.20296143753824
"16",0.122918367346939,2.403333,1.18942227672474
"17",0.130979591836735,2.403333,1.27196419866
"18",0.139040816326531,2.403333,1.27196419866
"19",0.147102040816327,2.403333,1.23406370103985
"20",0.155163265306122,2.403333,1.23406370103985
"21",0.163224489795918,2.403333,1.23406370103985
"22",0.171285714285714,2.403333,1.23406370103985
"23",0.17934693877551,2.403333,1.23406370103985
"24",0.187408163265306,2.403333,1.24460452598973
"25",0.195469387755102,2.403333,1.24460452598973
"26",0.203530612244898,2.403333,1.24460452598973
"27",0.211591836734694,2.403333,1.24460452598973
"28",0.21965306122449,2.403333,1.24460452598973
"29",0.227714285714286,2.403333,1.24460452598973
"30",0.235775510204082,2.403333,1.24460452598973
"31",0.243836734693878,2.403333,1.24460452598973
"32",0.251897959183673,2.403333,1.24460452598973
"33",0.259959183673469,2.403333,1.24460452598973
"34",0.268020408163265,2.403333,1.24460452598973
"35",0.276081632653061,2.403333,1.24460452598973
"36",0.284142857142857,2.403333,1.24460452598973
"37",0.292204081632653,2.403333,1.24460452598973
"38",0.300265306122449,2.403333,1.24460452598973
"39",0.308326530612245,2.403333,1.24460452598973
"40",0.316387755102041,2.403333,1.24460452598973
"41",0.324448979591837,2.403333,1.24460452598973
"42",0.332510204081633,2.403333,1.24460452598973
"43",0.340571428571429,2.403333,1.24460452598973
"44",0.348632653061224,2.403333,1.24460452598973
"45",0.35669387755102,2.403333,1.24460452598973
"46",0.364755102040816,2.403333,1.24460452598973
"47",0.372816326530612,2.403333,1.24460452598973
"48",0.380877551020408,2.403333,1.24460452598973
