"var","rel.inf"
"NtoTP",24.4146234040622
"TEMP",19.5536405184226
"Ordinal_date",14.5313614467985
"ppt_month",8.78183633951077
"ppt_percent_normal",6.23725568544179
"tmean_week",6.05941236937353
"NtoP",5.53164804052406
"ppt_week",5.13130474342755
"NO3_N",3.9305457033404
"tmean_percent_normal",2.93127842428403
"TDN",1.58191857900866
"ppt_day",1.31517474580589
