"","NtoP","Ordinal_date","Predicted"
"1",35.2,129,1.39453821636791
"2",52.7448979591837,129,1.39786495065146
"3",70.2897959183673,129,1.40633951039448
"4",87.834693877551,129,1.4132863437078
"5",105.379591836735,129,1.4132863437078
"6",122.924489795918,129,1.40178462825792
"7",140.469387755102,129,1.40777704773307
"8",158.014285714286,129,1.4046538967345
"9",175.559183673469,129,1.40366275125921
"10",193.104081632653,129,1.44616447590613
"11",210.648979591837,129,1.48633149632952
"12",228.19387755102,129,1.47363864532983
"13",245.738775510204,129,1.51621199909355
"14",263.283673469388,129,1.52838151838334
"15",280.828571428571,129,1.59465457534956
"16",298.373469387755,129,1.60026373537523
"17",315.918367346939,129,1.59867726582953
"18",333.463265306122,129,1.53740238744958
"19",351.008163265306,129,1.53043844681705
"20",368.55306122449,129,1.50349295521621
"21",386.097959183673,129,1.49202423146096
"22",403.642857142857,129,1.431888661996
"23",421.187755102041,129,1.43094544564829
"24",438.732653061224,129,1.43094544564829
"25",456.277551020408,129,1.43094544564829
"26",473.822448979592,129,1.43094544564829
"27",491.367346938775,129,1.43094544564829
"28",508.912244897959,129,1.43094544564829
"29",526.457142857143,129,1.43094544564829
"30",544.002040816326,129,1.43094544564829
"31",561.54693877551,129,1.43094544564829
"32",579.091836734694,129,1.43094544564829
"33",596.636734693878,129,1.43094544564829
"34",614.181632653061,129,1.43094544564829
"35",631.726530612245,129,1.43094544564829
"36",649.271428571429,129,1.43094544564829
"37",666.816326530612,129,1.43094544564829
"38",684.361224489796,129,1.43094544564829
"39",701.90612244898,129,1.43094544564829
"40",719.451020408163,129,1.43094544564829
"41",736.995918367347,129,1.43094544564829
"42",754.540816326531,129,1.43094544564829
"43",772.085714285714,129,1.43094544564829
"44",789.630612244898,129,1.43094544564829
"45",807.175510204082,129,1.43094544564829
"46",824.720408163265,129,1.43094544564829
"47",842.265306122449,129,1.43094544564829
"48",859.810204081633,129,1.43094544564829
"49",877.355102040816,129,1.43094544564829
"50",894.9,129,1.43094544564829
"51",35.2,131.877551020408,1.39453821636791
"52",52.7448979591837,131.877551020408,1.39786495065146
"53",70.2897959183673,131.877551020408,1.40633951039448
"54",87.834693877551,131.877551020408,1.4132863437078
"55",105.379591836735,131.877551020408,1.4132863437078
