"R2","CVR2"
0.623172771380515,0.624954525255296
0.622661776136727,0.62451686896816
0.622141691054586,0.624044791192035
0.621557850022466,0.623541734074716
0.620925889647855,0.623089546886642
0.62040714304024,0.622700134410383
0.619817149059929,0.622253327180372
0.619320996009528,0.621780846523561
0.618856756381239,0.621281047141881
0.618311142242645,0.62087660581266
0.617722649898622,0.620416094527705
0.617285643994932,0.619918583873172
0.616727760563587,0.619446612877085
0.616234711479105,0.619062223467372
0.615631304956681,0.618596582753046
0.615171311969751,0.618183595515971
0.614693428732753,0.617684857436026
0.614242412206851,0.617223279123194
0.613765679469545,0.616836229688586
0.613153057874134,0.61629744392859
0.612600292901464,0.61584904321038
0.612080394991332,0.615491625392551
0.611559538856708,0.615089236590836
0.611034669146117,0.61461193171954
0.61049780621732,0.614244971431615
0.610009663557828,0.613895091971356
0.609416881536733,0.613432987308589
0.608858873145392,0.613062637056269
0.60832528937807,0.612651778107319
0.607853719726292,0.612351058911914
0.607455664024089,0.611915284251638
0.606904742284142,0.611530642460069
0.606361333990575,0.611204263344269
0.605749608234778,0.610722593213349
0.605139553178525,0.610296393238466
0.604662616445216,0.609853161396597
0.604135572722649,0.60940102168899
0.603604916323715,0.608947240438665
0.603098564046806,0.608565524604875
0.602460587915851,0.60814292150511
0.601858043063286,0.607726040428698
0.601315150068068,0.607320979906036
0.600874018946381,0.606913219396208
0.600367043801957,0.606461343166051
0.599786448265942,0.605989958354126
0.599339541395044,0.60556078375418
0.598784677263794,0.60515109095035
0.598252533254472,0.604721231533267
0.597755456017648,0.604273881352511
0.59729747188409,0.603857946817981
0.596772143069969,0.603464383026113
0.596200096603559,0.603027737651612
0.595782662548985,0.602702344911718
0.595242521363268,0.602293050289522
0.594719728890865,0.601866463218332
0.594238347259603,0.601434594466871
0.593699481480544,0.60098469680964
0.593235095626733,0.600573449516499
0.592752156263863,0.600187021104747
0.592213186268124,0.599759200203328
0.591648417357963,0.59933933822527
0.591168447461805,0.59894703635897
0.590616055209306,0.598573788375773
0.590050611862817,0.598169134558593
0.589500841676592,0.597858293511088
0.588947750249092,0.597495451479142
0.588444019924147,0.597073240716187
0.587889570333071,0.596626322186992
0.587386620412731,0.596210720417671
0.586828943963436,0.595820661069318
0.586313666984799,0.595425564716153
0.585797512953569,0.595062170752723
0.585374953690282,0.594759032466309
0.584837964578439,0.594299252604864
0.584363480669324,0.593887998546382
0.583905060466051,0.593471304591511
0.583419979209031,0.592987801298826
0.582850877545419,0.592644903115647
0.582485633952767,0.592267482200357
0.582006314394649,0.591920121083652
0.581504079084166,0.591535709687709
0.581033951610047,0.591143328213013
0.580617678410972,0.590731454210972
0.580254213301407,0.590313841973735
0.579839103477361,0.58996230282882
0.579293074397547,0.589584379616431
0.57884154391937,0.589191512458107
0.578376744428964,0.588815689621201
0.577923848332153,0.588422053984826
0.577469860536983,0.588044661767495
0.577063793774616,0.58763994181208
0.576665352389028,0.587299068139227
0.576174344964635,0.586949464078161
0.575698147547654,0.586527427515212
0.575133444236033,0.586162945761659
0.574630981415865,0.585828025255024
0.574187984493945,0.585404849134197
0.573649550123955,0.584990116504619
0.573183466584297,0.584634213618266
0.572643473850487,0.58423964873877
0.572162893351169,0.583865007192048
0.571632917860001,0.583444242763133
0.571228515020548,0.583033958648076
0.570790570093296,0.582656352457828
0.570306355946295,0.582252377767081
0.569831457405483,0.581852780644065
0.56935798881693,0.581541650540821
0.568841182040697,0.581203435511682
0.568421034682892,0.580837361415822
0.567921611859,0.58049241419545
0.567556981128578,0.580168838592968
0.567148116464218,0.579803327311559
0.566705521861167,0.579510617367774
0.566345973572622,0.57911604392464
0.565839539177827,0.578707933365948
0.565361818572203,0.578365653470864
0.564969880192884,0.578028796112565
0.564490438391993,0.577657636562689
0.564043018476973,0.577282860119402
0.563526907744222,0.576975110031985
0.563178733185216,0.576650184648614
0.56271938283505,0.576276852799666
0.562241341467493,0.575916988107986
0.561797948710937,0.575568110135111
0.561277481258243,0.575193371826084
0.560854302853335,0.574809114572378
0.560373363643396,0.574409498848778
0.560063800420676,0.574006584091009
0.559585107555971,0.573713467026097
0.559042680005756,0.573394287746692
0.558495007520598,0.573008405577804
0.55797335574611,0.572638236325231
0.557507285862239,0.572272531145257
0.557062258099029,0.571945492723024
0.556554515791761,0.571553584266993
0.556099593953592,0.571216131244976
0.555635766919111,0.570872469572859
0.555162221085546,0.570436635886587
0.554756576343854,0.570124552013737
0.554307485836625,0.569811371937764
0.553893277870062,0.569446433486059
0.553466935591322,0.569076263505989
0.553018395337229,0.568643935310053
0.552573110420598,0.568225161637489
0.552094323004809,0.56797670534584
0.551672871357858,0.567685218538545
0.551245765631366,0.567355801769955
0.550867173502074,0.56698755545105
0.550444242292631,0.566628734480598
0.550057911486496,0.566294219176148
0.549607533680839,0.565960186267308
0.549199005287454,0.565674636376513
0.548691606011876,0.565317451861318
0.548254699552578,0.564964709303148
0.547904434679827,0.564631860959638
0.547403315005786,0.56435404165544
0.546890778827835,0.564037208708946
0.546411062474567,0.563725888712875
0.54598668047851,0.563429343981964
0.545664145823406,0.563126999052939
0.545240234129682,0.562815891279338
0.544743994725924,0.562545011362193
0.544348986857133,0.562208531906118
0.544031624097259,0.561871069528784
0.543641484657007,0.561532010317085
0.543144131820863,0.561144835623617
0.542699724418524,0.560795935582091
0.54222674329783,0.560499974243723
0.541822148580358,0.560115276229715
0.541394444015908,0.559719370070665
0.540910940649181,0.559395370947084
0.540476171482223,0.559020374187668
0.540095774552987,0.558627208919849
0.539707521549506,0.55833760648649
0.539216007665401,0.557999351172608
0.538743563992072,0.557700181128143
0.538284553499502,0.557441702525144
0.53791065188085,0.557130986350914
0.537421424558661,0.556821397439576
0.537017080208223,0.556429328025164
0.536604975209411,0.556109876533723
0.536104547142537,0.55580204736009
0.535664098311925,0.555457263004005
0.535223310701349,0.555148750694323
0.534818346763007,0.554849357399203
0.534466045256871,0.554517813669729
0.534022820107312,0.554182782688885
0.533584884662906,0.553851914878352
0.533264858163879,0.553461516243482
0.532890682393867,0.553140608859348
0.532365397415145,0.552814745194068
0.531835350372907,0.552509359401639
0.531342947810073,0.552157171783168
0.530926738069613,0.551827411239381
0.530495736104664,0.551520795823681
0.530061269239382,0.551162140065216
0.529587901215015,0.55088448286424
0.529204844648778,0.550631707048165
0.528750826571917,0.550363331675823
0.528332006720622,0.550040702931537
0.527946721577316,0.549702845969155
0.527482253119923,0.549287674076167
0.527119720021158,0.548992641137433
0.526789385083698,0.548648403038933
0.526338091738067,0.548293892645804
0.525847971330021,0.548004148926688
0.525378280696666,0.547660102739231
0.525011432214359,0.547409734996194
0.524575502405066,0.547113901700336
0.524224942699971,0.546787457910662
0.523806531416833,0.54651382100788
0.523374425543566,0.546230615048753
0.523024956948868,0.545875241976619
0.522611159279911,0.545654141694263
0.522158142299551,0.545311137995874
0.52168285366284,0.544993929621878
0.52140703316776,0.544700516319944
0.52095898228932,0.544399351826556
0.520573736278932,0.544142299360272
0.520132663923813,0.543870806618853
0.519784734796657,0.543497011357434
0.519410459101026,0.543249062212384
0.518993593422057,0.542982911422344
0.518561684546414,0.542599085762233
0.518126925465178,0.542314482318575
0.517799004064558,0.541986882476369
0.51741866726431,0.541701170539879
0.516997717311059,0.541376753093071
0.516639228973864,0.541095228994839
0.516258658626848,0.540840535987422
0.515932456752425,0.540510735120119
0.515567062955794,0.540224838458022
0.515187948896308,0.539930084062319
0.514802190259474,0.539679650435734
0.514411353618634,0.539263496135509
0.513975378080286,0.538973008684549
0.513485707723034,0.538672543644069
0.513002856102391,0.538398603652988
0.512593659972305,0.538137635811276
0.512120487304933,0.537892271317076
0.511674276301178,0.537562601178984
0.511295653503887,0.537330790749641
0.510943605421528,0.537046432261278
0.510532286879004,0.536669512398594
0.510129714880339,0.536388257650765
0.509728459543703,0.536165848707992
0.509315787650775,0.535780361723007
0.508917081317231,0.535490370741256
0.508515249247748,0.535222634339463
0.50809106471337,0.5349469730861
0.507698768265911,0.534738190474896
0.507272117045332,0.534474521046955
0.506856499942265,0.534192955577978
0.506528742428629,0.53389360778986
0.506113581145391,0.533531610510035
0.505731834916468,0.533181198016919
0.505354756116888,0.53295324715641
0.504952680274288,0.532772901103825
0.50449208092903,0.532398729590154
0.504115760562339,0.532113561542155
0.503678820230619,0.531847172104045
0.503193017835172,0.531600758137526
0.502770055238017,0.531359116173015
0.502396889905457,0.530997796836474
0.50200074780459,0.530729033769933
0.50158975057386,0.530361533238909
0.501202697114392,0.530086526966895
0.500767998636965,0.529788250094037
0.500446553091476,0.529462438728038
0.499997348276978,0.529139254969032
0.499650036694645,0.528877090774554
0.499279921057791,0.528535829672961
0.498864745172209,0.528343510703343
0.498453867515237,0.52802627136087
0.4980813303998,0.52770367530035
0.497701359362432,0.527478180478712
0.497290365126587,0.52715639500995
0.496861270294893,0.526913354305896
0.496537717599248,0.526657697772765
0.49626168771312,0.526317439206782
0.495827142812051,0.52598265545291
0.495472015790362,0.525804043099174
0.495077569197318,0.525509497479539
0.494782202132816,0.525197871339962
0.494427587567521,0.524916254584422
0.494028948881459,0.524691416672739
0.493731541549418,0.524468663307545
0.49331824354495,0.524153025524856
0.492873453857085,0.523913215481651
0.492500666496152,0.523570471276223
0.492208716582728,0.523207413876498
0.491855545973136,0.522886913795193
0.49153771939624,0.52256104207871
0.491137697278382,0.522314658429902
0.490695464057393,0.522033587163892
0.490293812326364,0.521761482081134
0.489960170593996,0.52144933133804
0.489593727957132,0.521100752513658
0.489184625098698,0.52089379550632
0.488796051724021,0.520628954420327
0.488415698819589,0.520345153479579
0.488056461653608,0.520094715544917
0.48774923453621,0.519873285825758
0.487309859149994,0.519663458748372
0.487035872721277,0.51936373601123
0.486676997568713,0.519081017523474
0.486285282801646,0.518899086915235
0.485929175271494,0.51864728135271
0.485521052360957,0.518415505210022
0.485100457765413,0.518100324691889
0.484715002964059,0.517867073777947
0.4845493337921,0.517685872863329
0.484223898315345,0.51739368288836
0.483943229217652,0.517066682371459
0.483498214806508,0.516831511540017
0.483157499206784,0.516619997665617
0.48280490487017,0.516397730060409
0.482368208720055,0.516110900607823
0.481986081288786,0.51585322678641
0.481642580619459,0.515646945721646
0.48125154669841,0.515419365210311
0.480926444318139,0.51510542543737
0.480632596366887,0.514854457093646
0.480336637750222,0.514676097191312
0.479954112869709,0.514445619442962
0.479610085765062,0.514221773548679
0.479211535067432,0.513928389728549
0.478845220505146,0.513604977680935
0.478455649365237,0.513388791525165
0.478062061889453,0.5131346837576
0.477761543931077,0.512872732129068
0.477345686487345,0.512605496114402
0.477032435310888,0.512266052193851
0.476863592769144,0.512033750057384
0.476450035661771,0.511739148477378
0.476141851621914,0.511478656453779
0.475712256322829,0.511238893404136
0.475326260159577,0.510981146245926
0.474973647306059,0.510710345339881
0.474543744946059,0.510421164847868
0.474298460118653,0.510179921746228
0.473952535854581,0.509994559219961
0.473546536911352,0.50965444859222
0.473199860540664,0.509392668452664
0.472827629214475,0.509075119935446
0.472472464266094,0.508834035263026
0.472049854991136,0.508536089598914
0.471800564938838,0.508250543458623
0.471445676216087,0.507956399030736
0.471183253976443,0.507736320474432
0.470849169435786,0.507523439680324
0.470501101903462,0.507287540823182
0.470071838005965,0.507107635653158
0.469718529902589,0.506778741398725
0.469476905383832,0.506565440483448
0.469067135839057,0.506291789105974
0.468686142529475,0.506031891931467
0.468288227221158,0.505801981637422
0.467924444295587,0.505563436795364
0.467598220927754,0.505332013668279
0.467221804742311,0.505006496291472
0.466874003029542,0.504809626200641
0.466445317508483,0.504583530532416
0.466078545759111,0.504254344292631
0.465697954961462,0.504035420811806
0.465347969788639,0.503765164811431
0.465018727928933,0.503493673751857
0.464676403476171,0.503287406255597
0.464360044050699,0.503007466228637
0.464007279316416,0.502757868905002
0.46363484787733,0.502445547623443
