"","ppt_month","TEMP","Predicted"
"1",8.84999991394579,3.2,1.73187108054855
"2",12.4726122155481,3.2,1.73187108054855
"3",16.0952245171505,3.2,1.73205580810765
"4",19.7178368187528,3.2,1.77575480119439
"5",23.3404491203552,3.2,1.78270258635542
"6",26.9630614219575,3.2,1.7849461376391
"7",30.5856737235599,3.2,1.77101245442579
"8",34.2082860251623,3.2,1.76453730327637
"9",37.8308983267646,3.2,1.77687375155323
"10",41.453510628367,3.2,1.79835687896689
"11",45.0761229299693,3.2,1.81047462438293
"12",48.6987352315717,3.2,1.81047462438293
"13",52.321347533174,3.2,1.81100758760214
"14",55.9439598347764,3.2,1.85470532947753
"15",59.5665721363787,3.2,1.85470532947753
"16",63.1891844379811,3.2,1.8561137770259
"17",66.8117967395834,3.2,1.8561137770259
"18",70.4344090411858,3.2,1.88212831332001
"19",74.0570213427881,3.2,1.88212831332001
"20",77.6796336443905,3.2,1.62325787597292
"21",81.3022459459928,3.2,1.62175875134919
"22",84.9248582475952,3.2,1.62175875134919
"23",88.5474705491975,3.2,1.62175875134919
"24",92.1700828507999,3.2,1.62175875134919
"25",95.7926951524022,3.2,1.62175875134919
"26",99.4153074540046,3.2,1.62175875134919
"27",103.037919755607,3.2,1.62175875134919
"28",106.660532057209,3.2,1.62175875134919
"29",110.283144358812,3.2,1.62175875134919
"30",113.905756660414,3.2,1.62175875134919
"31",117.528368962016,3.2,1.62175875134919
"32",121.150981263619,3.2,1.62175875134919
"33",124.773593565221,3.2,1.62175875134919
"34",128.396205866823,3.2,1.62175875134919
"35",132.018818168426,3.2,1.62175875134919
"36",135.641430470028,3.2,1.62175875134919
"37",139.26404277163,3.2,1.62175875134919
"38",142.886655073233,3.2,1.62175875134919
"39",146.509267374835,3.2,1.62175875134919
"40",150.131879676438,3.2,1.62175875134919
"41",153.75449197804,3.2,1.62175875134919
"42",157.377104279642,3.2,1.62175875134919
"43",160.999716581245,3.2,1.62175875134919
"44",164.622328882847,3.2,1.62175875134919
"45",168.244941184449,3.2,1.62175875134919
"46",171.867553486052,3.2,1.62175875134919
"47",175.490165787654,3.2,1.62175875134919
"48",179.112778089256,3.2,1.62175875134919
"49",182.735390390859,3.2,1.62175875134919
"50",186.358002692461,3.2,1.62175875134919
"51",8.84999991394579,3.42857142857143,1.73187108054855
"52",12.4726122155481,3.42857142857143,1.73187108054855
"53",16.0952245171505,3.42857142857143,1.73205580810765
"54",19.7178368187528,3.42857142857143,1.77575480119439
"55",23.3404491203552,3.42857142857143,1.78270258635542
"56",26.9630614219575,3.42857142857143,1.7849461376391
"57",30.5856737235599,3.42857142857143,1.77101245442579
"58",34.2082860251623,3.42857142857143,1.76453730327637
"59",37.8308983267646,3.42857142857143,1.77687375155323
"60",41.453510628367,3.42857142857143,1.79835687896689
"61",45.0761229299693,3.42857142857143,1.81047462438293
"62",48.6987352315717,3.42857142857143,1.81047462438293
"63",52.321347533174,3.42857142857143,1.81100758760214
"64",55.9439598347764,3.42857142857143,1.85470532947753
"65",59.5665721363787,3.42857142857143,1.85470532947753
"66",63.1891844379811,3.42857142857143,1.8561137770259
"67",66.8117967395834,3.42857142857143,1.8561137770259
"68",70.4344090411858,3.42857142857143,1.88212831332001
"69",74.0570213427881,3.42857142857143,1.88212831332001
"70",77.6796336443905,3.42857142857143,1.62325787597292
"71",81.3022459459928,3.42857142857143,1.62175875134919
"72",84.9248582475952,3.42857142857143,1.62175875134919
"73",88.5474705491975,3.42857142857143,1.62175875134919
"74",92.1700828507999,3.42857142857143,1.62175875134919
"75",95.7926951524022,3.42857142857143,1.62175875134919
"76",99.4153074540046,3.42857142857143,1.62175875134919
"77",103.037919755607,3.42857142857143,1.62175875134919
"78",106.660532057209,3.42857142857143,1.62175875134919
"79",110.283144358812,3.42857142857143,1.62175875134919
"80",113.905756660414,3.42857142857143,1.62175875134919
"81",117.528368962016,3.42857142857143,1.62175875134919
"82",121.150981263619,3.42857142857143,1.62175875134919
"83",124.773593565221,3.42857142857143,1.62175875134919
"84",128.396205866823,3.42857142857143,1.62175875134919
"85",132.018818168426,3.42857142857143,1.62175875134919
"86",135.641430470028,3.42857142857143,1.62175875134919
"87",139.26404277163,3.42857142857143,1.62175875134919
"88",142.886655073233,3.42857142857143,1.62175875134919
"89",146.509267374835,3.42857142857143,1.62175875134919
"90",150.131879676438,3.42857142857143,1.62175875134919
"91",153.75449197804,3.42857142857143,1.62175875134919
"92",157.377104279642,3.42857142857143,1.62175875134919
"93",160.999716581245,3.42857142857143,1.62175875134919
"94",164.622328882847,3.42857142857143,1.62175875134919
"95",168.244941184449,3.42857142857143,1.62175875134919
"96",171.867553486052,3.42857142857143,1.62175875134919
"97",175.490165787654,3.42857142857143,1.62175875134919
"98",179.112778089256,3.42857142857143,1.62175875134919
"99",182.735390390859,3.42857142857143,1.62175875134919
"100",186.358002692461,3.42857142857143,1.62175875134919
"101",8.84999991394579,3.65714285714286,1.73187108054855
"102",12.4726122155481,3.65714285714286,1.73187108054855
"103",16.0952245171505,3.65714285714286,1.73205580810765
"104",19.7178368187528,3.65714285714286,1.77575480119439
"105",23.3404491203552,3.65714285714286,1.78270258635542
"106",26.9630614219575,3.65714285714286,1.7849461376391
"107",30.5856737235599,3.65714285714286,1.77101245442579
"108",34.2082860251623,3.65714285714286,1.76453730327637
"109",37.8308983267646,3.65714285714286,1.77687375155323
"110",41.453510628367,3.65714285714286,1.79835687896689
"111",45.0761229299693,3.65714285714286,1.81047462438293
"112",48.6987352315717,3.65714285714286,1.81047462438293
